"cd_equipe","tx_ine","tx_esf","tx_esf_nome_completo","cd_regiao","cd_ra","cd_ubs","cd_gsap","cd_instrumento","st_ciclo_1","tp_equipe"
971,"2272466","EQUIPE SAFIRA",NULL,2,10,15,14,NULL,NULL,"esf"
972,"2272458","EQUIPE CRISTAL",NULL,2,10,15,14,NULL,NULL,"esf"
973,"2272431","EQUIPE AMETISTA",NULL,2,10,15,14,NULL,NULL,"esf"
974,"17998804","EQUIPE 07 - VERMELHA - AREA 0699",NULL,7,26,69,57,NULL,NULL,"esf"
365," 0468657"," EQUIPE 1 - VERMELHA ÁREA 0058",NULL,6,4,156,101,NULL,True,"esf"
26," 1554263","UBS2 - EQUIPE 01",NULL,3,11,41,16,NULL,True,"esf"
906," 2062763"," ESB CINZA",NULL,5,25,168,56,NULL,False,"esb"
616,"2259206","ESF 2005/50 - CINZA - PL",NULL,5,14,75,90,NULL,False,"esf"
617,"2259214","ESF 2006/51 - VIOLETA - PL",NULL,5,14,75,90,NULL,False,"esf"
618,"2239965","ESF 09 - UBS 10 SAM - ÁREA 3235",NULL,7,19,137,86,NULL,False,"esf"
619,"2193949","EQUIPE 1224/60",NULL,8,7,72,59,NULL,False,"esf"
620,"2236168","EQUIPE 1225/61",NULL,8,20,48,42,NULL,False,"esf"
621,"2198908","EQUIPE 1226/62",NULL,8,20,115,80,NULL,False,"esf"
603,"2235196","EQUIPE 3 - AMARELA",NULL,6,2,5,6,NULL,True,"esf"
604,"2235218","EQUIPE 5 - ROXA",NULL,6,2,5,6,NULL,True,"esf"
975," 2268817"," EQUIPE 17",NULL,3,18,90,40,NULL,NULL,"esf"
326," 2018160"," EQUIPE 2 - VINHA ÁREA 0122",NULL,6,4,156,101,NULL,True,"esf"
248," 1670441"," UBS2 - EQUIPE 02",NULL,3,11,41,16,NULL,True,"esf"
976," "," EQUIPE 07",NULL,3,8,58,50,NULL,NULL,"esf"
879,"1880160","EQUIPE 1201/43",NULL,8,7,38,32,NULL,False,"esb"
880,"1880233","EQUIPE 1202/44",NULL,8,7,57,49,NULL,False,"esb"
945,"2068877","eNASF-AB Ipê Amarelo",NULL,4,21,133,66,NULL,False,"nasf"
260,"2063433","EQUIPE 05",NULL,3,8,58,50,NULL,True,"esf"
605,"2235188","EQUIPE 6 - VIOLETA",NULL,6,4,98,76,NULL,True,"esf"
622,"2203103","EQUIPE ARATICUM",NULL,2,5,8,9,NULL,False,"esb"
623,"2203111","EQUIPE INGÁ",NULL,2,5,8,9,NULL,False,"esb"
624,"2203138","EQUIPE LÍRIO",NULL,2,5,35,31,NULL,False,"esb"
625,"2203073","EQUIPE RUBI",NULL,2,10,15,14,NULL,False,"esb"
626,"2203057","EQUIPE ESTRELA",NULL,2,15,3,4,NULL,False,"esb"
627,"2203022","EQUIPE LARANJA",NULL,2,15,4,5,NULL,False,"esb"
628,"2203030","EQUIPE LILÁS",NULL,2,15,4,5,NULL,False,"esb"
629,"2203049","EQUIPE ROSA",NULL,2,15,4,5,NULL,False,"esb"
630,"2203065","EQUIPE VERMELHA",NULL,2,15,32,28,NULL,False,"esb"
631,"2203081","EQUIPE HARMONIA",NULL,2,27,29,2,NULL,False,"esb"
632,"2117762","ESB 1",NULL,3,3,6,7,NULL,False,"esb"
633,"2117797","ESB 2",NULL,3,3,6,7,NULL,False,"esb"
634,"2117312","ESB 01",NULL,3,8,12,12,NULL,False,"esb"
635,"2117320","ESB 02",NULL,3,8,12,12,NULL,False,"esb"
636,"2117339","ESB 03",NULL,3,8,12,12,NULL,False,"esb"
637,"2117371","ESB 01",NULL,3,8,39,33,NULL,False,"esb"
638,"2117452","ESB 02",NULL,3,8,39,33,NULL,False,"esb"
639,"2117479","ESB 03",NULL,3,8,39,33,NULL,False,"esb"
640,"2117525","ESB 01",NULL,3,8,58,50,NULL,False,"esb"
641,"2117533","ESB 02",NULL,3,8,58,50,NULL,False,"esb"
642,"2117541","ESB 03",NULL,3,8,58,50,NULL,False,"esb"
643,"2117576","ESB 04",NULL,3,8,58,50,NULL,False,"esb"
644,"2171708","ESB 01",NULL,3,8,73,60,NULL,False,"esb"
645,"2117681","ESB 01",NULL,3,11,16,16,NULL,False,"esb"
646,"2117703","ESB 02",NULL,3,11,16,16,NULL,False,"esb"
647,"1880934","EQUIPE 1207/49",NULL,8,7,85,69,NULL,False,"esb"
648,"2117711","ESB",NULL,3,11,41,16,NULL,False,"esb"
649,"2117894","ESB 01",NULL,3,13,18,38,NULL,False,"esb"
650,"2117843","ESB 02",NULL,3,17,21,20,NULL,False,"esb"
651,"2117819","ESB 01",NULL,3,17,21,20,NULL,False,"esb"
652,"2117878","ESB 03",NULL,3,17,21,20,NULL,False,"esb"
653,"2117886","ESB 01",NULL,3,17,45,38,NULL,False,"esb"
654,"2117908","ESB 03",NULL,3,18,22,21,NULL,False,"esb"
655,"2117916","ESB 04",NULL,3,18,22,21,NULL,False,"esb"
656,"2117932","ESB 06",NULL,3,18,22,21,NULL,False,"esb"
657,"2117924","ESB 01",NULL,3,18,77,21,NULL,False,"esb"
658,"2117606","ESB 01",NULL,3,22,9,10,NULL,False,"esb"
659,"2117622","ESB 02",NULL,3,22,9,10,NULL,False,"esb"
660,"2117630","ESB 03",NULL,3,22,9,10,NULL,False,"esb"
661,"2117649","ESB 04",NULL,3,22,9,10,NULL,False,"esb"
662,"2117665","ESB 05",NULL,3,22,9,10,NULL,False,"esb"
663,"2117673","ESB 04",NULL,3,22,36,10,NULL,False,"esb"
664,"1909851","ESB 2 ITAPOÃ",NULL,4,9,13,13,NULL,False,"esb"
665,"1909827","ESB 1 ITAPOÃ",NULL,4,9,13,13,NULL,False,"esb"
666,"1909916","ESB 3 ITAPOÃ",NULL,4,9,13,13,NULL,False,"esb"
667,"1909940","ESB 4 ITAPOÃ",NULL,4,9,13,13,NULL,False,"esb"
668,"1909991","ESB 5 ITAPOÃ",NULL,4,9,13,13,NULL,False,"esb"
669,"1910035","ESB 6 ITAPOÃ",NULL,4,9,40,34,NULL,False,"esb"
670,"1910051","ESB 7 ITAPOÃ",NULL,4,9,59,34,NULL,False,"esb"
671,"1910086","ESB 8 ITAPOÃ",NULL,4,9,59,34,NULL,False,"esb"
672,"2018950","ESB 22",NULL,6,4,109,83,NULL,False,"esb"
675,"1905716","ESB 1 PARANOÁ",NULL,4,12,17,17,NULL,False,"esb"
676,"1905872","ESB 2 PARANOÁ",NULL,4,12,17,17,NULL,False,"esb"
677,"1905902","ESB 3 PARANOÁ",NULL,4,12,17,17,NULL,False,"esb"
678,"1905953","ESB 4 PARANOÁ",NULL,4,12,17,17,NULL,False,"esb"
679,"1906046","ESB 5 PARANOÁ",NULL,4,12,17,17,NULL,False,"esb"
680,"1906135","ESB QD 18",NULL,4,12,42,35,NULL,False,"esb"
681,"1906240","ESB 1 PARANOÁ PARQUE",NULL,4,12,60,51,NULL,False,"esb"
682,"1909371","ESB 2 PARANOÁ PARQUE",NULL,4,12,60,51,NULL,False,"esb"
683,"1909444","ESB 3 PARANOÁ PARQUE",NULL,4,12,60,51,NULL,False,"esb"
684,"1909568","ESB QUEBRADA DOS NERES",NULL,4,12,87,35,NULL,False,"esb"
685,"1909584","ESB CARIRU",NULL,4,12,100,35,NULL,False,"esb"
686,"1909746","ESB CAFÉ SEM TROCO",NULL,4,12,111,35,NULL,False,"esb"
687,"1909797","ESB PADDF",NULL,4,12,121,35,NULL,False,"esb"
688,"1910116","ESB 1 SÃO SEBASTIÃO",NULL,4,21,25,24,NULL,False,"esb"
689,"1910140","ESB 2 SÃO SEBASTIÃO",NULL,4,21,25,24,NULL,False,"esb"
690,"1910167","ESB 3 SÃO SEBASTIÃO",NULL,4,21,25,24,NULL,False,"esb"
691,"1910183","ESB 4 SÃO SEBASTIÃO",NULL,4,21,25,24,NULL,False,"esb"
692,"1910221","ESB 5 SÃO SEBASTIÃO",NULL,4,21,25,24,NULL,False,"esb"
693,"1910248","ESB 6 SÃO SEBASTIÃO",NULL,4,21,25,24,NULL,False,"esb"
694,"1910302","ESB 9 SÃO SEBASTIÃO",NULL,4,21,25,24,NULL,False,"esb"
695,"1910345","ESB OESTE SSB",NULL,4,21,66,43,NULL,False,"esb"
696,"1910361","ESB NOVA BETÂNIA SSB",NULL,4,21,93,55,NULL,False,"esb"
697,"1910485","ESB BOSQUE 1 SSB",NULL,4,21,133,66,NULL,False,"esb"
698,"2062569","ESB BÁLSAMO",NULL,5,6,37,87,NULL,False,"esb"
699,"2062550","ESB JERIVÁ",NULL,5,6,56,87,NULL,False,"esb"
700,"2062887","ESB MICO-LEÃO-DOURADO",NULL,5,14,19,18,NULL,False,"esb"
701,"2062895","ESB ORQUÍDEA",NULL,5,14,43,36,NULL,False,"esb"
702,"2062909","ESB AZALÉIA",NULL,5,14,43,36,NULL,False,"esb"
703,"2062917","ESB DÁLIA",NULL,5,14,43,36,NULL,False,"esb"
704,"2062925","ESB VALERIANA",NULL,5,14,75,90,NULL,False,"esb"
705,"2062933","ESB SÁLVIA",NULL,5,14,75,90,NULL,False,"esb"
706,"2062941","ESB CAMOMILA",NULL,5,14,75,90,NULL,False,"esb"
970,"SEM INE","  eNASF-AB",NULL,2,10,15,14,NULL,NULL,"nasf"
330,"471593","ESF 0610/02 - LOBEIRA",NULL,5,6,56,87,NULL,True,"esf"
707,"2062968","ESB MARCELA",NULL,5,14,75,90,NULL,False,"esb"
708,"2062976","ESB GARÇA",NULL,5,14,88,94,NULL,False,"esb"
709,"2062984","ESB TRINCA-FERRO",NULL,5,14,88,94,NULL,False,"esb"
710,"2062992","ESB FÊNIX",NULL,5,14,88,94,NULL,False,"esb"
711,"2063026","ESB CORUJA - PL",NULL,5,14,88,94,NULL,False,"esb"
712,"2063034","ESB FALCÃO",NULL,5,14,88,94,NULL,False,"esb"
713,"2063042","ESB TUCANO - PL",NULL,5,14,88,94,NULL,False,"esb"
714,"2063050","ESB UNIVERSO",NULL,5,14,122,78,NULL,False,"esb"
715,"2063069","ESB LIBÉLULA",NULL,5,14,131,78,NULL,False,"esb"
716,"2063077","ESB TAQUARA",NULL,5,14,135,61,NULL,False,"esb"
717,"2177013","ESB UOM",NULL,5,14,152,70,NULL,False,"esb"
718,"2063085","ESB JARDIM MORUMBI",NULL,5,14,161,61,NULL,False,"esb"
719,"2063093","ESB GAMA",NULL,5,14,166,52,NULL,False,"esb"
720,"1880632","EQUIPE 1206/48",NULL,8,7,85,69,NULL,False,"esb"
721,"2062577","ESB ANDORINHA - SOB",NULL,5,24,26,25,NULL,False,"esb"
722,"2062585","ESB GAIVOTA - SOB",NULL,5,24,26,25,NULL,False,"esb"
723,"2062593","ESB CANÁRIO - SOB",NULL,5,24,26,25,NULL,False,"esb"
724,"2062607","ESB TUCANO - SOB",NULL,5,24,26,25,NULL,False,"esb"
725,"2062615","ESB ÔNIX",NULL,5,24,50,44,NULL,False,"esb"
726,"2062623","ESB ÁGATA",NULL,5,24,50,44,NULL,False,"esb"
727,"2062658","ESB OPALA",NULL,5,24,50,44,NULL,False,"esb"
728,"2062666","ESB CRISTAL",NULL,5,24,50,44,NULL,False,"esb"
729,"2062674","ESB FLAMBOYANT",NULL,5,24,67,67,NULL,False,"esb"
730,"2062682","ESB CEREJEIRA",NULL,5,24,67,67,NULL,False,"esb"
731,"2062690","ESB JACARANDÁ",NULL,5,24,67,67,NULL,False,"esb"
732,"2062704","ESB HARAS DO SOL",NULL,5,24,80,67,NULL,False,"esb"
733,"2062712","ESB BASEVI",NULL,5,24,94,25,NULL,False,"esb"
734,"2062720","ESB FLOR DO CERRADO",NULL,5,24,105,25,NULL,False,"esb"
735,"2062747","ESB SALMÃO",NULL,5,25,27,56,NULL,False,"esb"
736,"2062755","ESB LILÁS - SOB",NULL,5,25,27,56,NULL,False,"esb"
737,"2062771","ESB MARSALA",NULL,5,25,27,56,NULL,False,"esb"
738,"2062801","ESB LÍRIO",NULL,5,25,51,74,NULL,False,"esb"
739,"2062828","ESB BEM-ME-QUER",NULL,5,25,51,74,NULL,False,"esb"
740,"2062836","ESB ERVA-DOCE",NULL,5,25,51,74,NULL,False,"esb"
741,"2062844","ESB ALECRIM",NULL,5,25,51,74,NULL,False,"esb"
742,"2062852","ESB VALE DOS PINHEIROS",NULL,5,25,68,81,NULL,False,"esb"
743,"2062860","ESB CALIANDRA",NULL,5,25,81,81,NULL,False,"esb"
744,"2062879","ESB DENTE-DE-LEÃO",NULL,5,25,95,81,NULL,False,"esb"
745,"2018349","ESB 1",NULL,6,2,5,6,NULL,False,"esb"
746,"2018381","ESB 2",NULL,6,2,5,6,NULL,False,"esb"
747,"0468517","ESB 2",NULL,6,2,33,29,NULL,False,"esb"
748,"2018446","ESB 3",NULL,6,2,33,29,NULL,False,"esb"
749,"2156253","ESB 43",NULL,6,2,33,29,NULL,False,"esb"
750,"2018527","ESB 4",NULL,6,2,54,47,NULL,False,"esb"
751,"2018578","ESB 5",NULL,6,2,108,47,NULL,False,"esb"
752,"2018586","ESB 6",NULL,6,2,118,47,NULL,False,"esb"
753,"2018594","ESB 7",NULL,6,4,7,8,NULL,False,"esb"
754,"2018608","ESB 8",NULL,6,4,7,8,NULL,False,"esb"
755,"2018624","ESB 9",NULL,6,4,34,30,NULL,False,"esb"
756,"2018659","ESB 10",NULL,6,4,34,30,NULL,False,"esb"
757,"2018667","ESB 11",NULL,6,4,34,30,NULL,False,"esb"
758,"2018683","ESB 12",NULL,6,4,55,48,NULL,False,"esb"
759,"2018691","ESB 13",NULL,6,4,55,48,NULL,False,"esb"
760,"2018721","ESB 14",NULL,6,4,55,48,NULL,False,"esb"
761,"2019310","ESB 42",NULL,6,4,71,58,NULL,False,"esb"
762,"2018764","ESB 15",NULL,6,4,84,68,NULL,False,"esb"
763,"2018772","ESB 16",NULL,6,4,84,68,NULL,False,"esb"
764,"2018829","ESB 17",NULL,6,4,98,76,NULL,False,"esb"
765,"2018853","ESB 18",NULL,6,4,98,76,NULL,False,"esb"
766,"2018926","ESB 19",NULL,6,4,98,76,NULL,False,"esb"
767,"2018934","ESB 20",NULL,6,4,98,76,NULL,False,"esb"
768,"2018942","ESB 21",NULL,6,4,109,83,NULL,False,"esb"
769,"2018969","ESB 23",NULL,6,4,109,83,NULL,False,"esb"
770,"2018977","ESB 24",NULL,6,4,119,89,NULL,False,"esb"
771,"2018985","ESB 25",NULL,6,4,119,89,NULL,False,"esb"
772,"2018993","ESB 26",NULL,6,4,119,89,NULL,False,"esb"
773,"2019027","ESB 28",NULL,6,4,129,93,NULL,False,"esb"
774,"2019043","ESB 29",NULL,6,4,129,93,NULL,False,"esb"
775,"2019051","ESB 30",NULL,6,4,134,96,NULL,False,"esb"
776,"2019078","ESB 31",NULL,6,4,134,96,NULL,False,"esb"
777,"2156288","ESB 44",NULL,6,4,134,96,NULL,False,"esb"
778,"2019094","ESB 32",NULL,6,4,139,97,NULL,False,"esb"
779,"2019108","ESB 33",NULL,6,4,139,97,NULL,False,"esb"
780,"2019116","ESB 34",NULL,6,4,139,97,NULL,False,"esb"
781,"2019124","ESB 35",NULL,6,4,145,98,NULL,False,"esb"
782,"2019140","ESB 36",NULL,6,4,151,99,NULL,False,"esb"
783,"2019175","ESB 37",NULL,6,4,154,100,NULL,False,"esb"
784,"2019191","ESB 38",NULL,6,4,160,103,NULL,False,"esb"
785,"2019213","ESB 39",NULL,6,4,160,103,NULL,False,"esb"
786,"2019272","ESB 40",NULL,6,4,160,103,NULL,False,"esb"
787,"2019280","ESB 41",NULL,6,4,160,103,NULL,False,"esb"
788,"1917994","ESB 01 - UBS 01 AC",NULL,7,1,2,3,NULL,False,"esb"
789,"1918281","ESB 02 - UBS 01 AC",NULL,7,1,2,3,NULL,False,"esb"
790,"1918346","ESB 03 - UBS 01 AC",NULL,7,1,2,3,NULL,False,"esb"
791,"2064146","ESB 01 - UBS 02 AC",NULL,7,1,31,3,NULL,False,"esb"
792,"2064316","ESB 01 - UBS 01 REC",NULL,7,16,20,19,NULL,False,"esb"
793,"2064324","ESB 02 - UBS 01 REC",NULL,7,16,20,19,NULL,False,"esb"
794,"2064332","ESB 03 - UBS 01 REC",NULL,7,16,20,19,NULL,False,"esb"
795,"2064340","ESB 02 - UBS 02 REC",NULL,7,16,44,37,NULL,False,"esb"
796,"2064359","ESB 03 - UBS 02 REC",NULL,7,16,44,37,NULL,False,"esb"
797,"2064367","ESB 04 - UBS 02 REC",NULL,7,16,44,37,NULL,False,"esb"
798,"1925083","ESB 01 - UBS 03 REC",NULL,7,16,62,53,NULL,False,"esb"
799,"1925172","ESB 02 - UBS 03 REC",NULL,7,16,62,53,NULL,False,"esb"
800,"1925326","ESB 03 - UBS 03 REC",NULL,7,16,62,53,NULL,False,"esb"
801,"1925393","ESB 04 - UBS 03 REC",NULL,7,16,62,53,NULL,False,"esb"
802,"1925504","ESB 05 - UBS 03 REC",NULL,7,16,62,53,NULL,False,"esb"
803,"1925571","ESB 06 - UBS 03 REC",NULL,7,16,62,53,NULL,False,"esb"
804,"1925628","ESB 07 - UBS 03 REC",NULL,7,16,62,53,NULL,False,"esb"
805,"1925660","ESB 01 - UBS 04 REC",NULL,7,16,76,62,NULL,False,"esb"
806,"1925717","ESB 02 - UBS 04 REC",NULL,7,16,76,62,NULL,False,"esb"
807,"1925733","ESB 03 - UBS 04 REC",NULL,7,16,76,62,NULL,False,"esb"
808,"2064375","ESB 04 - UBS 04 REC",NULL,7,16,76,62,NULL,False,"esb"
809,"2064383","ESB 05 - UBS 04 REC",NULL,7,16,76,62,NULL,False,"esb"
810,"1924982","ESB 01 - UBS 05 REC",NULL,7,16,89,71,NULL,False,"esb"
811,"1925830","ESB 01 - UBS 07 REC",NULL,7,16,113,71,NULL,False,"esb"
812,"1924931","ESB 01 - UBS 10 REC",NULL,7,16,136,19,NULL,False,"esb"
813,"2138468","ESB 01 - UBS 01 SAM",NULL,7,19,23,95,NULL,False,"esb"
814,"1923676","ESB 01 - UBS 02 SAM",NULL,7,19,47,41,NULL,False,"esb"
815,"1923692","ESB 02 - UBS 02 SAM",NULL,7,19,47,41,NULL,False,"esb"
816,"2064154","ESB 03 - UBS 02 SAM",NULL,7,19,47,41,NULL,False,"esb"
817,"2064162","ESB 04 - UBS 02 SAM",NULL,7,19,47,41,NULL,False,"esb"
818,"2064170","ESB 05 - UBS 02 SAM",NULL,7,19,47,41,NULL,False,"esb"
819,"2064189","ESB 06 - UBS 02 SAM",NULL,7,19,47,41,NULL,False,"esb"
820,"2064197","ESB 07 - UBS 02 SAM",NULL,7,19,47,41,NULL,False,"esb"
821,"1923803","ESB 01 - UBS 03 SAM",NULL,7,19,64,54,NULL,False,"esb"
822,"2064219","ESB 03 - UBS 03 SAM",NULL,7,19,64,54,NULL,False,"esb"
823,"1923846","ESB 01 - UBS 04 SAM",NULL,7,19,78,63,NULL,False,"esb"
824,"1923870","ESB 02 - UBS 04 SAM",NULL,7,19,78,63,NULL,False,"esb"
825,"1923900","ESB 03 - UBS 04 SAM",NULL,7,19,78,63,NULL,False,"esb"
826,"1924273","ESB 01 - UBS 05 SAM",NULL,7,19,91,72,NULL,False,"esb"
827,"2064243","ESB 02 - UBS 05 SAM",NULL,7,19,91,72,NULL,False,"esb"
828,"2064251","ESB 03 - UBS 05 SAM",NULL,7,19,91,72,NULL,False,"esb"
829,"2064278","ESB 04 - UBS 05 SAM",NULL,7,19,91,72,NULL,False,"esb"
830,"1924400","ESB 01 - UBS 06 SAM",NULL,7,19,102,79,NULL,False,"esb"
831,"1924443","ESB 02 - UBS 06 SAM",NULL,7,19,102,79,NULL,False,"esb"
832,"1924478","ESB 03 - UBS 06 SAM",NULL,7,19,102,79,NULL,False,"esb"
833,"1924508","ESB 01 - UBS 07 SAM",NULL,7,19,114,86,NULL,False,"esb"
834,"1924540","ESB 02 - UBS 07 SAM",NULL,7,19,114,86,NULL,False,"esb"
835,"1924575","ESB 03 - UBS 07 SAM",NULL,7,19,114,86,NULL,False,"esb"
836,"1924605","ESB 04 - UBS 07 SAM",NULL,7,19,114,86,NULL,False,"esb"
837,"1924613","ESB 05 - UBS 07 SAM",NULL,7,19,114,86,NULL,False,"esb"
838,"1924656","ESB 01 - UBS 08 SAM",NULL,7,19,124,91,NULL,False,"esb"
839,"1924702","ESB 02 - UBS 08 SAM",NULL,7,19,124,91,NULL,False,"esb"
840,"2064286","ESB 03 - UBS 08 SAM",NULL,7,19,124,91,NULL,False,"esb"
841,"2064200","ESB 02 - UBS 11 SAM",NULL,7,19,143,54,NULL,False,"esb"
842,"2064227","ESB 03 - UBS 11 SAM",NULL,7,19,143,54,NULL,False,"esb"
843,"2064294","ESB 01 - UBS 11 SAM",NULL,7,19,143,54,NULL,False,"esb"
844,"2235153","ESB 04 - UBS11 SAM",NULL,7,19,143,54,NULL,False,"esb"
845,"1924753","ESB 01 - UBS 12 SAM",NULL,7,19,149,22,NULL,False,"esb"
846,"1924796","ESB 02 - UBS 12 SAM",NULL,7,19,149,22,NULL,False,"esb"
847,"1924834","ESB 03 - UBS 12 SAM",NULL,7,19,149,22,NULL,False,"esb"
848,"1924869","ESB 04 - UBS 12 SAM",NULL,7,19,149,22,NULL,False,"esb"
849,"2064308","ESB 05 - UBS 12 SAM",NULL,7,19,149,22,NULL,False,"esb"
850,"1918389","ESB 01 - UBS 01 TAG",NULL,7,26,28,26,NULL,False,"esb"
851,"1918478","ESB 02 - UBS 01 TAG",NULL,7,26,28,26,NULL,False,"esb"
852,"1918508","ESB 03 - UBS 01 TAG",NULL,7,26,28,26,NULL,False,"esb"
853,"1918621","ESB 01 - UBS 02 TAG",NULL,7,26,52,45,NULL,False,"esb"
854,"1918788","ESB 02 - UBS 02 TAG",NULL,7,26,52,45,NULL,False,"esb"
855,"2064022","ESB 03 - UBS 02 TAG",NULL,7,26,52,45,NULL,False,"esb"
856,"2064030","ESB 04 - UBS 02 TAG",NULL,7,26,52,45,NULL,False,"esb"
857,"1923412","ESB 01 - UBS 03 TAG",NULL,7,26,69,57,NULL,False,"esb"
858,"1923447","ESB 02 - UBS 03 TAG",NULL,7,26,69,57,NULL,False,"esb"
859,"1923471","ESB 01 - UBS 05 TAG",NULL,7,26,96,75,NULL,False,"esb"
860,"1923501","ESB 02 - UBS 05 TAG",NULL,7,26,96,75,NULL,False,"esb"
861,"2064049","ESB 03 - UBS 05 TAG",NULL,7,26,96,75,NULL,False,"esb"
862,"1923544","ESB 01 - UBS 06 TAG",NULL,7,26,107,82,NULL,False,"esb"
863,"1923552","ESB 02 - UBS 06 TAG",NULL,7,26,107,82,NULL,False,"esb"
864,"2064057","ESB 03 - UBS 06 TAG",NULL,7,26,107,82,NULL,False,"esb"
865,"1923560","ESB 01 - UBS 07 TAG",NULL,7,26,117,88,NULL,False,"esb"
866,"2064065","ESB 02 - UBS 07 TAG",NULL,7,26,117,88,NULL,False,"esb"
867,"2064073","ESB 03 - UBS 07 TAG",NULL,7,26,117,88,NULL,False,"esb"
868,"1923617","ESB 01 - UBS 08 TAG",NULL,7,26,127,92,NULL,False,"esb"
869,"1923625","ESB 02 - UBS 08 TAG",NULL,7,26,127,92,NULL,False,"esb"
870,"2064081","ESB 03 - UBS 08 TAG",NULL,7,26,127,92,NULL,False,"esb"
871,"1917870","ESB 01 - UBS 01 VP",NULL,7,28,30,27,NULL,False,"esb"
872,"2064103","ESB 02 - UBS 01 VP",NULL,7,28,30,27,NULL,False,"esb"
873,"2064111","ESB 03 - UBS 01 VP",NULL,7,28,30,27,NULL,False,"esb"
874,"1879979","EQUIPE 252/40",NULL,8,7,11,11,NULL,False,"esb"
875,"2220784","EQUIPE 1223/59",NULL,8,7,11,11,NULL,False,"esb"
876,"2256789","EQUIPE 1230/66",NULL,8,7,11,11,NULL,False,"esb"
877,"1880055","EQUIPE 253/41",NULL,8,7,38,32,NULL,False,"esb"
878,"1880128","EQUIPE 1200/42",NULL,8,7,38,32,NULL,False,"esb"
881,"1880330","EQUIPE 1203/45",NULL,8,7,57,49,NULL,False,"esb"
882,"1880411","EQUIPE 1204/46",NULL,8,7,57,49,NULL,False,"esb"
883,"1880489","EQUIPE 1205/47",NULL,8,7,72,59,NULL,False,"esb"
884,"2170914","EQUIPE 1221/57",NULL,8,7,72,59,NULL,False,"esb"
885,"2256797","EQUIPE 1231/67",NULL,8,7,72,59,NULL,False,"esb"
886,"2256800","EQUIPE 1232/68",NULL,8,7,85,69,NULL,False,"esb"
887,"1881051","EQUIPE 1209/51",NULL,8,7,99,77,NULL,False,"esb"
888,"2169002","EQUIPE 1222/58",NULL,8,7,99,77,NULL,False,"esb"
889,"2235846","EQUIPE 1228/64",NULL,8,7,130,11,NULL,False,"esb"
890,"1881019","EQUIPE 1208/50",NULL,8,7,140,77,NULL,False,"esb"
891,"1881329","EQUIPE 1212/53",NULL,8,7,147,11,NULL,False,"esb"
892,"1879731","EQUIPE 552/33",NULL,8,20,24,23,NULL,False,"esb"
893,"1879774","EQUIPE 553/34",NULL,8,20,24,23,NULL,False,"esb"
894,"1879820","EQUIPE 554/35",NULL,8,20,24,23,NULL,False,"esb"
895,"1879898","EQUIPE 555/36",NULL,8,20,24,23,NULL,False,"esb"
896,"2125358","EQUIPE 0026/39",NULL,8,20,24,23,NULL,False,"esb"
897,"2125366","EQUIPE 0027/40",NULL,8,20,24,23,NULL,False,"esb"
898,"1879448","EQUIPE 540/20",NULL,8,20,48,42,NULL,False,"esb"
899,"1879588","EQUIPE 540/00",NULL,8,20,48,42,NULL,False,"esb"
900,"1879650","EQUIPE 550/01",NULL,8,20,48,42,NULL,False,"esb"
901,"1879693","EQUIPE 551/32",NULL,8,20,48,42,NULL,False,"esb"
902,"2256770","EQUIPE 1229/65",NULL,8,20,48,42,NULL,False,"esb"
903,"1881264","EQUIPE 3400/38",NULL,8,20,65,65,NULL,False,"esb"
904,"2167697","EQUIPE 1220/56",NULL,8,20,92,73,NULL,False,"esb"
905,"1881132","EQUIPE 1210/37",NULL,8,20,120,65,NULL,False,"esb"
907,"2062798","ESB MOSTARDA",NULL,5,25,168,56,NULL,False,"esb"
924,"1668293","eNASF-AB Aroeira",NULL,4,12,17,17,NULL,False,"nasf"
925,"1668307","eNASF-AB Caliandra",NULL,4,12,60,51,NULL,False,"nasf"
910,"0469467","eNASF-AB Prisma",NULL,4,9,13,13,NULL,False,"nasf"
960,"SEM INE","eNASF-AB Palipalan",NULL,4,12,42,35,NULL,False,"nasf"
961,"SEM INE","eNASF-AB Rubi",NULL,4,21,14,55,NULL,False,"nasf"
965,"SEM INE","eNASF-AB",NULL,8,7,57,49,NULL,False,"nasf"
953,"SEM INE"," eNASF-AB",NULL,2,15,4,5,NULL,False,"nasf"
933,"1670638","  eNASF-AB Vila Planalto",NULL,2,15,53,46,NULL,False,"nasf"
954,"SEM INE"," eNASF-AB",NULL,2,15,3,4,NULL,False,"nasf"
955,"SEM INE"," eNASF-AB",NULL,2,15,32,28,NULL,False,"nasf"
908,"2167190"," eNASF-AB",NULL,7,26,52,45,NULL,False,"nasf"
913,"0470503"," eNASF-AB",NULL,7,26,107,82,NULL,False,"nasf"
914,"0470678"," eNASF-AB",NULL,7,19,143,54,NULL,False,"nasf"
915,"0470759"," eNASF-AB",NULL,7,26,127,92,NULL,False,"nasf"
916,"0470791","eNASF-AB",NULL,7,26,96,75,NULL,False,"nasf"
931,"1669230","eNASF-AB",NULL,7,19,114,86,NULL,False,"nasf"
927,"1669192"," eNASF-AB",NULL,7,16,62,53,NULL,False,"nasf"
964,"SEM INE"," eNASF-AB",NULL,7,19,91,72,NULL,False,"nasf"
963,"SEM INE"," eNASF-AB",NULL,7,16,44,37,NULL,False,"nasf"
941,"1685422"," eNASF-AB",NULL,7,26,69,57,NULL,False,"nasf"
