"cd_equipe","tx_ine","tx_esf","tx_esf_nome_completo","cd_regiao","cd_ra","cd_ubs","cd_gsap","cd_instrumento","st_ciclo_1","tp_equipe"
448,"469726","ESF 0334/01 - 14 BIS",NULL,5,14,131,78,NULL,True,"esf"
449,"469734","ESF 0337/04 - BICA DO DER",NULL,5,14,148,85,NULL,True,"esf"
450,"469742","ESF 0335/02 - TAQUARA",NULL,5,14,135,61,NULL,True,"esf"
451,"469750","ESF 0342/09 - JARDIM MORUMBI",NULL,5,14,161,61,NULL,True,"esf"
452,"469769","ESF 0364/18 - IPÊ AMARELO",NULL,5,24,67,67,NULL,True,"esf"
453,"469777","ESF 0365/19 - FLAMBOYANT",NULL,5,24,67,67,NULL,True,"esf"
377,"468797"," EQUIPE 3 - AMARELA ÁREA 0068",NULL,6,4,156,101,NULL,True,"esf"
378,"468800"," EQUIPE 1 - VERDE ÁREA 0066",NULL,6,4,156,101,NULL,True,"esf"
446,"469696"," ESF 0376/40 - BORBOLETA AMARELA",NULL,5,14,112,36,NULL,True,"esf"
445,"469688"," ESF 0375/39 - BORBOLETA LARANJA",NULL,5,14,112,36,NULL,True,"esf"
424,"469394"," EQ 01 - PAD DF UBS 08 PARANOÁ ",NULL,4,12,121,35,NULL,True,"esf"
2,"1466259","EQUIPE 5 - MARGARIDA ÁREA 0051",NULL,6,4,98,76,NULL,True,"esf"
89,"1641913","EQUIPE 03 - AZUL - AREA 0663",NULL,7,26,107,82,NULL,True,"esf"
175,"1668102","EQUIPE 06 - VERDE -  AREA 0688",NULL,7,26,28,26,NULL,True,"esf"
176,"1668110","EQUIPE 07 - AMARELA - AREA 0689",NULL,7,26,28,26,NULL,True,"esf"
269,"1671367","ESF 0622/12 - MARROM",NULL,5,25,27,56,NULL,True,"esf"
360,"468606","EQUIPE 2 - AZUL ÁREA 0043",NULL,6,4,134,96,NULL,True,"esf"
454,"469785","ESF 0362/26 - SABIÁ PL",NULL,5,14,101,94,NULL,True,"esf"
455,"469793","ESF 0361/25 - FLAMINGO",NULL,5,14,101,94,NULL,True,"esf"
540,"470910","ESF 08 VERMELHA - UBS 10 SAM - AREA 0461",NULL,7,19,137,86,NULL,True,"esf"
3,"1468618","ESF 14 LILÁS - UBS 04 REC - AREA 0404",NULL,7,16,76,62,NULL,True,"esf"
4,"1469363","EQ 11 - MARROM",NULL,4,9,13,13,NULL,True,"esf"
5,"1469592","EQUIPE 08",NULL,3,22,36,10,NULL,True,"esf"
6,"1469606","EQUIPE 09",NULL,3,22,9,10,NULL,True,"esf"
7,"1469649","EQUIPE 10",NULL,3,22,9,10,NULL,True,"esf"
8,"1471953","ESF 05 - UBS 10 REC - AREA 0395",NULL,7,16,136,19,NULL,True,"esf"
9,"1474170","ESF 47 LARANJA  - UBS 11 SAM - AREA 0515",NULL,7,19,143,54,NULL,True,"esf"
10,"1474189","ESF 46 AMARELA  - UBS 11 SAM - AREA 0514",NULL,7,19,143,54,NULL,True,"esf"
541,"470929","ESF 06 VERMELHA - UBS 09 SAM - AREA 0474",NULL,7,19,132,72,NULL,True,"esf"
456,"469807","ESF 0363/27 - JOÃO-DE-BARRO PL",NULL,5,14,101,94,NULL,True,"esf"
457,"469815","ESF 0353/17 - ÁGUAS EMENDADAS",NULL,5,14,163,52,NULL,True,"esf"
458,"469823","ESF 0350/14 - LUA",NULL,5,14,122,78,NULL,True,"esf"
459,"469831","ESF 0351/15 - ESTRELA",NULL,5,14,122,78,NULL,True,"esf"
460,"469858","ESF 0349/13 - SOL",NULL,5,14,122,78,NULL,True,"esf"
461,"469866","ESF 0352/16 - CEP SAÚDE",NULL,5,14,61,18,NULL,True,"esf"
462,"469874","ESF 0371/35 - AMARELA ",NULL,5,14,75,90,NULL,True,"esf"
463,"469882","ESF 0366/30 - VERDE",NULL,5,14,75,90,NULL,True,"esf"
464,"469890","ESF 0368/32 - VERMELHA",NULL,5,14,75,90,NULL,True,"esf"
465,"469904","ESF 0369/33 - AZUL",NULL,5,14,75,90,NULL,True,"esf"
466,"469912","ESF 0370/34 - LILÁS",NULL,5,14,75,90,NULL,True,"esf"
467,"469920","ESF 0367/31 - LARANJA",NULL,5,14,75,90,NULL,True,"esf"
468,"469939","ESF 0372/36 - BRANCA",NULL,5,14,75,90,NULL,True,"esf"
469,"469947","ESF 0373/37 - ÔMEGA",NULL,5,14,166,52,NULL,True,"esf"
470,"469955","ESF 0359/23 - ANDORINHA - PL",NULL,5,14,88,94,NULL,True,"esf"
471,"469963","ESF 0354/18 - GAIVOTA - PL",NULL,5,14,88,94,NULL,True,"esf"
472,"469971","ESF 0356/20 - ÁGUIA - PL",NULL,5,14,88,94,NULL,True,"esf"
473,"469998","ESF 0355/19 - BEIJA-FLOR - PL",NULL,5,14,88,94,NULL,True,"esf"
474,"470007","ESF 0360/24 - ARARA - PL",NULL,5,14,88,94,NULL,True,"esf"
475,"470023","ESF 0357/21 - BEM-TE-VI - PL",NULL,5,14,88,94,NULL,True,"esf"
476,"470031","ESF 0358/22 - CANÁRIO - PL",NULL,5,14,88,94,NULL,True,"esf"
477,"470058","ESF 06 ROSA - UBS 04 REC - AREA 0396",NULL,7,16,76,62,NULL,True,"esf"
478,"470066","ESF 10 VERDE - UBS 04 REC - AREA 0400",NULL,7,16,76,62,NULL,True,"esf"
479,"470074","ESF 17 AZUL - UBS 04 REC - AREA 0407",NULL,7,16,76,62,NULL,True,"esf"
480,"470082","ESF 16 LARANJA - UBS 04 REC - AREA 0406",NULL,7,16,76,62,NULL,True,"esf"
481,"470090","EQUIPE 07 - LARANJA - AREA 0397",NULL,7,26,96,75,NULL,True,"esf"
483,"470112","ESF 01 - UBS 08 REC - AREA 0391",NULL,7,16,123,71,NULL,True,"esf"
484,"470120","ESF 02 - UBS 08 REC - AREA 0392",NULL,7,16,123,71,NULL,True,"esf"
485,"470139","ESF 04 - UBS 10 REC - AREA 0394",NULL,7,16,136,19,NULL,True,"esf"
486,"470147","ESF 08 - UBS 05 REC - AREA 0398",NULL,7,16,89,71,NULL,True,"esf"
487,"470155","ESF 06 - UBS 05 REC - AREA 0402",NULL,7,16,89,71,NULL,True,"esf"
488,"470163","ESF 05 - UBS 05 REC - AREA 0401",NULL,7,16,89,71,NULL,True,"esf"
489,"470171","ESF 04 - UBS 05 REC - AREA 0399",NULL,7,16,89,71,NULL,True,"esf"
490,"470198","ESF 07 - UBS 05 REC - AREA 0403",NULL,7,16,89,71,NULL,True,"esf"
491,"470201","ESF 18 AMARELA - UBS 03 REC - AREA 0408",NULL,7,16,62,53,NULL,True,"esf"
492,"470228","ESF 19 LARANJA - UBS 03 REC - AREA 0409",NULL,7,16,62,53,NULL,True,"esf"
493,"470236","ESF 23 ROSA - UBS 03 REC - AREA 0413",NULL,7,16,62,53,NULL,True,"esf"
494,"470244","ESF 24 CINZA - UBS 03 REC - AREA 0414",NULL,7,16,62,53,NULL,True,"esf"
496,"470260","EQUIPE 02",NULL,3,18,63,40,NULL,True,"esf"
497,"470279","EQUIPE 14",NULL,3,18,63,40,NULL,True,"esf"
498,"470287","EQUIPE 08",NULL,3,18,63,40,NULL,True,"esf"
499,"470295","EQUIPE 05 ",NULL,3,18,77,21,NULL,True,"esf"
482,"     0470104","    Equipe 1233/69",NULL,8,7,169,84,NULL,True,"esf"
94,"1641980","EQ 10 - AZUL",NULL,4,12,17,17,NULL,True,"esf"
173,"1668072","EQUIPE 04 - AZUL - AREA 6802",NULL,7,28,30,27,NULL,True,"esf"
265,"1671278","ESF 0638/21 - JADE",NULL,5,24,50,44,NULL,True,"esf"
351,"468452","EQUIPE 3 - ÁREA 0015",NULL,6,2,83,47,NULL,True,"esf"
524,"470686","ESF 10 LILÁS - UBS 03 SAM - AREA 0473",NULL,7,19,64,54,NULL,True,"esf"
525,"470694","ESF 07 ROSA - UBS 03 SAM - AREA 0741",NULL,7,19,64,54,NULL,True,"esf"
526,"470708","ESF 12 AMARELA - UBS 04 SAM - AREA 0509",NULL,7,19,78,63,NULL,True,"esf"
527,"470716","ESF 39 VERDE - UBS 04 SAM - AREA 0503",NULL,7,19,78,63,NULL,True,"esf"
574,"0471437","EQ 02 - MORRO DA CRUZ",NULL,4,21,116,55,NULL,True,"esf"
504,"470406","EQUIPE 09",NULL,3,18,90,40,NULL,True,"esf"
500,"470309","EQUIPE 01",NULL,3,18,46,40,NULL,True,"esf"
501,"470317","EQUIPE 13",NULL,3,18,46,40,NULL,True,"esf"
503,"470384","EQUIPE 11",NULL,3,18,90,40,NULL,True,"esf"
505,"470414","EQUIPE 10",NULL,3,18,22,21,NULL,True,"esf"
506,"470422","EQUIPE 12",NULL,3,18,90,40,NULL,True,"esf"
507,"470449","EQUIPE 04",NULL,3,18,22,21,NULL,True,"esf"
508,"470457","EQUIPE 03",NULL,3,18,22,21,NULL,True,"esf"
509,"470465","EQUIPE 06",NULL,3,18,22,21,NULL,True,"esf"
510,"470473","EQUIPE 07",NULL,3,18,22,21,NULL,True,"esf"
511,"470481","ESF 43 - UBS 12 SAM - AREA 0507",NULL,7,19,149,22,NULL,True,"esf"
512,"470511","ESF 15 - UBS 01 SAM - AREA 0479",NULL,7,19,23,95,NULL,True,"esf"
513,"470538","ESF 16 - UBS 01 SAM - AREA 0480",NULL,7,19,23,95,NULL,True,"esf"
514,"470554","ESF 42 - UBS 12 SAM - AREA 0506",NULL,7,19,149,22,NULL,True,"esf"
515,"470562","ESF 41 AMARELA - UBS 07 SAM - AREA 0505",NULL,7,19,114,86,NULL,True,"esf"
516,"470589","ESF 23 - UBS 12 SAM - AREA 0487",NULL,7,19,149,22,NULL,True,"esf"
517,"470597","ESF 22 - UBS 12 SAM - AREA 0485",NULL,7,19,149,22,NULL,True,"esf"
518,"470600","ESF 21 - UBS 12 SAM - AREA 0485",NULL,7,19,149,22,NULL,True,"esf"
519,"470619","ESF 20 - UBS 01 SAM - AREA 0484",NULL,7,19,23,95,NULL,True,"esf"
520,"470627","ESF 19 - UBS 12 SAM - AREA 0483",NULL,7,19,149,22,NULL,True,"esf"
521,"470635","ESF 18 VERDE - UBS 07 SAM - AREA 0482",NULL,7,19,114,86,NULL,True,"esf"
522,"470643","ESF 11 AZUL - UBS 03 SAM - AREA 0475",NULL,7,19,64,54,NULL,True,"esf"
523,"470651","ESF 45  VERDE - UBS 11 SAM - AREA 0472",NULL,7,19,143,54,NULL,True,"esf"
528,"470724","ESF 37 LILÁS - UBS 07 SAM - AREA 0501",NULL,7,19,114,86,NULL,True,"esf"
529,"470732","ESF 26 VERMELHA - UBS 06 SAM - AREA 0490",NULL,7,19,102,79,NULL,True,"esf"
530,"470767","ESF 13 VERMELHA - UBS 04 SAM - AREA 0510",NULL,7,19,78,63,NULL,True,"esf"
531,"470775","ESF 29 - UBS 02 SAM - AREA 0493",NULL,7,19,47,41,NULL,True,"esf"
532,"470805","ESF 19 - UBS 01 SAM - AREA 0498",NULL,7,19,23,95,NULL,True,"esf"
533,"470813","ESF 02 AZUL - UBS 04 SAM - AREA 0455",NULL,7,19,78,63,NULL,True,"esf"
534,"470821","ESF 28 - UBS 02 SAM - AREA 0491",NULL,7,19,47,41,NULL,True,"esf"
535,"470848","ESF 18 - UBS 01 SAM - AREA 0496",NULL,7,19,23,95,NULL,True,"esf"
536,"470856","ESF 27 - UBS 02 SAM - AREA 0491",NULL,7,19,47,41,NULL,True,"esf"
537,"470864","ESF 30 - UBS 02 SAM - AREA 0494",NULL,7,19,47,41,NULL,True,"esf"
538,"470872","ESF 31 - UBS 02 SAM - AREA 0495",NULL,7,19,47,41,NULL,True,"esf"
539,"470880","ESF 33 - UBS 02 SAM - AREA 0497",NULL,7,19,47,41,NULL,True,"esf"
543,"470961","ESF 01 AZUL - UBS 05 SAM - AREA 0454",NULL,7,19,91,72,NULL,True,"esf"
544,"470988","ESF 44 AMARELA - UBS 06 SAM - AREA 0508",NULL,7,19,102,79,NULL,True,"esf"
545,"470996","ESF 36 VERMELHA - UBS 08 SAM - AREA 0500",NULL,7,19,124,91,NULL,True,"esf"
546,"471003","ESF 40 VERDE - UBS 08 SAM - AREA 0504",NULL,7,19,124,91,NULL,True,"esf"
547,"471011","ESF 38 ROSA - UBS 08 SAM - AREA 0502",NULL,7,19,124,91,NULL,True,"esf"
548,"471038","EQUIPE 519-02",NULL,8,20,125,73,NULL,True,"esf"
550,"471062","EQUIPE 523-06",NULL,8,20,24,23,NULL,True,"esf"
551,"471070","EQUIPE 529-12",NULL,8,20,24,23,NULL,True,"esf"
552,"471089","EQUIPE 527-10",NULL,8,20,24,23,NULL,True,"esf"
553,"471097","EQUIPE 520-03",NULL,8,20,65,65,NULL,True,"esf"
555,"471119","EQUIPE 525-08",NULL,8,20,92,73,NULL,True,"esf"
556,"471127","EQUIPE 521-04",NULL,8,20,92,73,NULL,True,"esf"
557,"471135","EQUIPE 526/09",NULL,8,20,103,65,NULL,True,"esf"
558,"471143","EQUIPE 522-05",NULL,8,20,103,65,NULL,True,"esf"
559,"471151","EQUIPE 19 - PRATA",NULL,4,21,25,24,NULL,True,"esf"
560,"471178","EQUIPE 18 - MARROM",NULL,4,21,25,24,NULL,True,"esf"
561,"471186","EQUIPE 20 - BRANCA",NULL,4,21,25,24,NULL,True,"esf"
562,"471194","EQ 01 - NOVA BETANIA",NULL,4,21,93,55,NULL,True,"esf"
563,"471305","EQ 16 - SÃO FRANCISCO",NULL,4,21,104,55,NULL,True,"esf"
564,"471313","EQ 17 - SÃO JOSÉ",NULL,4,21,150,66,NULL,True,"esf"
565,"471321","EQ 25 -  BOSQUE 02",NULL,4,21,144,66,NULL,True,"esf"
566,"471348","EQ 13 - MORRO AZUL",NULL,4,21,79,55,NULL,True,"esf"
567,"471356","EQ 11 OESTE 1",NULL,4,21,66,43,NULL,True,"esf"
568,"471364","EQ 12 - OESTE 2",NULL,4,21,66,43,NULL,True,"esf"
569,"471380","EQ 15 - SETOR TRADICIONAL",NULL,4,21,49,43,NULL,True,"esf"
570,"471399","EQ 14 - VILA DO BOA",NULL,4,21,165,43,NULL,True,"esf"
571,"471402","EQ 22 - JOÃO CANDIDO",NULL,4,21,138,66,NULL,True,"esf"
572,"471410","EQ 21 - BOSQUE 1",NULL,4,21,133,66,NULL,True,"esf"
573,"471429","EQ 23 - VILA NOVA 02",NULL,4,21,133,66,NULL,True,"esf"
575,"471488","ESF 0597/06 - ÁGUIA",NULL,5,24,26,25,NULL,True,"esf"
576,"471496","ESF 0598/16 - ARARA",NULL,5,24,26,25,NULL,True,"esf"
577,"471518","ESF 0609/11 - SAFIRA",NULL,5,24,50,44,NULL,True,"esf"
578,"471526","ESF 0611/13 - AMOR-PERFEITO",NULL,5,25,95,81,NULL,True,"esf"
579,"471534","ESF 0599/08 - BEM-ME-QUER",NULL,5,25,51,74,NULL,True,"esf"
580,"471542","ESF 0594/03 - BURITI",NULL,5,24,67,67,NULL,True,"esf"
502,"470376","EQUIPE 02",NULL,3,17,45,38,NULL,True,"esf"
581,"471550","ESF 0613/15 - AROEIRA",NULL,5,6,37,87,NULL,True,"esf"
582,"471569","ESF 0595/04 - ANGELIM-DO-CERRADO",NULL,5,24,67,67,NULL,True,"esf"
583,"471577","ESF 0596/05 - SUCUPIRA",NULL,5,24,67,67,NULL,True,"esf"
584,"471585","ESF 0604/09 - ROTA DO CAVALO",NULL,5,24,80,67,NULL,True,"esf"
585,"471607","ESF 0592/01 - PALMEIRAS",NULL,5,6,10,87,NULL,True,"esf"
586,"471615","ESF 0593/02 - FLOR DO CERRADO",NULL,5,24,105,25,NULL,True,"esf"
587,"471623","ESF 0605/10 - BASEVI",NULL,5,24,94,25,NULL,True,"esf"
588,"471631","ESF 0615/05 - MINI-CHÁCARAS",NULL,5,25,81,81,NULL,True,"esf"
589,"471658","ESF 0614/04 - VALE DOS PINHEIROS",NULL,5,25,68,81,NULL,True,"esf"
590,"471666","ESF 0612/14 - SERRA AZUL",NULL,5,25,51,74,NULL,True,"esf"
591,"471674","ESF 0616/06 - VALE DAS ACÁCIAS",NULL,5,25,106,81,NULL,True,"esf"
592,"471682","EQUIPE 05 - AMARELA - AREA 0646",NULL,7,26,96,75,NULL,True,"esf"
593,"471690","EQUIPE 01 - VERMELHA - AREA 0642",NULL,7,26,28,26,NULL,True,"esf"
594,"471704","EQUIPE 01 - ROXA - AREA 0643",NULL,7,26,52,45,NULL,True,"esf"
595,"471712","EQUIPE 06 - VERDE - AREA 0644",NULL,7,26,69,57,NULL,True,"esf"
596,"471747","EQUIPE 07 - AZUL - AREA 0648",NULL,7,26,117,88,NULL,True,"esf"
597,"471755","EQUIPE 08 - LARANJA - AREA 0649",NULL,7,26,127,92,NULL,True,"esf"
598,"471763","EQUIPE 01 - BRANCA - AREA 0001",NULL,7,1,31,3,NULL,True,"esf"
404,"469122"," EQUIPE 203-01",NULL,8,20,120,65,NULL,True,"esf"
495,"470252","EQUIPE 01",NULL,3,17,45,38,NULL,True,"esf"
599,"0471739","EQUIPE 08 - LARANJA - AREA 0647",NULL,7,26,107,82,NULL,True,"esf"
601,"2176009"," EQUIPE 07",NULL,3,8,12,12,NULL,True,"esf"
600,"2235161"," EQUIPE 05",NULL,3,17,21,20,NULL,True,"esf"
347,"468401","EQUIPE CANTINHO DA SAÚDE ",NULL,2,10,82,14,NULL,True,"esf"
39,"1609483","EQUIPE 244-23",NULL,8,7,85,69,NULL,True,"esf"
207,"1668986"," EQ 15 - DOURADA",NULL,4,12,17,17,NULL,True,"esf"
442,"469645"," ESF 0374/38 - BORBOLETA AZUL",NULL,5,14,112,36,NULL,True,"esf"
53,"1619098","EQUIPE 531-14/ A",NULL,8,20,48,42,NULL,True,"esf"
200,"1668625","EQUIPE 543-26/ H",NULL,8,20,48,42,NULL,True,"esf"
549,"471054","EQUIPE 524-07",NULL,8,20,48,42,NULL,True,"esf"
162,"1665219","  EQUIPE 4 - BRANCA ÁREA 0118",NULL,6,4,156,101,NULL,True,"esf"
554," 0471100"," EQUIPE 518-01",NULL,8,20,115,80,NULL,True,"esf"
