idprojeto,id_pracao_marco,data,tipo_data,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao
2028,107,2023-06-30,di,2022-02-21 17:47:01,lsoares,2022-02-21 17:47:01,lsoares
2028,108,2022-03-31,di,2022-02-21 17:51:51,lsoares,2022-02-21 17:51:51,lsoares
2028,109,2024-12-31,di,2022-02-21 17:55:32,lsoares,2022-02-21 17:55:32,lsoares
2028,110,2024-12-31,di,2022-02-21 17:58:31,lsoares,2022-02-21 17:58:31,lsoares
2028,111,2024-12-31,di,2022-02-21 17:59:57,lsoares,2022-02-21 17:59:57,lsoares
2028,112,2023-12-31,di,2022-02-21 18:01:53,lsoares,2022-02-21 18:01:53,lsoares
2029,113,2022-09-09,di,2022-08-26 15:29:57,renato.rossi,2022-08-26 15:29:57,renato.rossi
2032,321,2023-02-02,di,2023-01-17 15:42:19,renato.rossi,2023-01-17 15:42:19,renato.rossi
2032,322,2023-02-10,di,2023-01-17 15:42:55,renato.rossi,2023-01-17 15:42:55,renato.rossi
2034,114,2022-11-04,di,2022-10-28 15:22:46,rcarrijo,2022-10-28 15:22:46,rcarrijo
2034,114,2023-05-31,di,2022-11-24 14:07:11,rcarrijo,2022-11-24 14:07:11,rcarrijo
2034,154,2023-01-15,di,2022-11-24 14:09:23,rcarrijo,2022-11-24 14:09:23,rcarrijo
2034,155,2023-05-15,di,2022-11-24 14:10:01,rcarrijo,2022-11-24 14:10:01,rcarrijo
2034,156,2023-05-15,di,2022-11-24 14:14:51,rcarrijo,2022-11-24 14:14:51,rcarrijo
2034,157,2023-05-31,di,2022-11-24 14:13:45,rcarrijo,2022-11-24 14:13:45,rcarrijo
2034,158,2023-02-28,di,2022-11-24 14:14:25,rcarrijo,2022-11-24 14:14:25,rcarrijo
2034,160,2023-03-31,di,2022-11-24 14:17:53,rcarrijo,2022-11-24 14:17:53,rcarrijo
2034,160,2023-04-30,di,2023-02-28 16:36:00,amauger,2023-02-28 16:36:00,amauger
2034,160,2023-06-30,di,2023-02-28 16:36:31,amauger,2023-02-28 16:36:31,amauger
2035,115,2023-01-31,di,2022-11-29 11:43:58,rcarrijo,2022-11-29 11:43:58,rcarrijo
2035,116,2023-05-15,di,2022-11-29 11:44:55,rcarrijo,2022-11-29 11:44:55,rcarrijo
2035,118,2023-03-31,di,2022-11-29 13:18:06,rcarrijo,2022-11-29 13:18:06,rcarrijo
2035,119,2023-07-15,di,2022-11-29 13:18:29,rcarrijo,2022-11-29 13:18:29,rcarrijo
2035,120,2023-07-31,di,2022-11-29 13:17:34,rcarrijo,2022-11-29 13:17:34,rcarrijo
2035,121,2023-01-31,di,2022-11-29 13:21:28,rcarrijo,2022-11-29 13:21:28,rcarrijo
2035,122,2023-11-30,di,2022-11-29 13:22:16,rcarrijo,2022-11-29 13:22:16,rcarrijo
2035,123,2023-11-30,di,2022-11-29 13:21:06,rcarrijo,2022-11-29 13:21:06,rcarrijo
2035,123,2023-12-15,di,2022-11-29 13:21:50,rcarrijo,2022-11-29 13:21:50,rcarrijo
2035,124,2023-03-31,di,2022-11-29 13:28:18,rcarrijo,2022-11-29 13:28:18,rcarrijo
2035,125,2023-11-30,di,2022-11-29 13:28:42,rcarrijo,2022-11-29 13:28:42,rcarrijo
2035,126,2023-12-15,di,2022-11-29 13:28:01,rcarrijo,2022-11-29 13:28:01,rcarrijo
2035,128,2023-12-31,di,2022-11-29 13:30:15,rcarrijo,2022-11-29 13:30:15,rcarrijo
2036,141,2023-12-31,di,2022-11-29 15:21:41,rcarrijo,2022-11-29 15:21:41,rcarrijo
2036,142,2023-07-31,di,2022-11-29 15:23:52,rcarrijo,2022-11-29 15:23:52,rcarrijo
2036,143,2023-05-31,di,2022-11-29 15:24:23,rcarrijo,2022-11-29 15:24:23,rcarrijo
2036,144,2023-07-15,di,2022-11-29 15:24:54,rcarrijo,2022-11-29 15:24:54,rcarrijo
2036,145,2023-04-30,di,2022-11-29 15:18:38,rcarrijo,2022-11-29 15:18:38,rcarrijo
2036,146,2023-02-28,di,2022-11-29 15:19:04,rcarrijo,2022-11-29 15:19:04,rcarrijo
2036,147,2023-04-15,di,2022-11-29 15:19:29,rcarrijo,2022-11-29 15:19:29,rcarrijo
2036,148,2023-11-30,di,2022-11-29 15:34:00,rcarrijo,2022-11-29 15:34:00,rcarrijo
2036,149,2023-10-01,di,2022-11-29 15:34:36,rcarrijo,2022-11-29 15:34:36,rcarrijo
2036,150,2023-11-15,di,2022-11-29 15:35:02,rcarrijo,2022-11-29 15:35:02,rcarrijo
2036,151,2023-08-15,di,2022-11-29 15:41:16,rcarrijo,2022-11-29 15:41:16,rcarrijo
2036,151,2023-10-31,di,2022-11-29 15:37:59,rcarrijo,2022-11-29 15:37:59,rcarrijo
2036,152,2023-07-28,di,2022-11-29 15:40:34,rcarrijo,2022-11-29 15:40:34,rcarrijo
2036,153,2023-07-01,di,2022-11-29 15:40:54,rcarrijo,2022-11-29 15:40:54,rcarrijo
2036,153,2023-10-01,di,2022-11-29 15:38:57,rcarrijo,2022-11-29 15:38:57,rcarrijo
2037,129,2023-02-28,di,2022-11-29 14:51:27,rcarrijo,2022-11-29 14:51:27,rcarrijo
2037,130,2023-08-15,di,2022-11-29 14:51:56,rcarrijo,2022-11-29 14:51:56,rcarrijo
2037,131,2022-08-31,di,2022-11-29 14:51:01,rcarrijo,2022-11-29 14:51:01,rcarrijo
2037,131,2023-08-31,di,2022-11-29 14:52:33,rcarrijo,2022-11-29 14:52:33,rcarrijo
2037,132,2023-02-28,di,2022-11-29 14:55:27,rcarrijo,2022-11-29 14:55:27,rcarrijo
2037,133,2023-05-15,di,2022-11-29 14:55:54,rcarrijo,2022-11-29 14:55:54,rcarrijo
2037,134,2023-05-31,di,2022-11-29 14:54:55,rcarrijo,2022-11-29 14:54:55,rcarrijo
2037,135,2023-05-31,di,2022-11-29 14:57:40,rcarrijo,2022-11-29 14:57:40,rcarrijo
2037,136,2023-08-15,di,2022-11-29 14:58:07,rcarrijo,2022-11-29 14:58:07,rcarrijo
2037,137,2023-08-31,di,2022-11-29 14:57:16,rcarrijo,2022-11-29 14:57:16,rcarrijo
2037,139,2023-12-31,di,2022-11-29 14:59:15,rcarrijo,2022-11-29 14:59:15,rcarrijo
2038,161,2023-06-30,di,2023-01-06 11:20:07,gabriel.g,2023-01-06 11:20:07,gabriel.g
2038,162,2023-03-01,di,2023-01-06 11:19:43,gabriel.g,2023-01-06 11:19:43,gabriel.g
2038,163,2023-06-15,di,2023-01-06 11:19:57,gabriel.g,2023-01-06 11:19:57,gabriel.g
2038,164,2023-12-31,di,2023-01-06 11:20:41,gabriel.g,2023-01-06 11:20:41,gabriel.g
2038,165,2023-03-31,di,2023-01-06 11:20:25,gabriel.g,2023-01-06 11:20:25,gabriel.g
2038,166,2024-01-15,di,2023-01-06 11:20:55,gabriel.g,2023-01-06 11:20:55,gabriel.g
2038,167,2023-09-30,di,2023-01-06 11:21:43,gabriel.g,2023-01-06 11:21:43,gabriel.g
2038,168,2023-04-30,di,2023-01-06 11:21:18,gabriel.g,2023-01-06 11:21:18,gabriel.g
2038,169,2023-09-15,di,2023-01-06 11:21:32,gabriel.g,2023-01-06 11:21:32,gabriel.g
2038,170,2023-08-15,di,2023-01-06 11:22:12,gabriel.g,2023-01-06 11:22:12,gabriel.g
2038,171,2023-08-31,di,2023-01-06 11:22:25,gabriel.g,2023-01-06 11:22:25,gabriel.g
2038,172,2023-03-31,di,2023-01-06 11:21:59,gabriel.g,2023-01-06 11:21:59,gabriel.g
2038,173,2023-05-31,di,2023-01-06 11:22:45,gabriel.g,2023-01-06 11:22:45,gabriel.g
2038,174,2023-11-15,di,2023-01-06 11:23:00,gabriel.g,2023-01-06 11:23:00,gabriel.g
2038,175,2023-11-30,di,2023-01-06 11:23:11,gabriel.g,2023-01-06 11:23:11,gabriel.g
2038,176,2023-06-30,di,2023-01-06 11:23:26,gabriel.g,2023-01-06 11:23:26,gabriel.g
2038,177,2023-10-15,di,2023-01-06 11:23:38,gabriel.g,2023-01-06 11:23:38,gabriel.g
2038,178,2023-10-31,di,2023-01-06 11:23:50,gabriel.g,2023-01-06 11:23:50,gabriel.g
2038,179,2023-08-31,di,2023-01-06 11:25:08,gabriel.g,2023-01-06 11:25:08,gabriel.g
2038,180,2023-09-09,di,2023-01-06 11:24:46,gabriel.g,2023-01-06 11:24:46,gabriel.g
2038,181,2023-10-31,di,2023-01-06 11:25:20,gabriel.g,2023-01-06 11:25:20,gabriel.g
2038,182,2024-01-31,di,2023-01-06 11:25:52,gabriel.g,2023-01-06 11:25:52,gabriel.g
2039,184,2023-03-01,di,2023-01-06 11:09:21,gabriel.g,2023-01-06 11:09:21,gabriel.g
2039,185,2023-10-15,di,2023-01-06 11:09:34,gabriel.g,2023-01-06 11:09:34,gabriel.g
2039,186,2023-10-31,di,2023-01-06 11:09:46,gabriel.g,2023-01-06 11:09:46,gabriel.g
2039,187,2023-03-31,di,2023-01-06 11:10:25,gabriel.g,2023-01-06 11:10:25,gabriel.g
2039,188,2023-05-31,di,2023-01-06 11:10:49,gabriel.g,2023-01-06 11:10:49,gabriel.g
2039,189,2023-04-14,di,2023-01-06 11:10:38,gabriel.g,2023-01-06 11:10:38,gabriel.g
2039,190,2023-05-31,di,2023-01-06 11:11:10,gabriel.g,2023-01-06 11:11:10,gabriel.g
2039,191,2023-10-15,di,2023-01-06 11:11:22,gabriel.g,2023-01-06 11:11:22,gabriel.g
2039,192,2023-10-31,di,2023-01-06 11:11:34,gabriel.g,2023-01-06 11:11:34,gabriel.g
2039,193,2023-07-31,di,2023-01-06 11:11:52,gabriel.g,2023-01-06 11:11:52,gabriel.g
2039,194,2023-12-15,di,2023-01-06 11:12:09,gabriel.g,2023-01-06 11:12:09,gabriel.g
2039,195,2023-12-31,di,2023-01-06 11:12:21,gabriel.g,2023-01-06 11:12:21,gabriel.g
2039,196,2023-06-30,di,2023-01-06 11:15:16,gabriel.g,2023-01-06 11:15:16,gabriel.g
2039,197,2023-10-15,di,2023-01-06 11:15:29,gabriel.g,2023-01-06 11:15:29,gabriel.g
2039,198,2023-10-31,di,2023-01-06 11:15:40,gabriel.g,2023-01-06 11:15:40,gabriel.g
2039,199,2023-04-30,di,2023-01-06 11:15:57,gabriel.g,2023-01-06 11:15:57,gabriel.g
2039,200,2023-10-15,di,2023-01-06 11:16:11,gabriel.g,2023-01-06 11:16:11,gabriel.g
2039,201,2023-10-31,di,2023-01-06 11:16:24,gabriel.g,2023-01-06 11:16:24,gabriel.g
2039,205,2023-02-28,di,2023-01-06 11:14:24,gabriel.g,2023-01-06 11:14:24,gabriel.g
2039,206,2023-12-31,di,2023-01-06 11:14:42,gabriel.g,2023-01-06 11:14:42,gabriel.g
2039,207,2024-01-15,di,2023-01-06 11:14:56,gabriel.g,2023-01-06 11:14:56,gabriel.g
2039,208,2024-01-31,di,2023-01-06 11:17:06,gabriel.g,2023-01-06 11:17:06,gabriel.g
2040,210,2024-01-31,di,2023-01-06 11:05:55,gabriel.g,2023-01-06 11:05:55,gabriel.g
2040,212,2023-07-31,di,2023-01-06 11:04:47,gabriel.g,2023-01-06 11:04:47,gabriel.g
2040,213,2023-12-15,di,2023-01-06 11:05:02,gabriel.g,2023-01-06 11:05:02,gabriel.g
2040,214,2023-12-31,di,2023-01-06 11:05:15,gabriel.g,2023-01-06 11:05:15,gabriel.g
2040,215,2023-03-01,di,2023-01-06 11:03:51,gabriel.g,2023-01-06 11:03:51,gabriel.g
2040,216,2023-12-15,di,2023-01-06 11:04:07,gabriel.g,2023-01-06 11:04:07,gabriel.g
2040,217,2023-12-31,di,2023-01-06 11:04:20,gabriel.g,2023-01-06 11:04:20,gabriel.g
2040,218,2023-10-31,di,2023-01-06 11:03:35,gabriel.g,2023-01-06 11:03:35,gabriel.g
2040,219,2023-10-15,di,2023-01-06 11:03:23,gabriel.g,2023-01-06 11:03:23,gabriel.g
2040,220,2023-03-01,di,2023-01-06 11:03:11,gabriel.g,2023-01-06 11:03:11,gabriel.g
2040,221,2023-03-01,di,2023-01-06 11:02:31,gabriel.g,2023-01-06 11:02:31,gabriel.g
2040,222,2023-07-15,di,2023-01-06 11:02:44,gabriel.g,2023-01-06 11:02:44,gabriel.g
2040,223,2023-07-31,di,2023-01-06 11:02:55,gabriel.g,2023-01-06 11:02:55,gabriel.g
2040,224,2023-09-30,di,2023-01-06 11:02:13,gabriel.g,2023-01-06 11:02:13,gabriel.g
2040,225,2023-09-15,di,2023-01-06 11:01:59,gabriel.g,2023-01-06 11:01:59,gabriel.g
2040,226,2023-04-30,di,2023-01-06 11:01:47,gabriel.g,2023-01-06 11:01:47,gabriel.g
2040,227,2023-06-30,di,2023-01-06 11:01:03,gabriel.g,2023-01-06 11:01:03,gabriel.g
2040,228,2023-11-15,di,2023-01-06 11:01:16,gabriel.g,2023-01-06 11:01:16,gabriel.g
2040,229,2023-11-30,di,2023-01-06 11:01:29,gabriel.g,2023-01-06 11:01:29,gabriel.g
2040,230,2023-10-31,di,2023-01-06 11:00:44,gabriel.g,2023-01-06 11:00:44,gabriel.g
2040,231,2023-10-15,di,2023-01-06 11:00:31,gabriel.g,2023-01-06 11:00:31,gabriel.g
2040,232,2023-05-31,di,2023-01-06 11:00:18,gabriel.g,2023-01-06 11:00:18,gabriel.g
2040,233,2023-04-14,di,2023-01-06 10:59:06,gabriel.g,2023-01-06 10:59:06,gabriel.g
2040,234,2023-05-31,di,2023-01-06 10:59:20,gabriel.g,2023-01-06 10:59:20,gabriel.g
2040,235,2023-03-31,di,2023-01-06 10:58:46,gabriel.g,2023-01-06 10:58:46,gabriel.g
2040,236,2023-09-30,di,2023-01-06 10:57:15,gabriel.g,2023-01-06 10:57:15,gabriel.g
2040,237,2023-12-31,di,2023-01-06 10:58:06,gabriel.g,2023-01-06 10:58:06,gabriel.g
