id,cnpj,idassociacao,porcento_mulheres,pagantes_servico,pagantes_comercio,pagantes_industria,pagantes_agro,pagantes_liberal,pagantes_mei,pagantes_outros,atividade_economica,area_comercial,vendedores_atuantes,certificado_origem,certificado_digital,servico_analise_credito,servico_intermediacao_estagio,servico_concessao_credito,carta_exclusividade,plano_saude,camara_mediacao,faculdade_comercio,aluguel_salas,conselho_comites,sede_associacao,condicao_sede,taxa_associativismo_min,taxa_associativismo_max,faturamento_produtos_servicos,faturamento_taxa_associativismo,data_atualizacao
16434,08668055000186,11801,de 26 a 50%,35,75,5,0,15,10,0,Comério e Serviço,Não,Não há vendedor.,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não tem,Sede Própria,"PRÉDIO CENTENÁRIO, TOMBADO PELO PATRIMÔNIO HISTORICO ESTADUAL E NACIONAL, POSSUIMOS AUDITÓRIO COM CAPACIDADE PARA ATÉ 50 PESSOAS.",0,120,até 25%,de 76 a 100%,2023-04-05 04:27:59.926809
16435,01800267000126,2150,de 76 a 100%,35,280,3,5,35,76,6,Comério e Serviço,Sim,de 4 a 6 vendedores,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Outros,Sede Própria,Conservado e possui sala de reuniões e em breve será construído um auditório,5,470,de 51 a 75%,de 51 a 75%,2023-04-05 04:27:59.938932
16436,64614480000163,1894,Não possuem a informação,0,70,2,0,0,23,2,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 30 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",0,45,DE 26 A 50%,DE 26 A 50%,2023-04-05 04:27:59.949843
16437,63892004000141,2402,Não possuem a informação,0,16,0,0,0,5,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,77,até 25%,de 76 a 100%,2023-04-05 04:27:59.961317
16438,00291092000106,11366,Não possuem a informação,0,54,0,0,0,40,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,32,DE 26 A 50%,DE 51 A 75%,2023-04-05 04:27:59.973023
16439,01043943000164,3394,Não possuem a informação,5,47,1,0,0,5,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",0,33,DE 51 A 75%,DE 26 A 50%,2023-04-05 04:27:59.985155
16440,56357627000159,2303,Não possuem a informação,5,30,3,1,0,10,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",1,35,DE 51 A 75%,DE 26 A 50%,2023-04-05 04:27:59.996399
16441,24959238000107,13065,de 0 a 25%,20,20,0,0,0,0,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,Novo. Sala de reuniões com pouco espaço,0,30,até 25%,até 25%,2023-04-05 04:28:00.011294
16442,12663665000164,11690,de 26 a 50%,4,41,1,0,0,0,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Outros,Sede/Sala Alugada,1 CÔMODO PEQUENO E MEIO CONSERVADO.,0,96,de 51 a 75%,de 26 a 50%,2023-04-05 04:28:00.026419
16443,78315868000178,2365,de 0 a 25%,0,28,0,0,0,5,0,Agronegócio,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Sede/Sala Alugada,Sala de atendimento,0,40,até 25%,de 76 a 100%,2023-04-05 04:28:00.040914
16444,24856932000107,3339,de 0 a 25%,0,0,0,0,0,0,0,Comério e Serviço,Não,Não há vendedor.,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,Uma peque sala emprestada,0,0,até 25%,até 25%,2023-04-05 04:28:00.053933
16445,51447837000114,3328,Não possuem a informação,0,44,0,0,0,0,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 30 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",0,65,até 25%,de 76 a 100%,2023-04-05 04:28:00.067536
16446,78104155000165,2506,de 0 a 25%,0,60,0,0,0,8,0,Agronegócio,Não,Não há vendedor.,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"Nossa sede é própria, com boas instalações temos uma sala para reuniões, possuímos um pequenos espaço que pode ser usado para eventos.",0,150,de 26 a 50%,de 51 a 75%,2023-04-05 04:28:00.079334
16447,01330224000124,13011,de 0 a 25%,0,0,0,0,0,0,0,Outros,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede Própria,bem conservado,0,100,de 26 a 50%,de 26 a 50%,2023-04-05 04:28:00.091102
16448,51838480000103,2117,Não possuem a informação,0,30,1,2,0,10,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 30 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",2,120,até 25%,de 76 a 100%,2023-04-05 04:28:00.10464
16449,51389609000135,2317,Não possuem a informação,0,50,2,1,0,10,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 30 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",1,40,DE 76 A 100%,Até 25%,2023-04-05 04:28:00.117076
16450,44306256000105,2160,Não possuem a informação,0,77,0,0,0,10,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Da Mulher,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,59,DE 26 A 50%,DE 26 A 50%,2023-04-05 04:28:00.128853
16451,07830777000122,10940,Não possuem a informação,10,54,12,2,0,9,3,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",2,36,até 25%,DE 51 A 75%,2023-04-05 04:28:00.141067
16452,51814770000109,3272,Não possuem a informação,12,199,43,6,0,16,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 30 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",6,55,DE 26 A 50%,DE 26 A 50%,2023-04-05 04:28:00.153446
16453,51446607000130,1942,Não possuem a informação,13,52,12,0,0,18,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 35 PESSOAS, POSSUI SALA REUNIÃO PARA 35 PESSOAS, POSSUI SALA TREINAMENTO PARA 70 PESSOAS,",0,30,DE 51 A 75%,DE 26 A 50%,2023-04-05 04:28:00.164956
16454,52384377000195,2351,Não possuem a informação,13,115,28,3,0,60,10,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",3,40,DE 51 A 75%,DE 26 A 50%,2023-04-05 04:28:00.176618
16455,09603832000177,11605,Não possuem a informação,13,28,1,0,0,0,1,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,49,DE 76 A 100%,Até 25%,2023-04-05 04:28:00.189421
16456,51791408000160,1793,Não possuem a informação,20,285,12,0,0,2,0,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Não informado,"NÃO POSSUI AUDITORIO, POSSUI SALA REUNIÃO PARA 12 PESSOAS, POSSUI SALA TREINAMENTO PARA 15 PESSOAS,",0,55,DE 51 A 75%,DE 26 A 50%,2023-04-05 04:28:00.204843
16457,08199778000183,11431,Não possuem a informação,20,82,2,0,0,11,0,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,47,DE 26 A 50%,DE 26 A 50%,2023-04-05 04:28:00.216655
16458,07215063000104,2778,Não possuem a informação,23,100,4,1,0,10,0,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, POSSUI SALA REUNIÃO PARA 10 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",1,40,DE 26 A 50%,DE 26 A 50%,2023-04-05 04:28:00.228953
16459,55751960000185,2070,Não possuem a informação,22,54,3,1,0,18,0,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,NÃO,Sim,Não,Não,Não,Sim,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",1,40,até 25%,de 76 a 100%,2023-04-05 04:28:00.241381
16460,44845444000101,11329,Não possuem a informação,24,51,2,1,0,4,4,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",1,35,DE 26 A 50%,DE 26 A 50%,2023-04-05 04:28:00.253741
16461,51849743000171,2284,Não possuem a informação,0,65,0,0,0,0,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede Própria,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, POSSUI SALA TREINAMENTO PARA 40 PESSOAS,",0,30,até 25%,Não informado,2023-04-05 04:28:00.265344
16462,44636637000144,2504,Não possuem a informação,0,0,0,0,0,20,555,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 35 PESSOAS, POSSUI SALA REUNIÃO PARA 10 PESSOAS, POSSUI SALA TREINAMENTO PARA 35 PESSOAS,",0,36,DE 51 A 75%,DE 26 A 50%,2023-04-05 04:28:00.276508
16463,51313922000190,11374,Não possuem a informação,123,136,19,0,0,123,2,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,NÃO,Sim,Não,Não,Não,Sim,Sim,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 75 PESSOAS, POSSUI SALA REUNIÃO PARA 15 PESSOAS, POSSUI SALA TREINAMENTO PARA 20 PESSOAS,",0,60,DE 26 A 50%,Até 25%,2023-04-05 04:28:00.287967
16464,51097616000163,11385,Não possuem a informação,138,85,4,10,0,1,6,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 40 PESSOAS, POSSUI SALA REUNIÃO PARA 40 PESSOAS, POSSUI SALA TREINAMENTO PARA 40 PESSOAS,",10,55,até 25%,DE 51 A 75%,2023-04-05 04:28:00.307726
16465,50168160000112,1860,Não possuem a informação,145,156,29,0,0,13,0,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Da Mulher,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 50 PESSOAS, POSSUI SALA REUNIÃO PARA 15 PESSOAS, POSSUI SALA TREINAMENTO PARA 50 PESSOAS,",0,53,DE 51 A 75%,Até 25%,2023-04-05 04:28:00.322109
16466,44565851000157,2760,Não possuem a informação,215,490,40,18,0,58,33,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 326 PESSOAS, POSSUI SALA REUNIÃO PARA 50 PESSOAS, POSSUI SALA TREINAMENTO PARA 123 PESSOAS,",18,32,DE 51 A 75%,DE 26 A 50%,2023-04-05 04:28:00.34302
16467,25064528000155,11452,de 0 a 25%,0,32,0,0,0,2,0,Comério e Serviço,Sim,de 1 a 3 vendedores,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,Prédio regular com sala de reunião. Não tem auditório nem espaço para eventos,0,93,até 25%,até 25%,2023-04-05 04:28:00.355237
16468,00186168000133,11375,Não possuem a informação,25,90,1,7,0,10,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 200 PESSOAS, POSSUI SALA REUNIÃO PARA 200 PESSOAS, POSSUI SALA TREINAMENTO PARA 200 PESSOAS,",7,50,DE 26 A 50%,DE 26 A 50%,2023-04-05 04:28:00.368605
16469,15783902000119,13012,de 26 a 50%,0,13,2,0,1,0,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,"Prédio conservado, recepção e uma sala de reuniões.",0,45,até 25%,de 76 a 100%,2023-04-05 04:28:00.385721
16470,00808960000182,3334,de 51 a 75%,0,50,0,0,0,0,0,Agronegócio,Não,de 1 a 3 vendedores,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede/Sala Alugada,"Apenas um escritorio pequeno, sem salas extras",0,65,de 26 a 50%,de 26 a 50%,2023-04-05 04:28:00.400121
16471,07651837000140,13013,de 0 a 25%,0,0,0,0,0,30,0,Outros,Sim,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede/Sala Alugada,"1 salão comercial, 1 banheiro",0,70,até 25%,até 25%,2023-04-05 04:28:00.412288
16472,74347709000102,11356,Não possuem a informação,0,46,0,2,0,3,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",2,54,até 25%,de 76 a 100%,2023-04-05 04:28:00.424941
16473,02656769000198,11394,Não possuem a informação,0,36,0,1,0,0,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",1,60,DE 26 A 50%,DE 26 A 50%,2023-04-05 04:28:00.43753
16474,05495654000157,11415,Não possuem a informação,0,12,0,0,0,2,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,38,até 25%,de 76 a 100%,2023-04-05 04:28:00.449881
16475,30957100000171,13023,Não possuem a informação,0,0,0,0,0,0,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,0,até 25%,Não informado,2023-04-05 04:28:00.463477
16476,25043993000100,3047,de 26 a 50%,,,,,,,,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não tem,Sede/Sala Alugada,"Casa improvisada, temos salas pequenas para reuniões",,1212,de 76 a 100%,até 25%,2023-04-05 04:28:00.477585
16477,03951910000148,3396,de 0 a 25%,,,,,,,,Agronegócio,Sim,de 1 a 3 vendedores,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não tem,Sede Própria,PREDIO FOI REFORMADO RECENTEMENTE,,365,de 26 a 50%,de 76 a 100%,2023-04-05 04:28:00.490879
16478,20923595000164,2046,de 0 a 25%,,,,0,,,0,Agronegócio,Não,Não há vendedor.,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não tem,Sede/Sala Alugada,"No momento está em fase de construção da sede própria faltando a parte hidráulica, elétrica e o acabamento. Estamos funcionando em prédio alugado, temos uma sala de cursos com capacidade para 30 pessoas, 1 sala de reunião que comporta 17 pessas, 1 sala para a gerência, 1 sala para o departamento de SCPC/Serasa e financeiro e 1 sala para o comercial. Durante a pandemia a diretoria optou por não contratar novo funcionário para o setor comercial. A intenção da atual diretoria é economizar para a construção da sede própria. No momento não sei se a futura diretoria pretende contratar colaborador para o departamento comercial.",0,150,de 26 a 50%,de 76 a 100%,2023-04-05 04:28:00.503473
16479,19038223000176,11070,de 26 a 50%,62,253,27,0,12,21,0,Agronegócio,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não tem,Sede Própria,"Predio conservado, 02 sala de reuniões para 10 e 20 pessoas, auditório para 170 pessoas",0,42,de 51 a 75%,até 25%,2023-04-05 04:28:00.517017
16480,02479517000130,11448,de 76 a 100%,,,,,0,,,Comério e Serviço,Sim,acima de 7 vendedores,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não tem,Sede Própria,Prédio novo,,100,de 76 a 100%,de 76 a 100%,2023-04-05 04:28:00.535024
16481,91892240000101,2296,de 0 a 25%,,,,0,,,0,Comério e Serviço,Não,Não há vendedor.,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Da Mulher,Sede Própria,nova reformado em 2021,0,51,de 26 a 50%,Não informado,2023-04-05 04:28:00.548409
16482,94704038000199,2592,de 0 a 25%,,,,,,,,Agronegócio,Não,Não há vendedor.,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não tem,Sede Própria,Sede pequena sem espaço para eventos,,82,até 25%,de 51 a 75%,2023-04-05 04:28:00.560268
16483,44408615000127,2468,Não possuem a informação,345,872,85,9,0,104,28,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não tem,Não informado,"POSSUI AUDITORIO COM CAPACIDADE PARA 50 PESSOAS, POSSUI SALA REUNIÃO PARA 8 PESSOAS, POSSUI SALA TREINAMENTO PARA 50 PESSOAS,",9,78,DE 51 A 75%,Até 25%,2023-04-05 04:28:00.572568
16484,51090710000190,2013,Não possuem a informação,0,88,25,2,0,8,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",2,37,até 25%,de 76 a 100%,2023-04-05 04:28:00.585565
16485,32957980000101,13044,Não possuem a informação,6,10,19,3,0,10,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",3,0,até 25%,de 76 a 100%,2023-04-05 04:28:00.59732
16486,44555316000115,2338,Não possuem a informação,4,240,1,2,0,6,0,Não possuem a informação,Não,Não há vendedor.,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 60 PESSOAS, POSSUI SALA REUNIÃO PARA 60 PESSOAS, POSSUI SALA TREINAMENTO PARA 60 PESSOAS,",2,35,DE 76 A 100%,Não informado,2023-04-05 04:28:00.609512
16487,45837945000109,2441,Não possuem a informação,36,154,9,6,0,42,25,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 300 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 300 PESSOAS,",6,37,DE 51 A 75%,Não informado,2023-04-05 04:28:00.622135
16488,51092518000133,11436,Não possuem a informação,10,80,5,0,0,0,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não tem,Sede Própria,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",0,50,até 25%,Não informado,2023-04-05 04:28:00.635421
16489,45726023000116,2265,Não possuem a informação,10,58,10,0,0,40,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 60 PESSOAS, POSSUI SALA REUNIÃO PARA 5 PESSOAS, POSSUI SALA TREINAMENTO PARA 60 PESSOAS,",0,45,até 25%,Não informado,2023-04-05 04:28:00.650797
16490,43541333000130,3385,Não possuem a informação,39,411,15,6,0,59,0,Não possuem a informação,Sim,de 4 a 6 vendedores,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 80 PESSOAS, POSSUI SALA REUNIÃO PARA 12 PESSOAS, POSSUI SALA TREINAMENTO PARA 24 PESSOAS,",6,40,DE 76 A 100%,Não informado,2023-04-05 04:28:00.662779
16491,58197963000107,2714,Não possuem a informação,39,27,21,3,0,0,210,Não possuem a informação,Sim,de 1 a 3 vendedores,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Outros,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 140 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 40 PESSOAS,",3,300,DE 51 A 75%,Não informado,2023-04-05 04:28:00.674762
16492,45739174000109,13105,Não possuem a informação,39,38,0,2,0,35,29,Não possuem a informação,Não,Não há vendedor.,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não tem,Não informado,"NÃO POSSUI AUDITORIO, NÃO POSSUI SALA REUNIAO, NÃO POSSUI SALA TREINAMENTO.",2,35,até 25%,de 76 a 100%,2023-04-05 04:28:00.686019
16493,89833420000162,2574,de 51 a 75%,,,,,,,,Outros,Não,Não há vendedor.,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"Sede própria 350 mts2, 2 pisos, 2º piso sala de reuniões, palestras e cursos, 1º piso administrativo, Sala atendimento SCPC, Financeiro, Comunicação, etc.",,190,até 25%,de 26 a 50%,2023-04-05 04:28:00.69818
16494,88619747000173,3495,de 26 a 50%,,,,,,,,Indústria,Sim,de 1 a 3 vendedores,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Outros,Sede Própria,"Prédio conservado, com sala de reuniões, auditório e espaço para eventos.",,4000,de 26 a 50%,Não informado,2023-04-05 04:28:00.712276
16495,64924913000187,2268,Não possuem a informação,39,190,6,30,0,35,7,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Da Mulher,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 120 PESSOAS, POSSUI SALA REUNIÃO PARA 25 PESSOAS, NÃO POSSUI SALA TREINAMENTO.",30,50,DE 76 A 100%,Não informado,2023-04-05 04:28:00.72675
16496,72558455000138,11432,Não possuem a informação,19,252,22,3,0,21,4,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 120 PESSOAS, POSSUI SALA REUNIÃO PARA 25 PESSOAS, POSSUI SALA TREINAMENTO PARA 80 PESSOAS,",3,62,DE 26 A 50%,Não informado,2023-04-05 04:28:00.744855
16497,51900926000174,11343,Não possuem a informação,20,215,16,10,0,32,8,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 72 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",10,48,DE 76 A 100%,Não informado,2023-04-05 04:28:00.758509
16498,51322907000108,2101,Não possuem a informação,74,118,16,7,0,30,51,Não possuem a informação,Sim,de 1 a 3 vendedores,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 200 PESSOAS, POSSUI SALA REUNIÃO PARA 10 PESSOAS, POSSUI SALA TREINAMENTO PARA 50 PESSOAS,",7,73,DE 76 A 100%,Não informado,2023-04-05 04:28:00.770866
16499,43007566000158,1764,Não possuem a informação,74,280,0,0,0,0,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 60 PESSOAS, POSSUI SALA REUNIÃO PARA 30 PESSOAS, POSSUI SALA TREINAMENTO PARA 30 PESSOAS,",0,98,DE 51 A 75%,Não informado,2023-04-05 04:28:00.782735
16500,46480364000117,2098,Não possuem a informação,75,161,1,0,0,55,0,Não possuem a informação,Não,Não há vendedor.,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não tem,Sede Própria,"POSSUI AUDITORIO COM CAPACIDADE PARA 25 PESSOAS, POSSUI SALA REUNIÃO PARA 25 PESSOAS, POSSUI SALA TREINAMENTO PARA 25 PESSOAS,",0,40,DE 51 A 75%,Não informado,2023-04-05 04:28:00.794739
