idcidade,nmcidade,idceplocal,iduf,idicms,idregiao,idtse,ibge,estrangeira
1,Acrelândia,69945000,AC,,,,,false
2,Assis Brasil,69935000,AC,,,,,false
3,Brasiléia,69932000,AC,,,,,false
4,Rio Branco,69923000,AC,,,,,false
5,Capixaba,69922000,AC,,,,,false
6,Cruzeiro do Sul,69980000,AC,,,,,false
7,Epitaciolândia,69934000,AC,,,,,false
8,Feijó,69960000,AC,,,,,false
9,Jordão,69975000,AC,,,,,false
10,Mâncio Lima,69990000,AC,,,,,false
11,Manoel Urbano,69950000,AC,,,,,false
12,Marechal Thaumaturgo,69983000,AC,,,,,false
13,Plácido de Castro,69928000,AC,,,,,false
14,Porto Acre,69921000,AC,,,,,false
15,Porto Walter,69982000,AC,,,,,false
17,Rodrigues Alves,69985000,AC,,,,,false
18,Santa Rosa do Purus,69955000,AC,,,,,false
19,Sena Madureira,69940000,AC,,,,,false
20,Senador Guiomard,69925000,AC,,,,,false
21,Tarauacá,69970000,AC,,,,,false
22,Xapuri,69930000,AC,,,,,false
23,Água Branca,57490000,AL,,,,,false
24,Arapiraca,57317000,AL,,,,,false
25,Alecrim,57405000,AL,,,,,false
26,Anadia,57660000,AL,,,,,false
27,Anel,57710000,AL,,,,,false
28,Anum Novo,57610100,AL,,,,,false
29,Anum Velho,57610200,AL,,,,,false
31,Atalaia,57690000,AL,,,,,false
32,Baixa da Onça,57317100,AL,,,,,false
33,Baixa do Capim,57317200,AL,,,,,false
34,Bálsamo,57317300,AL,,,,,false
35,Bananeiras,57317400,AL,,,,,false
36,Barra de Santo Antônio,57925000,AL,,,,,false
37,Barra de São Miguel,57180000,AL,,,,,false
38,Barra do Bonifácio,57610300,AL,,,,,false
39,Barra Grande,57958000,AL,,,,,false
40,Batalha,57420000,AL,,,,,false
41,Batingas,57317500,AL,,,,,false
42,Belém,57630000,AL,,,,,false
43,Belo Monte,57435000,AL,,,,,false
44,Boa Sorte,57610400,AL,,,,,false
45,Boa Vista,57317600,AL,,,,,false
47,Boca da Mata,57680000,AL,,,,,false
48,Bom Jardim,57317700,AL,,,,,false
49,Bonifácio,57610600,AL,,,,,false
50,Branquinha,57830000,AL,,,,,false
51,Cacimbinhas,57570000,AL,,,,,false
52,Cajarana,57317800,AL,,,,,false
53,Cajueiro,57770000,AL,,,,,false
54,Caldeirões de Cima,57614000,AL,,,,,false
55,Camadanta,57318000,AL,,,,,false
56,Campestre,57968000,AL,,,,,false
57,Campo Alegre,57250000,AL,,,,,false
58,Campo Grande,57350000,AL,,,,,false
59,Canaã,57317900,AL,,,,,false
60,Canafístula,57613000,AL,,,,,false
61,Canapi,57530000,AL,,,,,false
62,Canastra,57895000,AL,,,,,false
63,Cangandu,57318100,AL,,,,,false
64,Capela,57780000,AL,,,,,false
65,Carneiros,57535000,AL,,,,,false
66,Carrasco,57318200,AL,,,,,false
67,Chã Preta,57760000,AL,,,,,false
68,Coité do Nóia,57325000,AL,,,,,false
69,Colônia Leopoldina,57975000,AL,,,,,false
70,Coqueiro Seco,57140000,AL,,,,,false
71,Coruripe,57230000,AL,,,,,false
72,Coruripe da Cal,57610900,AL,,,,,false
73,Craíbas,57320000,AL,,,,,false
74,Delmiro Gouveia,57480000,AL,,,,,false
75,Dois Riachos,57560000,AL,,,,,false
76,Entremontes,57465000,AL,,,,,false
77,Estrela de Alagoas,57625000,AL,,,,,false
78,Feira Grande,57340000,AL,,,,,false
79,Feliz Deserto,57220000,AL,,,,,false
81,Flexeiras,57995000,AL,,,,,false
83,Gaspar,57318300,AL,,,,,false
84,Girau do Ponciano,57360000,AL,,,,,false
85,Ibateguara,57890000,AL,,,,,false
86,Igaci,57620000,AL,,,,,false
87,Igreja Nova,57280000,AL,,,,,false
88,Inhapi,57545000,AL,,,,,false
89,Jacaré dos Homens,57430000,AL,,,,,false
90,Jacuípe,57960000,AL,,,,,false
91,Japaratinga,57950000,AL,,,,,false
92,Jaramataia,57425000,AL,,,,,false
93,Jenipapo,57318400,AL,,,,,false
94,Joaquim Gomes,57980000,AL,,,,,false
95,Jundiá,57965000,AL,,,,,false
96,Junqueiro,57270000,AL,,,,,false
97,Lagoa da Areia,57611200,AL,,,,,false
98,Lagoa da Canoa,57330000,AL,,,,,false
99,Lagoa da Pedra,57318500,AL,,,,,false
100,Lagoa Dantas,57611500,AL,,,,,false
101,Lagoa do Caldeirão,57611300,AL,,,,,false
102,Lagoa do Canto,57611400,AL,,,,,false
103,Lagoa do Exú,57611600,AL,,,,,false
104,Lagoa do Rancho,57318600,AL,,,,,false
106,Lajes do Caldeirão,57611800,AL,,,,,false
107,Laranjal,57318700,AL,,,,,false
108,Limoeiro de Anadia,57260000,AL,,,,,false
109,Maceió,,AL,,,,,false
110,Major Isidoro,57580000,AL,,,,,false
111,Mar Vermelho,57730000,AL,,,,,false
112,Maragogi,57955000,AL,,,,,false
113,Maravilha,57520000,AL,,,,,false
114,Marechal Deodoro,57160000,AL,,,,,false
115,Maribondo,57670000,AL,,,,,false
116,Massaranduba,57318800,AL,,,,,false
117,Mata Grande,57540000,AL,,,,,false
118,Matriz de Camaragibe,57910000,AL,,,,,false
119,Messias,57990000,AL,,,,,false
120,Minador do Negrão,57615000,AL,,,,,false
121,Monteirópolis,57440000,AL,,,,,false
122,Moreira,57611900,AL,,,,,false
123,Munguba,57850000,AL,,,,,false
124,Murici,57820000,AL,,,,,false
125,Novo Lino,57970000,AL,,,,,false
126,"Olho D'Água Grande",57390000,AL,,,,,false
127,"Olho D'Água das Flores",57442000,AL,,,,,false
128,"Olho D'Água de Cima",57318900,AL,,,,,false
129,"Olho D'Água do Casado",57470000,AL,,,,,false
130,"Olho D'água dos Dandanhas",57319000,AL,,,,,false
131,Olivença,57550000,AL,,,,,false
132,Ouro Branco,57525000,AL,,,,,false
133,Palestina,57410000,AL,,,,,false
134,Palmeira de Fora,57613500,AL,,,,,false
135,Palmeira dos Índios,,AL,,,,,false
136,Pão de Açúcar,57400000,AL,,,,,false
137,Pariconha,57475000,AL,,,,,false
138,Paripueira,57935000,AL,,,,,false
139,Passo de Camaragibe,57930000,AL,,,,,false
140,"Pau D'Arco",57319100,AL,,,,,false
141,Pau Ferro,57319200,AL,,,,,false
142,Paulo Jacinto,57740000,AL,,,,,false
143,Penedo,57200000,AL,,,,,false
144,Piaçabuçu,57210000,AL,,,,,false
145,Pilar,57150000,AL,,,,,false
146,Pindoba,57720000,AL,,,,,false
147,Piranhas,57460000,AL,,,,,false
148,Poção,57319300,AL,,,,,false
149,Poço da Pedra,57319400,AL,,,,,false
150,Poço das Trincheiras,57510000,AL,,,,,false
151,Porto Calvo,57900000,AL,,,,,false
152,Porto de Pedras,57945000,AL,,,,,false
153,Porto Real do Colégio,57290000,AL,,,,,false
154,Poxim,57235000,AL,,,,,false
155,Quebrangulo,57750000,AL,,,,,false
156,Riacho do Sertão,57585000,AL,,,,,false
157,Riacho Fundo de Cima,57611000,AL,,,,,false
158,Rio Largo,57100000,AL,,,,,false
159,Rocha Cavalcante,57810000,AL,,,,,false
160,Roteiro,57246000,AL,,,,,false
161,Santa Efigênia,57790000,AL,,,,,false
162,Santa Luzia do Norte,57130000,AL,,,,,false
163,Santana do Ipanema,57500000,AL,,,,,false
164,Santana do Mundaú,57840000,AL,,,,,false
165,Santo Antônio,57611100,AL,,,,,false
166,São Brás,57380000,AL,,,,,false
167,São José da Laje,57860000,AL,,,,,false
168,São José da Tapera,57445000,AL,,,,,false
169,São Luís do Quitunde,57920000,AL,,,,,false
170,São Miguel dos Campos,57240000,AL,,,,,false
171,São Miguel dos Milagres,57940000,AL,,,,,false
172,São Sebastião,57275000,AL,,,,,false
173,Sapucaia,57319500,AL,,,,,false
175,Satuba,57120000,AL,,,,,false
176,Senador Rui Palmeira,57515000,AL,,,,,false
177,Serra da Mandioca,57612000,AL,,,,,false
178,Serra do São José,57612500,AL,,,,,false
179,Taboleiro do Pinto,57110000,AL,,,,,false
180,Taboquinha,57319600,AL,,,,,false
181,"Tanque D'Arca",57635000,AL,,,,,false
182,Taquarana,57640000,AL,,,,,false
183,Tatuamunha,57948000,AL,,,,,false
184,Teotônio Vilela,57265000,AL,,,,,false
185,Traipu,57370000,AL,,,,,false
186,União dos Palmares,57800000,AL,,,,,false
187,Usina Camaçari,57233000,AL,,,,,false
188,Viçosa,57700000,AL,,,,,false
189,Vila Aparecida,57319700,AL,,,,,false
190,Vila São Francisco,57319800,AL,,,,,false
191,Alvarães,69475000,AM,,,,,false
192,Amatari,69105000,AM,,,,,false
193,Amaturá,69620000,AM,,,,,false
194,Anamã,69445000,AM,,,,,false
195,Anori,69440000,AM,,,,,false
196,Apuí,69265000,AM,,,,,false
197,Ariaú,69165000,AM,,,,,false
198,Atalaia do Norte,69650000,AM,,,,,false
199,Augusto Montenegro,69182000,AM,,,,,false
200,Autazes,69240000,AM,,,,,false
201,Axinim,69210000,AM,,,,,false
202,Badajós,69452000,AM,,,,,false
203,Balbina,69736000,AM,,,,,false
204,Barcelos,69700000,AM,,,,,false
205,Barreirinha,69160000,AM,,,,,false
206,Benjamin Constant,69630000,AM,,,,,false
207,Beruri,69430000,AM,,,,,false
208,Boa Vista do Ramos,69195000,AM,,,,,false
209,Boca do Acre,69850000,AM,,,,,false
210,Borba,69200000,AM,,,,,false
211,Caapiranga,69410000,AM,,,,,false
212,Cametá,69162000,AM,,,,,false
213,Canumã,69212000,AM,,,,,false
214,Canutama,69820000,AM,,,,,false
215,Carauari,69500000,AM,,,,,false
216,Careiro,69250000,AM,,,,,false
217,Careiro da Várzea,69255000,AM,,,,,false
218,Carvoeiro,69725000,AM,,,,,false
219,Coari,69460000,AM,,,,,false
220,Codajás,69450000,AM,,,,,false
221,Cucuí,69765000,AM,,,,,false
222,Eirunepé,69880000,AM,,,,,false
223,Envira,69870000,AM,,,,,false
224,Floriano Peixoto,69855000,AM,,,,,false
225,Fonte Boa,69670000,AM,,,,,false
226,Freguesia do Andirá,69170000,AM,,,,,false
227,Guajará,69895000,AM,,,,,false
228,Humaitá,69800000,AM,,,,,false
229,Iauaretê,69790000,AM,,,,,false
230,Içanã,69760000,AM,,,,,false
231,Ipixuna,69890000,AM,,,,,false
232,Iranduba,69405000,AM,,,,,false
233,Itacoatiara,69100000,AM,,,,,false
234,Itamarati,69510000,AM,,,,,false
235,Itapiranga,69120000,AM,,,,,false
236,Japurá,69495000,AM,,,,,false
237,Juruá,69520000,AM,,,,,false
238,Jutaí,69660000,AM,,,,,false
239,Lábrea,69830000,AM,,,,,false
240,Lago Preto,69196000,AM,,,,,false
241,Manacapuru,69400000,AM,,,,,false
242,Manaquiri,69435000,AM,,,,,false
243,Manaus,,AM,,,,,false
244,Manicoré,69280000,AM,,,,,false
245,Maraã,69490000,AM,,,,,false
246,Massauari,69197000,AM,,,,,false
247,Maués,69190000,AM,,,,,false
248,Mocambo,69158000,AM,,,,,false
249,Moura,69720000,AM,,,,,false
250,Murutinga,69245000,AM,,,,,false
251,Nhamundá,69140000,AM,,,,,false
252,Nova Olinda do Norte,69230000,AM,,,,,false
253,Novo Airão,69730000,AM,,,,,false
254,Novo Aripuanã,69260000,AM,,,,,false
255,Osório da Fonseca,69192000,AM,,,,,false
256,Parintins,,AM,,,,,false
257,Pauini,69860000,AM,,,,,false
258,Pedras,69175000,AM,,,,,false
259,Presidente Figueiredo,69735000,AM,,,,,false
260,Repartimento,69193000,AM,,,,,false
261,Rio Preto da Eva,69115000,AM,,,,,false
262,Santa Isabel do Rio Negro,69740000,AM,,,,,false
263,Santa Rita,69610000,AM,,,,,false
264,Santo Antônio do Içá,69680000,AM,,,,,false
265,São Felipe,69752000,AM,,,,,false
266,São Gabriel da Cachoeira,69750000,AM,,,,,false
267,São Paulo de Olivença,69600000,AM,,,,,false
268,São Sebastião do Uatumã,69135000,AM,,,,,false
270,Tabatinga,69640000,AM,,,,,false
271,Tapauá,69480000,AM,,,,,false
272,Tefé,69470000,AM,,,,,false
273,Tonantins,69685000,AM,,,,,false
274,Uarini,69485000,AM,,,,,false
275,Urucará,69130000,AM,,,,,false
276,Urucurituba,69180000,AM,,,,,false
277,Vila Pitinga,69737000,AM,,,,,false
278,Abacate da Pedreira,68912350,AP,,,,,false
279,Serra do Navio,68948000,AP,,,,,false
280,Amapá,68950000,AP,,,,,false
281,Pedra Branca do Amaparí,68945000,AP,,,,,false
282,Ambé,68912000,AP,,,,,false
283,Aporema,68994000,AP,,,,,false
284,Ariri,68912050,AP,,,,,false
285,Bailique,68913000,AP,,,,,false
286,Boca do Jari,68923000,AP,,,,,false
287,Calçoene,68960000,AP,,,,,false
288,Cantanzal,68912800,AP,,,,,false
289,Carmo,68912100,AP,,,,,false
290,Clevelândia do Norte,68985000,AP,,,,,false
291,Corre Água,68912600,AP,,,,,false
292,Cunani,68965000,AP,,,,,false
293,Curiaú,68912300,AP,,,,,false
294,Cutias,68973000,AP,,,,,false
295,Fazendinha,68912250,AP,,,,,false
296,Ferreira Gomes,68915000,AP,,,,,false
297,Fortaleza,68939000,AP,,,,,false
298,Gaivota,68912150,AP,,,,,false
299,Gurupora,68912650,AP,,,,,false
300,Igarapé do Lago,68935000,AP,,,,,false
301,Ilha de Santana,68937000,AP,,,,,false
302,Inajá,68912750,AP,,,,,false
303,Itaubal,68976000,AP,,,,,false
304,Laranjal do Jari,68920000,AP,,,,,false
305,Livramento do Pacuí,68912450,AP,,,,,false
306,Lourenço,68970000,AP,,,,,false
307,Macapá,,AP,,,,,false
308,Mazagão,68940000,AP,,,,,false
309,Mazagão Velho,68943000,AP,,,,,false
310,Oiapoque,68980000,AP,,,,,false
311,Paredão,68917000,AP,,,,,false
312,Porto Grande,68997000,AP,,,,,false
313,Pracuúba,68918000,AP,,,,,false
314,Santa Luzia do Pacuí,68912530,AP,,,,,false
315,Santa Maria,68912200,AP,,,,,false
316,Santana,68925000,AP,,,,,false
317,São Joaquim do Pacuí,68912500,AP,,,,,false
318,São Sebastião do Livramento,68912550,AP,,,,,false
319,São Tomé,68912700,AP,,,,,false
321,Sucuriju,68958000,AP,,,,,false
322,Tartarugalzinho,68990000,AP,,,,,false
323,Vila Velha,68988000,AP,,,,,false
324,Vitória do Jari,68924000,AP,,,,,false
325,Abadia,48320000,BA,,,,,false
326,Abaíra,46690000,BA,,,,,false
327,Abaré,48680000,BA,,,,,false
328,Abelhas,45112000,BA,,,,,false
329,Abóbora,48912000,BA,,,,,false
330,Abrantes,42840000,BA,,,,,false
331,Acajutiba,48360000,BA,,,,,false
332,Açu da Torre,48288000,BA,,,,,false
333,Açudina,47645000,BA,,,,,false
334,Acupe,44218000,BA,,,,,false
335,Adustina,48435000,BA,,,,,false
336,Afligidos,44338000,BA,,,,,false
337,Afrânio Peixoto,46965000,BA,,,,,false
338,Água Doce,45295000,BA,,,,,false
339,Água Fria,48170000,BA,,,,,false
340,Águas do Paulista,47505000,BA,,,,,false
341,Aiquara,45220000,BA,,,,,false
342,Alagoinhas,,BA,,,,,false
343,Teixeira de Freitas,45990000,BA,,,,,false
344,Alegre,46203000,BA,,,,,false
345,Algodão,45582000,BA,,,,,false
346,Algodões,48832000,BA,,,,,false
347,Almadina,45640000,BA,,,,,false
348,Alto Bonito,44805000,BA,,,,,false
349,Amado Bahia,48282000,BA,,,,,false
350,Amaniú,47380000,BA,,,,,false
351,Amargosa,45300000,BA,,,,,false
352,Amélia Rodrigues,44230000,BA,,,,,false
353,América Dourada,44910000,BA,,,,,false
354,Américo Alves,47370000,BA,,,,,false
355,Anagé,45180000,BA,,,,,false
356,Andaraí,46830000,BA,,,,,false
357,Andorinha,48990000,BA,,,,,false
358,Angical,47960000,BA,,,,,false
359,Angico,44633000,BA,,,,,false
360,Anguera,44670000,BA,,,,,false
361,Antas,48420000,BA,,,,,false
362,Antônio Cardoso,44180000,BA,,,,,false
363,Antônio Gonçalves,44780000,BA,,,,,false
364,Aporá,48350000,BA,,,,,false
365,Apuarema,45355000,BA,,,,,false
366,Araçás,48108000,BA,,,,,false
367,Aracatu,46130000,BA,,,,,false
368,Araci,48760000,BA,,,,,false
369,Aramari,48130000,BA,,,,,false
370,Arapiranga,46177000,BA,,,,,false
371,Arataca,45695000,BA,,,,,false
372,Aratuípe,44490000,BA,,,,,false
373,Areias,42847000,BA,,,,,false
374,Arembepe,42835000,BA,,,,,false
375,Argoim,44525000,BA,,,,,false
376,Argolo,45925000,BA,,,,,false
377,Aribice,48504000,BA,,,,,false
378,Aritaguá,45663000,BA,,,,,false
379,Aurelino Leal,45675000,BA,,,,,false
380,Baianópolis,47830000,BA,,,,,false
381,Baixa do Palmeira,44535000,BA,,,,,false
382,Baixa Grande,44620000,BA,,,,,false
383,Baixão,45212000,BA,,,,,false
384,Baixinha,45313000,BA,,,,,false
385,Baluarte,47270000,BA,,,,,false
386,Banco Central,45673000,BA,,,,,false
387,Banco da Vitória,45661000,BA,,,,,false
388,Bandeira do Almada,45635000,BA,,,,,false
389,Bandeira do Colônia,45705000,BA,,,,,false
390,Bandiaçu,48745000,BA,,,,,false
391,Banzaê,48405000,BA,,,,,false
392,Baraúnas,46920000,BA,,,,,false
393,Barcelos do Sul,45448000,BA,,,,,false
394,Barra,47100000,BA,,,,,false
395,Barra da Estiva,46650000,BA,,,,,false
396,Barra do Choça,45120000,BA,,,,,false
397,Barra do Jacuípe,42833000,BA,,,,,false
398,Barra do Mendes,44990000,BA,,,,,false
399,Barra do Pojuca,42825000,BA,,,,,false
400,Barra do Rocha,45560000,BA,,,,,false
401,Barra do Tarrachil,48668000,BA,,,,,false
402,Barracas,44757000,BA,,,,,false
403,Barreiras,,BA,,,,,false
404,Barro Alto,44895000,BA,,,,,false
405,Barro Preto,45625000,BA,,,,,false
406,Barro Vermelho,48935000,BA,,,,,false
407,Barrocas,48705000,BA,,,,,false
408,Bastião,46745000,BA,,,,,false
409,Bate Pé,45107000,BA,,,,,false
410,Batinga,45975000,BA,,,,,false
411,Bela Flor,48113000,BA,,,,,false
412,Belém da Cachoeira,44315000,BA,,,,,false
413,Belmonte,45800000,BA,,,,,false
414,Belo Campo,45160000,BA,,,,,false
416,Bem-Bom,47330000,BA,,,,,false
417,Bendegó,48524000,BA,,,,,false
418,Bento Simões,44258000,BA,,,,,false
419,Biritinga,48780000,BA,,,,,false
420,Boa Espera,44265000,BA,,,,,false
421,Boa Nova,45250000,BA,,,,,false
422,Boa União,48103000,BA,,,,,false
423,Boa Vista do Lagamar,47525000,BA,,,,,false
424,Boa Vista do Tupim,46850000,BA,,,,,false
425,Boaçu,45209000,BA,,,,,false
426,Boca do Córrego,45805000,BA,,,,,false
427,Bom Jesus da Lapa,47600000,BA,,,,,false
428,Bom Jesus da Serra,45263000,BA,,,,,false
429,Bom Sossego,47540000,BA,,,,,false
430,Bonfim da Feira,44120000,BA,,,,,false
431,Boninal,46740000,BA,,,,,false
432,Bonito,46820000,BA,,,,,false
433,Boquira,46530000,BA,,,,,false
434,Botuporã,46570000,BA,,,,,false
435,Botuquara,46475000,BA,,,,,false
436,Brejinho das Ametistas,46405000,BA,,,,,false
437,Brejo da Serra,47260000,BA,,,,,false
438,Brejo Luíza de Brito,46733000,BA,,,,,false
439,Brejo Novo,46855000,BA,,,,,false
440,Brejões,45325000,BA,,,,,false
441,Brejolândia,47750000,BA,,,,,false
442,Brotas de Macaúbas,47560000,BA,,,,,false
443,Brumado,46100000,BA,,,,,false
444,Bucuituba,46535000,BA,,,,,false
445,Buerarema,45615000,BA,,,,,false
446,Buracica,44285000,BA,,,,,false
447,Buranhém,45845000,BA,,,,,false
448,Buril,48483000,BA,,,,,false
449,Buris de Abrantes,42845000,BA,,,,,false
450,Buritirama,47120000,BA,,,,,false
451,Caatiba,45130000,BA,,,,,false
452,Cabaceiras do Paraguaçu,44345000,BA,,,,,false
453,Cabrália,46768000,BA,,,,,false
454,Cacha Pregos,44478000,BA,,,,,false
455,Cachoeira,44300000,BA,,,,,false
456,Cachoeira do Mato,45999000,BA,,,,,false
457,Caculé,46300000,BA,,,,,false
458,Caém,44730000,BA,,,,,false
459,Caetanos,45265000,BA,,,,,false
460,Caeté-Açu,46940000,BA,,,,,false
461,Caetité,46400000,BA,,,,,false
462,Cafarnaum,44880000,BA,,,,,false
463,Caiçara,45118000,BA,,,,,false
464,Caimbé,48506000,BA,,,,,false
465,Cairu,45420000,BA,,,,,false
466,Caiubi,45858000,BA,,,,,false
467,Cajuí,47390000,BA,,,,,false
468,Caldas do Jorro,48793000,BA,,,,,false
469,Caldeirão,48955000,BA,,,,,false
470,Caldeirão Grande,44750000,BA,,,,,false
471,Caldeiras,46420000,BA,,,,,false
472,Camacan,45880000,BA,,,,,false
473,Camaçari,,BA,,,,,false
474,Camamu,45445000,BA,,,,,false
475,Camassandi,44482000,BA,,,,,false
476,Camirim,44860000,BA,,,,,false
477,Campinhos,44215000,BA,,,,,false
478,Campo Alegre de Lourdes,47220000,BA,,,,,false
479,Campo Formoso,44790000,BA,,,,,false
481,Camurugi,45434000,BA,,,,,false
482,Canabravinha,46195000,BA,,,,,false
483,Canápolis,47730000,BA,,,,,false
484,Canarana,44890000,BA,,,,,false
485,Canatiba,46510000,BA,,,,,false
486,Canavieiras,45860000,BA,,,,,false
487,Canché,48560000,BA,,,,,false
488,Candeal,48710000,BA,,,,,false
489,Candeias,,BA,,,,,false
490,Candiba,46380000,BA,,,,,false
491,Cândido Sales,45157000,BA,,,,,false
492,Canoão,44965000,BA,,,,,false
493,Cansanção,48840000,BA,,,,,false
494,Canto do Sol,42830000,BA,,,,,false
495,Canudos,48520000,BA,,,,,false
497,Capão,45495000,BA,,,,,false
498,Capela do Alto Alegre,44645000,BA,,,,,false
499,Capim Grosso,44695000,BA,,,,,false
500,Caraguataí,46680000,BA,,,,,false
501,Caraíbas,45177000,BA,,,,,false
502,Caraibuna,46630000,BA,,,,,false
503,Caraípe,44555000,BA,,,,,false
504,Caraiva,45819000,BA,,,,,false
505,Caravelas,45900000,BA,,,,,false
506,Cardeal da Silva,48390000,BA,,,,,false
507,Carinhanha,46445000,BA,,,,,false
508,Caripare,47980000,BA,,,,,false
509,Carnaíba do Sertão,48922000,BA,,,,,false
510,Carrapichel,48985000,BA,,,,,false
511,Casa Nova,47300000,BA,,,,,false
512,Castelo Novo,45667000,BA,,,,,false
513,Castro Alves,44500000,BA,,,,,false
514,Catinga do Moura,44704000,BA,,,,,false
515,Catingal,45245000,BA,,,,,false
516,Catolândia,47815000,BA,,,,,false
517,Catolés,46695000,BA,,,,,false
518,Catolezinho,45145000,BA,,,,,false
519,Catu,48110000,BA,,,,,false
520,Catu de Abrantes,42841000,BA,,,,,false
521,Caturama,46575000,BA,,,,,false
522,Cavunge,44685000,BA,,,,,false
523,Central,44940000,BA,,,,,false
524,Ceraima,46433000,BA,,,,,false
525,Chorrochó,48660000,BA,,,,,false
526,Cícero Dantas,48410000,BA,,,,,false
527,Cinco Rios,43860000,BA,,,,,false
528,Cipó,48450000,BA,,,,,false
529,Coaraci,45638000,BA,,,,,false
530,Cocos,47680000,BA,,,,,false
531,Colônia,45832000,BA,,,,,false
532,Comércio,44545000,BA,,,,,false
533,Conceição da Feira,44320000,BA,,,,,false
534,Conceição do Almeida,44540000,BA,,,,,false
535,Conceição do Coité,48730000,BA,,,,,false
536,Conceição do Jacuípe,44245000,BA,,,,,false
537,Conde,48300000,BA,,,,,false
538,Condeúba,46200000,BA,,,,,false
539,Contendas do Sincorá,46620000,BA,,,,,false
540,Copixaba,47430000,BA,,,,,false
541,Coqueiros,44430000,BA,,,,,false
542,Coquinhos,45185000,BA,,,,,false
543,Coração de Maria,44250000,BA,,,,,false
544,Cordeiros,46280000,BA,,,,,false
545,Coribe,47690000,BA,,,,,false
546,Coronel João Sá,48590000,BA,,,,,false
547,Correntina,47650000,BA,,,,,false
548,Corta Mão,45301000,BA,,,,,false
549,Cotegipe,47900000,BA,,,,,false
550,Coutos,45664000,BA,,,,,false
551,Cravolândia,45330000,BA,,,,,false
552,Crisópolis,48480000,BA,,,,,false
553,Cristalândia,46108000,BA,,,,,false
554,Cristópolis,47950000,BA,,,,,false
555,Crussaí,44505000,BA,,,,,false
556,Cruz das Almas,44380000,BA,,,,,false
557,Cumuruxatiba,45983000,BA,,,,,false
558,Cunhangi,44488000,BA,,,,,false
559,Curaçá,48930000,BA,,,,,false
560,Curral Falso,48403000,BA,,,,,false
561,Dário Meira,45590000,BA,,,,,false
562,Delfino,44795000,BA,,,,,false
563,Descoberto,47695000,BA,,,,,false
564,Dias Coelho,44855000,BA,,,,,false
565,"Dias D'Ávila",42850000,BA,,,,,false
566,Diógenes Sampaio,45302000,BA,,,,,false
567,Dom Basílio,46165000,BA,,,,,false
568,Dom Macedo Costa,44560000,BA,,,,,false
569,Dona Maria,48473000,BA,,,,,false
570,Duas Barras do Morro,44865000,BA,,,,,false
571,Elísio Medrado,45305000,BA,,,,,false
572,Encruzilhada,45150000,BA,,,,,false
573,Engenheiro França,45312000,BA,,,,,false
574,Engenheiro Pontes,45498000,BA,,,,,false
575,Entre Rios,48180000,BA,,,,,false
576,Érico Cardoso,46180000,BA,,,,,false
577,Esplanada,48370000,BA,,,,,false
578,Euclides da Cunha,48500000,BA,,,,,false
579,Eunápolis,,BA,,,,,false
580,Fátima,48415000,BA,,,,,false
581,Feira da Mata,46446000,BA,,,,,false
582,Feira de Santana,,BA,,,,,false
583,Ferradas,,BA,,,,,false
584,Filadélfia,44775000,BA,,,,,false
585,Filanésia,45358000,BA,,,,,false
586,Firmino Alves,45720000,BA,,,,,false
587,Floresta Azul,45740000,BA,,,,,false
588,Formosa do Rio Preto,47990000,BA,,,,,false
589,França,44837000,BA,,,,,false
590,Gabiarra,45831000,BA,,,,,false
591,Galeão,45422000,BA,,,,,false
592,Gamboa,45424000,BA,,,,,false
593,Gameleira da Lapa,47620000,BA,,,,,false
594,Gameleira do Assuruá,47470000,BA,,,,,false
595,Gandu,45450000,BA,,,,,false
596,Gavião,44650000,BA,,,,,false
597,Gentio do Ouro,47450000,BA,,,,,false
598,Geolândia,44349000,BA,,,,,false
599,Glória,48610000,BA,,,,,false
600,Gongogi,45540000,BA,,,,,false
601,Governador João Durval Carneiro,44130000,BA,,,,,false
602,Governador Mangabeira,44350000,BA,,,,,false
603,Gajirus,42837000,BA,,,,,false
604,Guaí,44423000,BA,,,,,false
605,Guajeru,46205000,BA,,,,,false
606,Guanambi,46430000,BA,,,,,false
607,Guapira,44425000,BA,,,,,false
608,Guarajuba,42827000,BA,,,,,false
609,Guaratinga,45840000,BA,,,,,false
610,Guerém,45413000,BA,,,,,false
611,Guiné,46753000,BA,,,,,false
612,Guirapa,46370000,BA,,,,,false
613,Gurupá Mirim,45795000,BA,,,,,false
614,Heliópolis,48445000,BA,,,,,false
615,Helvecia,45923000,BA,,,,,false
616,Hidrolândia,44955000,BA,,,,,false
617,Humildes,44135000,BA,,,,,false
618,Iaçu,46860000,BA,,,,,false
619,Ibatui,48185000,BA,,,,,false
620,Ibiaçu,45523000,BA,,,,,false
621,Ibiajara,46560000,BA,,,,,false
622,Ibiapora,44825000,BA,,,,,false
623,Ibiassucê,46390000,BA,,,,,false
624,Ibicaraí,45745000,BA,,,,,false
625,Ibicoara,46760000,BA,,,,,false
626,Ibicuí,45290000,BA,,,,,false
627,Ibipeba,44970000,BA,,,,,false
628,Ibipetum,47595000,BA,,,,,false
629,Ibipitanga,46540000,BA,,,,,false
630,Ibiquera,46840000,BA,,,,,false
631,Ibiraba,47110000,BA,,,,,false
632,Ibirajá,45972000,BA,,,,,false
633,Ibiranhém,45938000,BA,,,,,false
634,Ibirapitanga,45500000,BA,,,,,false
635,Ibirapuã,45940000,BA,,,,,false
636,Ibirataia,45580000,BA,,,,,false
637,Ibitiara,46700000,BA,,,,,false
