idcidade,nmcidade,idceplocal,iduf,idicms,idregiao,idtse,ibge,estrangeira
8562,Modelo,89872000,SC,,,,,false
8563,Mondaí,89893000,SC,,,,,false
8564,Monte Alegre,88348000,SC,,,,,false
8565,Monte Carlo,89618000,SC,,,,,false
8566,Monte Castelo,89380000,SC,,,,,false
8567,Morro Chato,88934000,SC,,,,,false
8568,Morro da Fumaça,88830000,SC,,,,,false
8569,Morro do Meio,,SC,,,,,false
8570,Morro Grande,88925000,SC,,,,,false
8571,Navegantes,88375000,SC,,,,,false
8572,Nossa Senhora de Caravaggio,88868000,SC,,,,,false
8573,Nova Cultura,89375000,SC,,,,,false
8574,Nova Erechim,89865000,SC,,,,,false
8575,Nova Guarita,88964000,SC,,,,,false
8576,Nova Itaberaba,89818000,SC,,,,,false
8577,Nova Petrópolis,89607000,SC,,,,,false
8578,Nova Teutônia,89775000,SC,,,,,false
8579,Nova Trento,88270000,SC,,,,,false
8580,Nova Veneza,88865000,SC,,,,,false
8581,Novo Horizonte,89998000,SC,,,,,false
8582,Orleans,88870000,SC,,,,,false
8583,Otacílio Costa,88540000,SC,,,,,false
8584,Ouro,89663000,SC,,,,,false
8585,Ouro Verde,89834000,SC,,,,,false
8587,Paial,89765000,SC,,,,,false
8588,Painel,88543000,SC,,,,,false
8589,Palhoça,,SC,,,,,false
8590,Palma Sola,89985000,SC,,,,,false
8591,Palmeira,88545000,SC,,,,,false
8592,Palmitos,89887000,SC,,,,,false
8593,Pantano do Sul,,SC,,,,,false
8594,Papanduva,89370000,SC,,,,,false
8595,Paraíso,89906000,SC,,,,,false
8596,Passo de Torres,88980000,SC,,,,,false
8597,Passo Manso,89192000,SC,,,,,false
8598,Passos Maia,89687000,SC,,,,,false
8599,Paula Pereira,89470000,SC,,,,,false
8600,Paulo Lopes,88490000,SC,,,,,false
8601,Pedras Grandes,88720000,SC,,,,,false
8602,Penha,88385000,SC,,,,,false
8603,Pericó,88615000,SC,,,,,false
8604,Peritiba,89750000,SC,,,,,false
8605,Pescaria Brava,88798000,SC,,,,,false
8606,Petrolândia,88430000,SC,,,,,false
8607,Balneário Piçarras,88380000,SC,,,,,false
8608,Pindotiba,88873000,SC,,,,,false
8609,Pinhalzinho,89870000,SC,,,,,false
8610,Pinheiral,88268000,SC,,,,,false
8611,Pinheiro Preto,89570000,SC,,,,,false
8612,Pinheiros,89476000,SC,,,,,false
8613,Pirabeiraba,,SC,,,,,false
8614,Piratuba,89667000,SC,,,,,false
8615,Planalto,89728000,SC,,,,,false
8616,Planalto Alegre,89882000,SC,,,,,false
8617,Poço Preto,89450000,SC,,,,,false
8618,Pomerode,89107000,SC,,,,,false
8619,Ponte Alta,88550000,SC,,,,,false
8620,Ponte Alta do Norte,89535000,SC,,,,,false
8621,Ponte Serrada,89683000,SC,,,,,false
8622,Porto Belo,88210000,SC,,,,,false
8623,Porto União,89400000,SC,,,,,false
8624,Pouso Redondo,89172000,SC,,,,,false
8625,Praia Grande,88990000,SC,,,,,false
8626,Prata,89904000,SC,,,,,false
8627,Presidente Castello Branco,89745000,SC,,,,,false
8628,Presidente Getúlio,89150000,SC,,,,,false
8629,Presidente Juscelino,89992000,SC,,,,,false
8630,Presidente Kennedy,89725000,SC,,,,,false
8631,Presidente Nereu,89184000,SC,,,,,false
8632,Princesa,89935000,SC,,,,,false
8633,Quarta Linha,,SC,,,,,false
8634,Quilombo,89850000,SC,,,,,false
8635,Quilômetro Doze,,SC,,,,,false
8636,Rancho Queimado,88470000,SC,,,,,false
8637,Ratones,,SC,,,,,false
8638,Residência Fuck,89384000,SC,,,,,false
8639,Ribeirão da Ilha,,SC,,,,,false
8640,Ribeirão Pequeno,88794000,SC,,,,,false
8641,Rio Antinha,88435000,SC,,,,,false
8642,Rio Bonito,88405000,SC,,,,,false
8643,"Rio D'Una",88775000,SC,,,,,false
8644,Rio da Anta,89346000,SC,,,,,false
8645,Rio da Luz,89250000,SC,,,,,false
8646,Rio das Antas,89550000,SC,,,,,false
8647,Rio das Furnas,88872000,SC,,,,,false
8648,Rio do Campo,89198000,SC,,,,,false
8649,Rio do Oeste,89180000,SC,,,,,false
8650,Rio do Sul,89160000,SC,,,,,false
8651,Rio dos Bugres,88403000,SC,,,,,false
8652,Rio dos Cedros,89121000,SC,,,,,false
8653,Rio Fortuna,88760000,SC,,,,,false
8654,Rio Maina,,SC,,,,,false
8655,Rio Negrinho,89295000,SC,,,,,false
8656,Rio Preto do Sul,89315000,SC,,,,,false
8657,Rio Rufino,88658000,SC,,,,,false
8658,Riqueza,89895000,SC,,,,,false
8659,Rodeio,89136000,SC,,,,,false
8660,Romelândia,89908000,SC,,,,,false
8661,Sai,89243000,SC,,,,,false
8662,Salete,89196000,SC,,,,,false
8663,Saltinho,89981000,SC,,,,,false
8664,Salto Veloso,89595000,SC,,,,,false
8665,Sanga da Toca,88912000,SC,,,,,false
8666,Sangão,88717000,SC,,,,,false
8667,Santa Cecília,89540000,SC,,,,,false
8668,Santa Cruz do Timbó,89410000,SC,,,,,false
8669,Santa Helena,89915000,SC,,,,,false
8671,Santa Izabel,88620000,SC,,,,,false
8672,Santa Lúcia,89664000,SC,,,,,false
8674,Santa Maria,89125000,SC,,,,,false
8675,Santa Rosa de Lima,88763000,SC,,,,,false
8676,Santa Rosa do Sul,88965000,SC,,,,,false
8677,Santa Terezinha,89199000,SC,,,,,false
8678,Santa Terezinha do Progresso,89983000,SC,,,,,false
8679,Santa Terezinha do Salto,88531000,SC,,,,,false
8680,Santiago do Sul,89854000,SC,,,,,false
8681,Santo Amaro da Imperatriz,88140000,SC,,,,,false
8682,Santo Antônio de Lisboa,,SC,,,,,false
8683,São Bento Baixo,88867000,SC,,,,,false
8684,São Bento do Sul,89290000,SC,,,,,false
8685,São Bernardino,89982000,SC,,,,,false
8686,São Bonifácio,88485000,SC,,,,,false
8687,São Carlos,89885000,SC,,,,,false
8688,São Cristóvão,89495000,SC,,,,,false
8689,São Cristóvão do Sul,89533000,SC,,,,,false
8690,São Defende,88800000,SC,,,,,false
8691,São Domingos,89835000,SC,,,,,false
8692,São Francisco do Sul,89240000,SC,,,,,false
8693,São Gabriel,88712000,SC,,,,,false
8694,São João Batista,88240000,SC,,,,,false
8695,São João do Itaperiú,88395000,SC,,,,,false
8696,São João do Oeste,89897000,SC,,,,,false
8697,São João do Rio Vermelho,,SC,,,,,false
8698,São João do Sul,88970000,SC,,,,,false
8699,São Joaquim,88600000,SC,,,,,false
8700,São José,,SC,,,,,false
8701,São José do Cedro,89930000,SC,,,,,false
8702,São José do Cerrito,88570000,SC,,,,,false
8703,São José do Laranjal,89892000,SC,,,,,false
8704,São Leonardo,88455000,SC,,,,,false
8705,São Lourenço do Oeste,89990000,SC,,,,,false
8706,São Ludgero,88730000,SC,,,,,false
8707,São Martinho,88765000,SC,,,,,false
8708,São Miguel do Oeste,89900000,SC,,,,,false
8709,São Miguel da Boa Vista,89879000,SC,,,,,false
8710,São Miguel da Serra,89415000,SC,,,,,false
8711,São Pedro de Alcântara,88125000,SC,,,,,false
8712,São Pedro Tobias,89960000,SC,,,,,false
8713,São Roque,89996000,SC,,,,,false
8714,São Sebastião do Arvoredo,88610000,SC,,,,,false
8715,São Sebastião do Sul,89517000,SC,,,,,false
8716,Sapiranga,88923000,SC,,,,,false
8717,Saudades,89868000,SC,,,,,false
8718,Schroeder,89275000,SC,,,,,false
8719,Seara,89770000,SC,,,,,false
8720,Sede Oldemburg,89887700,SC,,,,,false
8721,Serra Alta,89871000,SC,,,,,false
8723,Siderópolis,88860000,SC,,,,,false
8724,Sombrio,88960000,SC,,,,,false
8725,Sorocaba do Sul,88170000,SC,,,,,false
8726,Sul Brasil,89855000,SC,,,,,false
8727,Taió,89190000,SC,,,,,false
8728,Tangará,89642000,SC,,,,,false
8729,Taquara Verde,89513000,SC,,,,,false
8730,Taquaras,88474000,SC,,,,,false
8731,Tigipió,88245000,SC,,,,,false
8732,Tigrinhos,89875000,SC,,,,,false
8733,Tijucas,88200000,SC,,,,,false
8734,Timbé do Sul,88940000,SC,,,,,false
8735,Timbó,89120000,SC,,,,,false
8736,Timbó Grande,89545000,SC,,,,,false
8737,Três Barras,89490000,SC,,,,,false
8738,Treviso,88862000,SC,,,,,false
8739,Treze de Maio,88710000,SC,,,,,false
8740,Treze Tílias,89650000,SC,,,,,false
8741,Trombudo Central,89176000,SC,,,,,false
8742,Tubarão,,SC,,,,,false
8743,Tunápolis,89898000,SC,,,,,false
8744,Guarani,89630000,SC,,,,,false
8745,Turvo,88930000,SC,,,,,false
8746,União do Oeste,89845000,SC,,,,,false
8747,Urubici,88650000,SC,,,,,false
8748,Uruguai,89668000,SC,,,,,false
8749,Urupema,88625000,SC,,,,,false
8750,Urussanga,88840000,SC,,,,,false
8751,Vargeão,89690000,SC,,,,,false
8752,Vargem,89638000,SC,,,,,false
8753,Vargem Bonita,89675000,SC,,,,,false
8754,Vargem do Cedro,88766000,SC,,,,,false
8755,Vidal Ramos,88443000,SC,,,,,false
8756,Videira,89560000,SC,,,,,false
8757,Vila Conceição,88975000,SC,,,,,false
8758,Vila de Volta Grande,89298000,SC,,,,,false
8759,Vila Milani,89836500,SC,,,,,false
8760,Vila Nova,88782000,SC,,,,,false
8761,Vitor Meireles,89148000,SC,,,,,false
8762,Witmarsum,89157000,SC,,,,,false
8763,Xanxerê,89820000,SC,,,,,false
8764,Xavantina,89780000,SC,,,,,false
8765,Xaxim,89825000,SC,,,,,false
8766,Zortéa,89633000,SC,,,,,false
8767,Altos Verdes,49555000,SE,,,,,false
8768,Amparo de São Francisco,49920000,SE,,,,,false
8769,Aquidabã,49790000,SE,,,,,false
8770,Aracaju,,SE,,,,,false
8771,Arauá,49220000,SE,,,,,false
8772,Areia Branca,49580000,SE,,,,,false
8774,Barra dos Coqueiros,49140000,SE,,,,,false
8775,Barracas,49710000,SE,,,,,false
8776,Boquim,49360000,SE,,,,,false
8777,Brejo Grande,49995000,SE,,,,,false
8778,Campo do Brito,49520000,SE,,,,,false
8779,Canhoba,49880000,SE,,,,,false
8780,Canindé de São Francisco,49820000,SE,,,,,false
8781,Capela,49700000,SE,,,,,false
8782,Carira,49550000,SE,,,,,false
8783,Carmópolis,49740000,SE,,,,,false
8784,Cedro de São João,49930000,SE,,,,,false
8785,Cristinápolis,49270000,SE,,,,,false
8786,Cumbe,49660000,SE,,,,,false
8787,Divina Pastora,49650000,SE,,,,,false
8788,Estância,49200000,SE,,,,,false
8789,Feira Nova,49670000,SE,,,,,false
8790,Frei Paulo,49514000,SE,,,,,false
8791,Gararu,49830000,SE,,,,,false
8792,General Maynard,49750000,SE,,,,,false
8793,Graccho Cardoso,49860000,SE,,,,,false
8794,Ilha das Flores,49990000,SE,,,,,false
8795,Indiaroba,49250000,SE,,,,,false
8796,Itabaiana,49500000,SE,,,,,false
8797,Itabaianinha,49290000,SE,,,,,false
8798,Itabi,49870000,SE,,,,,false
8799,"Itaporanga D'Ajuda",49120000,SE,,,,,false
8800,Japaratuba,49960000,SE,,,,,false
8801,Japoatã,49950000,SE,,,,,false
8802,Lagarto,49400000,SE,,,,,false
8803,Lagoa Funda,49835000,SE,,,,,false
8804,Laranjeiras,49170000,SE,,,,,false
8805,Macambira,49565000,SE,,,,,false
8806,Malhada dos Bois,49940000,SE,,,,,false
8807,Malhador,49570000,SE,,,,,false
8808,Maruim,49770000,SE,,,,,false
8809,Miranda,49702000,SE,,,,,false
8810,Moita Bonita,49560000,SE,,,,,false
8811,Monte Alegre de Sergipe,49690000,SE,,,,,false
8812,Mosqueiro,49099700,SE,,,,,false
8813,Muribeca,49780000,SE,,,,,false
8814,Neópolis,49980000,SE,,,,,false
8815,Nossa Senhora Aparecida,49540000,SE,,,,,false
8816,Nossa Senhora da Glória,49680000,SE,,,,,false
8817,Nossa Senhora das Dores,49600000,SE,,,,,false
8818,Nossa Senhora de Lourdes,49890000,SE,,,,,false
8819,Nossa Senhora do Socorro,49160000,SE,,,,,false
8820,Pacatuba,49970000,SE,,,,,false
8821,Palmares,49325000,SE,,,,,false
8822,Pedra Mole,49512000,SE,,,,,false
8823,Pedras,49704000,SE,,,,,false
8824,Pedrinhas,49350000,SE,,,,,false
8825,Pinhão,49517000,SE,,,,,false
8826,Pirambu,49190000,SE,,,,,false
8827,Poço Redondo,49810000,SE,,,,,false
8828,Poço Verde,49490000,SE,,,,,false
8829,Porto da Folha,49800000,SE,,,,,false
8830,Propriá,49900000,SE,,,,,false
8831,Riachão do Dantas,49320000,SE,,,,,false
8832,Riachuelo,49130000,SE,,,,,false
8833,Ribeirópolis,49530000,SE,,,,,false
8834,Rosário do Catete,49760000,SE,,,,,false
8835,Salgado,49390000,SE,,,,,false
8836,Samambaia,49310000,SE,,,,,false
8837,Santa Luzia do Itanhy,49230000,SE,,,,,false
8838,Santa Rosa de Lima,49640000,SE,,,,,false
8839,Santana do São Francisco,49985000,SE,,,,,false
8840,Santo Amaro das Brotas,49180000,SE,,,,,false
8841,São Cristóvão,49100000,SE,,,,,false
8842,São Domingos,49525000,SE,,,,,false
8843,São Francisco,49945000,SE,,,,,false
8844,São José,49099000,SE,,,,,false
8845,São Mateus da Palestina,49840000,SE,,,,,false
8846,São Miguel do Aleixo,49535000,SE,,,,,false
8847,Simão Dias,49480000,SE,,,,,false
8848,Siriri,49630000,SE,,,,,false
8849,Telha,49910000,SE,,,,,false
8850,Tobias Barreto,49300000,SE,,,,,false
8851,Tomar do Geru,49280000,SE,,,,,false
8852,Umbaúba,49260000,SE,,,,,false
8853,Adamantina,17800000,SP,,,,,false
8854,Adolfo,15230000,SP,,,,,false
8855,Agisse,19610000,SP,,,,,false
8856,Água Vermelha,13578000,SP,,,,,false
8857,Aguaí,13860000,SP,,,,,false
8858,Águas da Prata,13890000,SP,,,,,false
8859,Águas de Lindóia,13940000,SP,,,,,false
8860,Águas de Santa Bárbara,18770000,SP,,,,,false
8861,Aguas de Sao Pedro,13525000,SP,,,,,false
8862,Agudos,17120000,SP,,,,,false
8863,Agulha,15945000,SP,,,,,false
8864,Ajapi,13508000,SP,,,,,false
8865,Alambari,18220000,SP,,,,,false
8866,Alberto Moreira,14788000,SP,,,,,false
8867,Aldeia,,SP,,,,,false
8868,Aldeia de Carapicuiba,,SP,,,,,false
8869,Alfredo Guedes,18688000,SP,,,,,false
8870,Alfredo Marcondes,19180000,SP,,,,,false
8871,Altair,15430000,SP,,,,,false
8872,Altinópolis,14350000,SP,,,,,false
8873,Alto Alegre,16310000,SP,,,,,false
8874,Alto Porã,14480000,SP,,,,,false
8875,Alumínio,18125000,SP,,,,,false
8876,Álvares Florence,15540000,SP,,,,,false
8877,Álvares Machado,19160000,SP,,,,,false
8878,Álvaro de Carvalho,17410000,SP,,,,,false
8879,Alvinlândia,17430000,SP,,,,,false
8880,Amadeu Amaral,17530000,SP,,,,,false
8881,Amandaba,16820000,SP,,,,,false
8882,Ameliópolis,19140000,SP,,,,,false
8883,Americana,,SP,,,,,false
8884,Américo Brasiliense,14820000,SP,,,,,false
8885,Américo de Campos,15550000,SP,,,,,false
8886,Amparo,,SP,,,,,false
8887,Ana Dias,11770000,SP,,,,,false
8888,Analândia,13550000,SP,,,,,false
8889,Anápolis,17685000,SP,,,,,false
8890,Andes,14715000,SP,,,,,false
8891,Andradina,,SP,,,,,false
8892,Angatuba,18240000,SP,,,,,false
8893,Anhembi,18620000,SP,,,,,false
8894,Anhumas,19580000,SP,,,,,false
8896,Aparecida,12570000,SP,,,,,false
8897,"Aparecida D'Oeste",15735000,SP,,,,,false
8898,Aparecida de Monte Alto,15915000,SP,,,,,false
8899,Aparecida de São Manuel,18655000,SP,,,,,false
8900,Aparecida do Bonito,15783000,SP,,,,,false
8901,Apiaí,18320000,SP,,,,,false
8902,Apiaí-Mirim,18309000,SP,,,,,false
8903,Arabela,17925000,SP,,,,,false
8904,Aracaçu,18295000,SP,,,,,false
8905,Araçaíba,18323000,SP,,,,,false
8906,Araçariguama,18147000,SP,,,,,false
8907,Araçatuba,,SP,,,,,false
8908,Araçoiaba da Serra,18190000,SP,,,,,false
8909,Aramina,14550000,SP,,,,,false
8910,Arandu,18710000,SP,,,,,false
8911,Arapeí,12870000,SP,,,,,false
8912,Araraquara,,SP,,,,,false
8913,Araras,,SP,,,,,false
8914,Araxás,19310000,SP,,,,,false
8915,Arcadas,,SP,,,,,false
8916,Arco-Íris,17630000,SP,,,,,false
8917,Arealva,17160000,SP,,,,,false
8918,Areias,12820000,SP,,,,,false
8919,Areiópolis,18670000,SP,,,,,false
8920,Ariranha,15960000,SP,,,,,false
8921,Ariri,11995000,SP,,,,,false
8922,Artemis,13432000,SP,,,,,false
8923,Artur Nogueira,13160000,SP,,,,,false
8924,Arujá,7400000,SP,,,,,false
8925,Aspásia,15763000,SP,,,,,false
8926,Assis,,SP,,,,,false
8927,Assistência,13509000,SP,,,,,false
8928,Atibaia,,SP,,,,,false
8929,Atlântida,17840000,SP,,,,,false
8930,Auriflama,15350000,SP,,,,,false
8931,Avaí,16680000,SP,,,,,false
8932,Avanhandava,16360000,SP,,,,,false
8933,Avaré,,SP,,,,,false
8934,Avencas,17532000,SP,,,,,false
8935,Bacaetava,18565000,SP,,,,,false
8936,Cafelândia,16520000,SP,,,,,false
8937,Bady Bassitt,15115000,SP,,,,,false
8938,Baguaçu,15405000,SP,,,,,false
8939,Bairro Alto,12190000,SP,,,,,false
8940,Balbinos,16640000,SP,,,,,false
8941,Bálsamo,15140000,SP,,,,,false
8942,Bananal,12850000,SP,,,,,false
8943,"Bandeirantes D'Oeste",15367000,SP,,,,,false
8944,Barão Ataliba Nogueira,13986000,SP,,,,,false
8945,Barão de Antonina,18490000,SP,,,,,false
8946,Barão de Geraldo,,SP,,,,,false
8947,Barbosa,16350000,SP,,,,,false
8948,Bariri,17250000,SP,,,,,false
8949,Barra Bonita,17340000,SP,,,,,false
8950,Barra do Chapéu,18325000,SP,,,,,false
8951,Barra do Turvo,11955000,SP,,,,,false
8952,Barra Dourada,15125000,SP,,,,,false
8953,Barrânia,13775000,SP,,,,,false
8954,Barretos,,SP,,,,,false
8955,Barrinha,14860000,SP,,,,,false
8956,Barueri,,SP,,,,,false
8957,Bastos,17690000,SP,,,,,false
8958,Batatais,14300000,SP,,,,,false
8959,Batatuba,12975000,SP,,,,,false
8960,Batista Botelho,18794000,SP,,,,,false
8961,Bauru,,SP,,,,,false
8962,Bebedouro,,SP,,,,,false
8963,Bela Floresta,15374000,SP,,,,,false
8964,Bela Vista Sao-carlense,,SP,,,,,false
8965,Bento de Abreu,16790000,SP,,,,,false
8966,Bernardino de Campos,18960000,SP,,,,,false
8967,Bertioga,11250000,SP,,,,,false
8968,Bilac,16210000,SP,,,,,false
8969,Birigui,,SP,,,,,false
8970,Porto União,8940000,SP,,,,,false
8971,Araranguá,8890000,SP,,,,,false
8972,Boa Esperança do Sul,14930000,SP,,,,,false
8973,Boa Vista dos Andradas,15545000,SP,,,,,false
8974,Boa Vista Paulista,,SP,,,,,false
8975,Bocaina,17240000,SP,,,,,false
8976,Bofete,18590000,SP,,,,,false
8977,Boituva,18550000,SP,,,,,false
8978,Bom Fim do Bom Jesus,13319000,SP,,,,,false
8979,Bom Jesus dos Perdões,12955000,SP,,,,,false
8980,Bom Retiro da Esperança,18243000,SP,,,,,false
8981,Bom Sucesso de Itararé,18475000,SP,,,,,false
8982,Bonfim Paulista,14110000,SP,,,,,false
8983,Borá,19740000,SP,,,,,false
8984,Boracéia,17270000,SP,,,,,false
8985,Borborema,14955000,SP,,,,,false
8986,Borebi,18675000,SP,,,,,false
8987,Botafogo,14718000,SP,,,,,false
8988,Botelho,15953000,SP,,,,,false
8989,Botucatu,,SP,,,,,false
8990,Botujuru,,SP,,,,,false
8991,Braço,11980000,SP,,,,,false
8992,Bragança Paulista,,SP,,,,,false
8993,Brás Cubas,,SP,,,,,false
8994,Brasitânia,15617000,SP,,,,,false
8995,Braúna,16290000,SP,,,,,false
8996,Brejo Alegre,16265000,SP,,,,,false
8997,Brodowski,14340000,SP,,,,,false
8998,Brotas,17380000,SP,,,,,false
8999,Bueno de Andrada,14812000,SP,,,,,false
9000,Buri,18290000,SP,,,,,false
9001,Buritama,15290000,SP,,,,,false
9002,Buritizal,14570000,SP,,,,,false
9003,Cabrália Paulista,17480000,SP,,,,,false
9004,Cabreúva,13315000,SP,,,,,false
9005,Caçapava,,SP,,,,,false
9006,Cachoeira de Emas,13645000,SP,,,,,false
9007,Cachoeira Paulista,12630000,SP,,,,,false
9008,Caconde,13770000,SP,,,,,false
9010,Cafesópolis,16530000,SP,,,,,false
9011,Caiabu,19530000,SP,,,,,false
9012,Caibura,11210000,SP,,,,,false
9013,Caieiras,7700000,SP,,,,,false
9014,Caiuá,19450000,SP,,,,,false
9015,Porto Nacional,7750000,SP,,,,,false
9016,Cajati,11950000,SP,,,,,false
9017,Cajobi,15410000,SP,,,,,false
9018,Cajuru,14240000,SP,,,,,false
9019,Cambaquara,11640000,SP,,,,,false
9020,Ibitinga,14945000,SP,,,,,false
9021,Campestrinho,13785000,SP,,,,,false
9022,Campina de Fora,18434000,SP,,,,,false
9023,Campina do Monte Alegre,18245000,SP,,,,,false
9024,Campinal,19490000,SP,,,,,false
9025,Campinas,,SP,,,,,false
9026,Campo Limpo Paulista,,SP,,,,,false
9027,Campos de Cunha,12540000,SP,,,,,false
9028,Campos do Jordão,12460000,SP,,,,,false
9029,Campos Novos Paulista,19960000,SP,,,,,false
9030,Cananéia,11990000,SP,,,,,false
9031,Canas,12615000,SP,,,,,false
9032,Candia,14185000,SP,,,,,false
9033,Cândido Mota,19880000,SP,,,,,false
9034,Cândido Rodrigues,15930000,SP,,,,,false
9035,Canguera,18145000,SP,,,,,false
9036,Canitar,18990000,SP,,,,,false
9037,Capão Bonito,,SP,,,,,false
9038,Capela do Alto,18195000,SP,,,,,false
9039,Capivari,13360000,SP,,,,,false
9040,Capivari da Mata,14508000,SP,,,,,false
9041,Santa Cruz do Rio Pardo,18915000,SP,,,,,false
9042,Capuava,,SP,,,,,false
9043,Caraguatatuba,,SP,,,,,false
9044,Carapicuiba,,SP,,,,,false
9045,Cardeal,13355000,SP,,,,,false
9046,Cardoso,15570000,SP,,,,,false
9048,Caruara,11200000,SP,,,,,false
9049,Casa Branca,13700000,SP,,,,,false
9050,Cássia dos Coqueiros,14260000,SP,,,,,false
9051,Castilho,16920000,SP,,,,,false
9052,Catanduva,,SP,,,,,false
9053,Catiguá,15870000,SP,,,,,false
9054,Catucaba,12150000,SP,,,,,false
9055,Caucaia do Alto,,SP,,,,,false
9056,Cedral,15895000,SP,,,,,false
9057,Cerqueira Cesar,18760000,SP,,,,,false
9058,Cerquilho,18520000,SP,,,,,false
9059,Cesário Lange,18285000,SP,,,,,false
9060,Cezar de Souza,,SP,,,,,false
9061,Charqueada,13515000,SP,,,,,false
9062,Chavantes,18970000,SP,,,,,false
9063,Cipó-Guaçu,6930000,SP,,,,,false
9064,Clarínia,18905000,SP,,,,,false
9065,Clementina,16250000,SP,,,,,false
9066,Cocaes,18227000,SP,,,,,false
9067,Colina,14770000,SP,,,,,false
9068,Colômbia,14795000,SP,,,,,false
9069,Conceição de Monte Alegre,19710000,SP,,,,,false
9070,Conchal,13835000,SP,,,,,false
9071,Conchas,18570000,SP,,,,,false
9072,Cordeirópolis,13490000,SP,,,,,false
9073,Coroados,16260000,SP,,,,,false
9074,Coronel Goulart,19165000,SP,,,,,false
9075,Coronel Macedo,18745000,SP,,,,,false
9076,Corredeira,16610000,SP,,,,,false
9077,Corrego Rico,14896000,SP,,,,,false
9078,Corumbataí,13540000,SP,,,,,false
9079,Cosmopolis,13150000,SP,,,,,false
9080,Cosmorama,15530000,SP,,,,,false
9081,Costa Machado,19265000,SP,,,,,false
9082,Cotia,,SP,,,,,false
9083,Cravinhos,14140000,SP,,,,,false
9084,Cristais Paulista,14460000,SP,,,,,false
9085,Cruz das Posses,14179000,SP,,,,,false
9086,Cruzália,19860000,SP,,,,,false
9087,Cruzeiro,,SP,,,,,false
9088,Cubatão,,SP,,,,,false
9089,Cuiabá Paulista,19270000,SP,,,,,false
9090,Cunha,12530000,SP,,,,,false
9091,Curupá,14915000,SP,,,,,false
9092,Dalas,15725000,SP,,,,,false
9093,Descalvado,13690000,SP,,,,,false
9094,Diadema,,SP,,,,,false
9095,Dirce Reis,15715000,SP,,,,,false
9096,Dirceu,17537000,SP,,,,,false
9097,Divinolândia,13780000,SP,,,,,false
9098,Dobrada,15980000,SP,,,,,false
9099,Dois Córregos,17300000,SP,,,,,false
9100,Dolcinópolis,15740000,SP,,,,,false
9101,Domélia,17123000,SP,,,,,false
9102,Dourado,13590000,SP,,,,,false
9103,Dracena,17900000,SP,,,,,false
9104,Duartina,17470000,SP,,,,,false
9105,Dumont,14120000,SP,,,,,false
9106,Duplo Céu,15472000,SP,,,,,false
9107,Echaporã,19830000,SP,,,,,false
9108,Eldorado,11960000,SP,,,,,false
9109,Eleutério,13988000,SP,,,,,false
9110,Elias Fausto,13350000,SP,,,,,false
9111,Elisiário,15823000,SP,,,,,false
9112,Embaúba,15425000,SP,,,,,false
9113,Embu,,SP,,,,,false
9114,Embu-Guaçu,6900000,SP,,,,,false
9115,Emilianópolis,19350000,SP,,,,,false
9116,Eneida,19130000,SP,,,,,false
9117,Engenheiro Balduíno,15154000,SP,,,,,false
9118,Engenheiro Coelho,13165000,SP,,,,,false
9119,Engenheiro Maia,18445000,SP,,,,,false
9120,Engenheiro Schmidt,15104000,SP,,,,,false
9121,Esmeralda,15795000,SP,,,,,false
9122,"Esperança D'Oeste",19535000,SP,,,,,false
9123,Espigão,19575000,SP,,,,,false
9124,Espírito Santo do Pinhal,13990000,SP,,,,,false
9125,Espirito Santo do Turvo,18935000,SP,,,,,false
9126,Estiva Gerbi,13857000,SP,,,,,false
9127,"Estrela D'Oeste",15650000,SP,,,,,false
9128,Estrela do Norte,19230000,SP,,,,,false
9129,Euclides da Cunha Paulista,19275000,SP,,,,,false
9130,Eugênio de Melo,,SP,,,,,false
9131,Fartura,18870000,SP,,,,,false
9132,Fátima,16490000,SP,,,,,false
9133,Fátima Paulista,15757000,SP,,,,,false
9134,Fazenda Velha,18288000,SP,,,,,false
9135,Fernando Prestes,15940000,SP,,,,,false
9136,Fernandópolis,15600000,SP,,,,,false
9137,Fernão,17455000,SP,,,,,false
9138,Ferraz de Vasconcelos,,SP,,,,,false
9139,Flora Rica,17870000,SP,,,,,false
9140,Floreal,15320000,SP,,,,,false
9141,Floresta do Sul,19120000,SP,,,,,false
9142,Flórida Paulista,17830000,SP,,,,,false
9143,Florínea,19870000,SP,,,,,false
9144,Franca,,SP,,,,,false
9145,Francisco Morato,,SP,,,,,false
9146,Franco da Rocha,,SP,,,,,false
9147,Frutal do Campo,19885000,SP,,,,,false
9148,Gabriel Monteiro,16220000,SP,,,,,false
9149,Gália,17450000,SP,,,,,false
9150,Garça,17400000,SP,,,,,false
9151,Gardênia,19620000,SP,,,,,false
9152,Gastão Vidigal,15330000,SP,,,,,false
9153,Gavião Peixoto,14813000,SP,,,,,false
9154,General Salgado,15300000,SP,,,,,false
9155,Getulina,16450000,SP,,,,,false
9156,Glicério,16270000,SP,,,,,false
9157,Gramadinho,18218000,SP,,,,,false
9158,Guachos,19510000,SP,,,,,false
9159,Pederneiras,17285000,SP,,,,,false
9160,Guaiçara,16430000,SP,,,,,false
9161,Guaimbé,16480000,SP,,,,,false
9162,Guaíra,14790000,SP,,,,,false
9163,Guamium,13431000,SP,,,,,false
9164,Guapiaçu,15110000,SP,,,,,false
9165,Guapiara,18310000,SP,,,,,false
9166,Guapiranga,16420000,SP,,,,,false
9167,Guará,14580000,SP,,,,,false
