id,idprojeto,descricao,cc1,cc2,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao,status
46,189,Desenvolvimento de projetos - Subsídio-SC-Iporã do Oeste-Confecções (comércio),6818.1070,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
47,189,Desenvolvimento de projetos - Subsídio-SC-Lages-Tecnologia e Inovação,6818.1075,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
48,189,Desenvolvimento de projetos - Subsídio-SC-Quilombo-Vitivinicultores,6818.1079,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
49,189,Desenvolvimento de projetos - Subsídio-SC-Rio do Sul-Construção Civil,6818.1080,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
50,189,"Desenvolvimento de projetos - Subsídio-SC-Rio do Sul-Bares, restaurantes e lanchonetes",6818.1081,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
51,189,Desenvolvimento de projetos - Subsídio-SC-Rio do Sul-Tecnologia e Inovação,6818.1082,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
52,189,Desenvolvimento de projetos - Subsídio-SC-São Lourenço do Oeste-Diversos,6818.1086,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
53,189,Desenvolvimento de projetos - Subsídio-SC-São Lourenço do Oeste-Móveis (Indústria),6818.1087,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
54,189,Desenvolvimento de projetos - Subsídio-SC-São Miguel do Oeste-Escritórios de contabilidade e contadores,6818.1089,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
55,189,Desenvolvimento de projetos - Subsídio-SC-São Miguel do Oeste-Auto mecânicas,6818.1091,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
56,189,Desenvolvimento de projetos - Subsídio-SC-São Miguel do Oeste-Mercados e mercearias e supermercados,6818.1092,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
57,189,Desenvolvimento de projetos - Subsídio-SC-São Miguel do Oeste-Tecnologia e Inovação,6818.1093,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
58,189,Desenvolvimento de projetos - Subsídio-SC-Brusque-Confecções (indústria e comércio),6818.1096,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
59,189,Desenvolvimento de projetos - Subsídio-SC-Brusque-Panificadoras e confeitarias,6818.1098,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
60,189,Desenvolvimento de projetos - Subsídio-SC-Campos Novos-Auto mecânicas,6818.1101,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
61,189,Desenvolvimento de projetos - Subsídio-SC-Florianópolis-Auto mecânicas,6818.1113,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
62,189,Desenvolvimento de projetos - Subsídio-SC-Iporã do Oeste-Auto mecânicas,6818.1118,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
63,189,Desenvolvimento de projetos - Subsídio-SC-Ituporanga-Turismo,6818.1119,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
64,189,Desenvolvimento de projetos - Subsídio-SC-São Miguel do Oeste-Mulher Empresária,6818.1125,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
65,189,Desenvolvimento de projetos - Subsídio-PR-Assis Chateaubriand-Mulher Empresária,6818.1129,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
66,189,Desenvolvimento de projetos - Subsídio-PR-Guarapuava-Mulher Empresária,6818.1133,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
67,189,Desenvolvimento de projetos - Subsídio-PR-Londrina-Engenheiros e arquitetos,6818.1136,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
68,189,"Desenvolvimento de projetos - Subsídio-PR-Marechal Candido Rondon-Bares, restaurantes e lanchonetes",6818.1137,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
69,189,Desenvolvimento de projetos - Subsídio-PR-Marechal Candido Rondon-Imobiliárias,6818.1138,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
70,189,Desenvolvimento de projetos - Subsídio-PR-Marechal Candido Rondon-Informática (serviços),6818.1139,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
71,189,Desenvolvimento de projetos - Subsídio-PR-Marechal Candido Rondon-Auto elétrica,6818.1141,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
72,189,Desenvolvimento de projetos - Subsídio-PR-Marechal Candido Rondon-Móveis (Indústria),6818.1142,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
73,189,Desenvolvimento de projetos - Subsídio-PR-Maringá-Auto mecânicas,6818.1150,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
74,189,Desenvolvimento de projetos - Subsídio-PR-Maringá-Confecções (indústria),6818.1151,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
75,189,Desenvolvimento de projetos - Subsídio-PR-Medianeira-Imobiliárias,6818.1155,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
76,189,Desenvolvimento de projetos - Subsídio-PR-Quedas do Iguaçu-Imobiliárias e corretores,6818.1158,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
77,189,Desenvolvimento de projetos - Subsídio-PR-Toledo-Imobiliárias,6818.1161,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
78,189,Desenvolvimento de projetos - Subsídio-PR-Toledo-Materiais de construção (loja),6818.1162,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
79,189,"Desenvolvimento de projetos - Subsídio-SP-Barra Bonita-Bares, restaurantes e lanchonetes",6818.1166,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
80,189,Desenvolvimento de projetos - Subsídio-SP-Franca-Materiais de construção (comércio),6818.1170,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
81,189,"Desenvolvimento de projetos - Subsídio-SP-Franca-Bares, restaurantes e lanchonetes",6818.1172,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
82,189,Desenvolvimento de projetos - Subsídio-SP-Franca-Informática (serviços),6818.1173,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
83,189,Desenvolvimento de projetos - Subsídio-SP-José Bonifácio-Auto mecânicas,6818.1176,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
84,189,Desenvolvimento de projetos - Subsídio-SP-José Bonifácio-Informática (serviços),6818.1178,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
85,189,Desenvolvimento de projetos - Subsídio-SP-José Bonifácio-Confecções (comércio),6818.1179,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
86,189,Desenvolvimento de projetos - Subsídio-SP-Lençóis Paulista-Feirantes e pequenos produtores rurais,6818.1180,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
87,189,Desenvolvimento de projetos - Subsídio-SP-Marília-Informática (serviços),6818.1182,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
88,189,Desenvolvimento de projetos - Subsídio-SP-Mogi das Cruzes-Academias de ginástica,6818.1183,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
89,189,Desenvolvimento de projetos - Subsídio-SP-Presidente Prudente-Auto mecânicas,6818.1184,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
90,189,Desenvolvimento de projetos - Subsídio-SP-Ribeirão Preto-Clínicas veterinárias,6818.1188,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
91,189,Desenvolvimento de projetos - Subsídio-SP-Santo André-Mulher Empresária,6818.1192,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
92,189,Desenvolvimento de projetos - Subsídio-SP-São José do Rio Preto-Escolas Infantis,6818.1193,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
93,189,Desenvolvimento de projetos - Subsídio-SP-Socorro-Artesanato,6818.1194,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
94,189,"Desenvolvimento de projetos - Subsídio-BA-Paulo Afonso-Bares, restaurantes e lanchonetes",6818.1200,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
95,189,Desenvolvimento de projetos - Subsídio-RN-Apodi-Confecções (comércio),6818.1206,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
96,189,Desenvolvimento de projetos - Subsídio-MG-Carmópolis de Minas-Salões de beleza /cabeleireiros,6818.1218,Apoio a projetos,2019-04-15 08:40:50,gabriel.lima,2019-04-15 08:40:50,gabriel.lima,
