id,idempresa,origem
174181,117665,CEF
174182,109567,CEF
174183,117667,CEF
174184,109570,CEF
174185,117668,CEF
174186,109573,CEF
174187,117669,CEF
174188,109575,CEF
174189,117671,CEF
174190,109577,CEF
174191,117673,CEF
174192,109579,CEF
174193,117673,CEF
174194,109583,CEF
174195,117673,CEF
174196,109589,CEF
174197,117673,CEF
174198,109592,CEF
174199,117675,CEF
174200,109594,CEF
174201,117677,CEF
174202,109596,CEF
174203,117678,CEF
174204,109599,CEF
174205,117681,CEF
174206,109602,CEF
174207,117683,CEF
174208,109606,CEF
174209,117686,CEF
174210,109607,CEF
174211,117688,CEF
174212,109613,CEF
174213,117692,CEF
174214,109613,CEF
174215,117696,CEF
174216,109616,CEF
174217,117698,CEF
174218,109620,CEF
174219,117701,CEF
174220,109626,CEF
174221,117702,CEF
174222,109630,CEF
174223,117704,CEF
174224,109631,CEF
174225,117706,CEF
174226,109633,CEF
174227,117708,CEF
174228,109635,CEF
174229,117709,CEF
174230,109635,CEF
174231,117711,CEF
174232,109639,CEF
174233,117713,CEF
174234,109642,CEF
174235,117715,CEF
174236,109643,CEF
174237,117719,CEF
174238,109647,CEF
174239,117721,CEF
174240,109649,CEF
174241,117723,CEF
174242,109655,CEF
174243,117727,CEF
174244,109657,CEF
174245,117729,CEF
174246,109661,CEF
174247,117732,CEF
174248,109663,CEF
174249,117735,CEF
174250,109666,CEF
174251,117737,CEF
174252,109666,CEF
174253,117738,CEF
174254,109668,CEF
174255,117739,CEF
174256,109671,CEF
174257,117741,CEF
174258,109676,CEF
174259,117742,CEF
174260,109676,CEF
174261,117744,CEF
174262,109683,CEF
174263,117746,CEF
174264,109685,CEF
174265,117748,CEF
174266,109686,CEF
174267,53408,CEF
174268,109689,CEF
174269,117751,CEF
174270,109691,CEF
174271,117753,CEF
174272,109702,CEF
174273,117755,CEF
174274,109707,CEF
174275,117759,CEF
174276,109709,CEF
174277,117760,CEF
174278,109711,CEF
174279,117761,CEF
174280,109714,CEF
174281,117763,CEF
174282,109716,CEF
174283,117764,CEF
174284,109718,CEF
174285,117767,CEF
174286,109721,CEF
174287,117769,CEF
174288,109722,CEF
174289,117771,CEF
174290,109726,CEF
174291,117772,CEF
174292,109731,CEF
174293,117774,CEF
174294,109733,CEF
174295,117778,CEF
174296,109733,CEF
174297,117780,CEF
174298,109736,CEF
174299,117782,CEF
174300,109739,CEF
174301,117784,CEF
174302,109741,CEF
174303,117787,CEF
174304,109744,CEF
174305,117790,CEF
174306,109749,CEF
174307,117791,CEF
174308,109755,CEF
174309,117793,CEF
174310,109757,CEF
174311,117794,CEF
174312,109761,CEF
174313,117795,CEF
174314,109763,CEF
174315,117796,CEF
174316,109766,CEF
174317,117798,CEF
174318,109768,CEF
174319,117800,CEF
174320,109769,CEF
174321,117803,CEF
174322,109771,CEF
174323,117805,CEF
174324,109774,CEF
174325,117807,CEF
174326,109776,CEF
174327,117809,CEF
174328,109779,CEF
174329,117811,CEF
174330,109781,CEF
174331,117812,CEF
174332,109786,CEF
174333,117815,CEF
174334,109789,CEF
174335,117817,CEF
174336,109789,CEF
174337,117820,CEF
174338,109790,CEF
174339,117821,CEF
174340,109794,CEF
174341,117823,CEF
174342,109794,CEF
174343,117825,CEF
174344,109798,CEF
174345,117827,CEF
174346,109801,CEF
174347,117829,CEF
174348,109805,CEF
174349,117832,CEF
174350,109811,CEF
174351,117835,CEF
174352,109814,CEF
174353,117837,CEF
174354,109816,CEF
174355,117840,CEF
174356,109818,CEF
174357,117842,CEF
174358,109821,CEF
174359,117843,CEF
174360,109821,CEF
174361,117845,CEF
174362,109825,CEF
174363,117847,CEF
174364,109828,CEF
174365,117849,CEF
174366,109831,CEF
174367,117853,CEF
174368,109832,CEF
174369,117856,CEF
174370,109834,CEF
174371,117858,CEF
174372,109836,CEF
174373,117861,CEF
174374,109841,CEF
174375,117863,CEF
174376,109845,CEF
174377,117865,CEF
174378,109849,CEF
174379,117869,CEF
174380,109851,CEF
174381,117871,CEF
174382,109851,CEF
174383,117873,CEF
174384,109854,CEF
174385,117876,CEF
174386,109857,CEF
174387,117878,CEF
174388,109859,CEF
174389,117880,CEF
174390,109864,CEF
174391,117880,CEF
174392,109867,CEF
174393,117883,CEF
174394,109871,CEF
174395,117884,CEF
174396,109873,CEF
174397,117886,CEF
174398,109879,CEF
174399,117889,CEF
174400,109882,CEF
174401,117890,CEF
174402,109885,CEF
174403,117892,CEF
174404,109888,CEF
174405,117894,CEF
174406,109891,CEF
174407,117897,CEF
174408,109894,CEF
174409,117899,CEF
174410,109897,CEF
174411,117900,CEF
174412,109900,CEF
174413,117902,CEF
174414,109902,CEF
174415,117904,CEF
174416,109905,CEF
174417,117905,CEF
174418,109907,CEF
174419,117907,CEF
174420,109913,CEF
174421,117909,CEF
174422,109917,CEF
174423,117911,CEF
174424,109921,CEF
174425,117913,CEF
174426,109925,CEF
174427,117914,CEF
174428,109928,CEF
174429,117918,CEF
174430,109930,CEF
174431,117920,CEF
174432,109934,CEF
174433,117923,CEF
174434,109938,CEF
174435,117925,CEF
174436,109941,CEF
174437,117928,CEF
174438,109943,CEF
174439,117930,CEF
174440,109948,CEF
174441,117932,CEF
174442,109950,CEF
174443,117935,CEF
174444,109956,CEF
174445,117937,CEF
174446,109959,CEF
174447,117938,CEF
174448,109962,CEF
174449,117940,CEF
174450,109966,CEF
174451,117941,CEF
174452,109969,CEF
174453,117943,CEF
174454,109971,CEF
174455,117945,CEF
174456,109974,CEF
174457,117947,CEF
174458,109979,CEF
174459,117949,CEF
174460,109982,CEF
174461,117951,CEF
174462,109984,CEF
174463,117952,CEF
174464,109993,CEF
174465,117954,CEF
174466,109994,CEF
174467,117956,CEF
174468,109996,CEF
174469,117957,CEF
174470,109996,CEF
174471,117959,CEF
174472,109998,CEF
174473,117961,CEF
174474,110000,CEF
174475,117964,CEF
174476,110003,CEF
174477,117966,CEF
174478,110006,CEF
174479,117968,CEF
174480,110009,CEF
174481,117969,CEF
174482,110011,CEF
174483,117971,CEF
174484,110013,CEF
174485,117973,CEF
174486,110026,CEF
174487,117975,CEF
174488,110028,CEF
174489,117977,CEF
174490,110031,CEF
174491,117978,CEF
174492,110033,CEF
174493,117980,CEF
174494,110038,CEF
174495,117982,CEF
174496,110042,CEF
174497,117983,CEF
174498,110048,CEF
174499,117985,CEF
174500,110050,CEF
174501,117987,CEF
174502,110052,CEF
174503,117990,CEF
174504,110056,CEF
174505,117992,CEF
174506,110056,CEF
174507,117994,CEF
174508,110058,CEF
174509,117995,CEF
174510,110061,CEF
174511,117997,CEF
174512,110063,CEF
174513,117999,CEF
174514,110065,CEF
174515,118001,CEF
174516,110069,CEF
174517,118003,CEF
174518,110072,CEF
174519,118006,CEF
174520,110073,CEF
174521,118011,CEF
174522,110077,CEF
174523,118012,CEF
174524,110078,CEF
174525,118014,CEF
174526,110081,CEF
174527,118017,CEF
174528,110083,CEF
174529,118019,CEF
174530,110086,CEF
174531,118020,CEF
174532,110091,CEF
174533,118021,CEF
174534,110092,CEF
174535,118024,CEF
174536,110094,CEF
174537,118026,CEF
174538,110096,CEF
174539,118029,CEF
174540,110098,CEF
174541,118033,CEF
174542,110098,CEF
174543,118035,CEF
174544,110102,CEF
174545,118037,CEF
174546,110109,CEF
174547,118039,CEF
174548,110112,CEF
174549,118040,CEF
174550,110114,CEF
174551,118043,CEF
174552,110116,CEF
174553,118045,CEF
174554,110118,CEF
174555,118047,CEF
174556,110120,CEF
174557,118049,CEF
174558,110123,CEF
174559,118051,CEF
174560,110126,CEF
174561,118053,CEF
174562,110128,CEF
174563,118057,CEF
174564,110130,CEF
174565,118059,CEF
174566,110133,CEF
174567,118061,CEF
174568,110138,CEF
174569,118063,CEF
174570,110141,CEF
174571,118065,CEF
174572,110146,CEF
174573,53907,CEF
174574,110149,CEF
174575,118068,CEF
174576,110152,CEF
174577,118069,CEF
174578,110155,CEF
174579,118070,CEF
174580,110157,CEF
174581,118071,CEF
174582,110161,CEF
174583,118074,CEF
174584,110165,CEF
174585,118074,CEF
174586,110167,CEF
174587,118075,CEF
174588,110168,CEF
174589,118077,CEF
174590,110171,CEF
174591,118079,CEF
174592,110175,CEF
174593,118081,CEF
174594,110177,CEF
174595,118081,CEF
174596,110178,CEF
174597,118081,CEF
174598,110179,CEF
174599,118081,CEF
174600,110182,CEF
174601,118083,CEF
174602,110186,CEF
174603,118085,CEF
174604,110188,CEF
174605,118087,CEF
174606,110192,CEF
174607,118089,CEF
174608,110192,CEF
174609,118093,CEF
174610,110197,CEF
174611,118094,CEF
174612,110200,CEF
174613,118096,CEF
174614,110205,CEF
174615,118098,CEF
174616,110207,CEF
174617,118099,CEF
174618,110210,CEF
174619,118101,CEF
174620,110213,CEF
174621,118103,CEF
174622,110214,CEF
174623,118105,CEF
174624,110216,CEF
174625,118107,CEF
174626,110216,CEF
174627,53701,CEF
174628,110223,CEF
174629,118109,CEF
174630,110226,CEF
174631,118110,CEF
174632,110229,CEF
174633,118113,CEF
174634,110231,CEF
174635,118115,CEF
174636,110232,CEF
174637,118118,CEF
174638,110234,CEF
174639,118120,CEF
174640,110236,CEF
174641,118122,CEF
174642,110241,CEF
174643,118125,CEF
174644,110247,CEF
174645,101231,CEF
174646,110249,CEF
174647,118127,CEF
174648,110251,CEF
174649,118129,CEF
174650,110254,CEF
174651,118133,CEF
174652,110256,CEF
174653,118135,CEF
174654,110257,CEF
174655,118137,CEF
174656,110260,CEF
174657,118138,CEF
174658,110264,CEF
174659,118139,CEF
174660,110267,CEF
174661,118141,CEF
174662,110269,CEF
174663,118142,CEF
174664,110272,CEF
174665,118144,CEF
174666,110274,CEF
174667,118145,CEF
174668,110279,CEF
174669,118146,CEF
174670,110282,CEF
174671,118148,CEF
174672,110285,CEF
174673,118150,CEF
174674,110288,CEF
174675,118154,CEF
174676,110291,CEF
174677,118156,CEF
174678,110293,CEF
174679,118158,CEF
174680,110297,CEF
174681,118159,CEF
174682,110299,CEF
174683,118161,CEF
174684,110303,CEF
174685,118161,CEF
174686,110303,CEF
174687,118164,CEF
174688,110309,CEF
174689,118165,CEF
174690,110311,CEF
174691,118166,CEF
174692,110313,CEF
174693,118167,CEF
174694,110316,CEF
174695,118168,CEF
174696,110319,CEF
174697,118169,CEF
174698,110319,CEF
174699,118170,CEF
174700,110323,CEF
174701,118173,CEF
174702,110344,CEF
174703,118175,CEF
174704,110352,CEF
174705,118177,CEF
174706,110354,CEF
174707,118179,CEF
174708,110357,CEF
174709,118180,CEF
174710,110362,CEF
174711,118182,CEF
174712,110364,CEF
174713,118183,CEF
174714,110367,CEF
174715,118185,CEF
174716,110372,CEF
174717,118187,CEF
174718,110375,CEF
174719,118189,CEF
174720,110378,CEF
174721,118190,CEF
174722,110379,CEF
174723,118191,CEF
174724,110383,CEF
174725,118193,CEF
174726,110387,CEF
174727,118195,CEF
174728,110389,CEF
174729,118198,CEF
174730,110392,CEF
174731,118200,CEF
174732,110393,CEF
174733,118202,CEF
174734,110398,CEF
174735,118204,CEF
174736,110399,CEF
174737,118207,CEF
174738,110401,CEF
174739,118209,CEF
174740,110404,CEF
174741,118212,CEF
174742,110409,CEF
174743,118216,CEF
174744,110411,CEF
174745,118219,CEF
174746,110413,CEF
174747,118222,CEF
174748,110416,CEF
174749,118224,CEF
174750,110418,CEF
174751,118227,CEF
174752,110422,CEF
174753,118230,CEF
174754,110424,CEF
174755,118231,CEF
174756,110427,CEF
174757,118233,CEF
174758,110429,CEF
174759,118233,CEF
174760,110430,CEF
174761,118234,CEF
174762,110432,CEF
174763,118237,CEF
174764,110441,CEF
174765,118239,CEF
174766,110444,CEF
174767,118242,CEF
174768,110444,CEF
174769,118243,CEF
174770,110447,CEF
174771,118245,CEF
174772,110450,CEF
174773,118247,CEF
174774,110456,CEF
174775,118249,CEF
174776,110459,CEF
174777,118250,CEF
174778,110459,CEF
174779,118252,CEF
174780,110464,CEF
174781,118255,CEF
174782,110465,CEF
174783,118258,CEF
174784,110468,CEF
174785,118260,CEF
174786,110468,CEF
174787,118262,CEF
174788,110471,CEF
174789,118264,CEF
174790,110474,CEF
174791,118266,CEF
174792,110477,CEF
174793,118267,CEF
174794,110479,CEF
174795,118271,CEF
174796,110482,CEF
174797,118274,CEF
174798,110483,CEF
174799,118276,CEF
174800,110489,CEF
174801,118278,CEF
174802,110492,CEF
174803,118280,CEF
174804,110495,CEF
174805,118281,CEF
174806,110495,CEF
174807,118283,CEF
174808,110498,CEF
174809,118285,CEF
174810,110499,CEF
174811,118288,CEF
174812,110501,CEF
174813,118290,CEF
174814,110506,CEF
174815,118292,CEF
174816,110509,CEF
174817,118293,CEF
174818,110512,CEF
174819,118296,CEF
174820,110513,CEF
174821,118298,CEF
174822,110513,CEF
174823,118300,CEF
174824,110515,CEF
174825,118301,CEF
174826,110517,CEF
174827,118303,CEF
174828,110520,CEF
174829,118306,CEF
174830,110523,CEF
174831,118308,CEF
174832,110525,CEF
174833,118311,CEF
174834,110527,CEF
174835,118314,CEF
174836,110528,CEF
174837,118316,CEF
174838,110530,CEF
174839,118318,CEF
174840,110530,CEF
174841,118320,CEF
174842,110533,CEF
174843,118323,CEF
174844,110535,CEF
174845,118323,CEF
174846,110537,CEF
174847,118324,CEF
174848,110537,CEF
174849,118326,CEF
174850,110541,CEF
174851,118327,CEF
174852,110543,CEF
174853,118329,CEF
174854,110546,CEF
174855,118331,CEF
174856,110549,CEF
174857,118332,CEF
174858,110552,CEF
174859,118334,CEF
174860,110554,CEF
174861,118337,CEF
174862,110556,CEF
174863,118340,CEF
174864,110559,CEF
174865,118342,CEF
174866,110562,CEF
174867,118343,CEF
174868,110565,CEF
174869,118345,CEF
174870,110568,CEF
174871,118347,CEF
174872,110572,CEF
174873,118349,CEF
174874,110575,CEF
174875,118350,CEF
174876,110577,CEF
174877,118352,CEF
174878,110580,CEF
174879,118353,CEF
174880,110583,CEF
174881,118354,CEF
174882,110586,CEF
174883,118355,CEF
174884,110589,CEF
174885,118356,CEF
174886,110590,CEF
174887,118357,CEF
174888,110592,CEF
174889,118358,CEF
174890,110593,CEF
174891,118359,CEF
174892,110596,CEF
174893,118359,CEF
174894,110598,CEF
174895,118359,CEF
174896,110601,CEF
174897,118359,CEF
174898,110603,CEF
174899,118360,CEF
174900,110609,CEF
174901,118361,CEF
174902,110611,CEF
174903,118361,CEF
174904,110614,CEF
174905,118361,CEF
174906,110617,CEF
174907,118361,CEF
174908,110620,CEF
174909,118362,CEF
174910,110622,CEF
174911,118363,CEF
174912,110626,CEF
174913,118363,CEF
174914,110630,CEF
174915,118363,CEF
174916,110637,CEF
174917,118363,CEF
174918,110640,CEF
174919,118364,CEF
174920,110642,CEF
174921,118365,CEF
174922,110645,CEF
174923,118366,CEF
174924,110647,CEF
174925,118367,CEF
174926,110651,CEF
174927,118368,CEF
174928,110655,CEF
174929,118369,CEF
174930,110658,CEF
174931,118370,CEF
174932,110661,CEF
174933,118371,CEF
174934,110665,CEF
174935,118372,CEF
174936,110670,CEF
174937,118373,CEF
174938,110670,CEF
174939,118374,CEF
174940,110674,CEF
174941,118375,CEF
174942,110676,CEF
174943,118376,CEF
174944,110680,CEF
174945,118377,CEF
174946,110683,CEF
174947,118378,CEF
174948,110686,CEF
174949,118379,CEF
174950,110689,CEF
174951,118380,CEF
174952,110693,CEF
174953,118381,CEF
174954,110693,CEF
174955,118382,CEF
174956,110696,CEF
174957,118383,CEF
174958,110698,CEF
174959,118384,CEF
174960,110700,CEF
174961,118385,CEF
174962,110703,CEF
174963,118386,CEF
174964,110705,CEF
174965,118387,CEF
174966,110708,CEF
174967,118388,CEF
174968,110708,CEF
174969,118389,CEF
174970,110710,CEF
174971,118390,CEF
174972,110712,CEF
174973,118390,CEF
174974,110716,CEF
174975,118390,CEF
174976,110719,CEF
174977,118390,CEF
174978,110723,CEF
174979,118390,CEF
174980,110726,CEF
174981,118390,CEF
174982,110728,CEF
174983,118390,CEF
174984,110733,CEF
174985,118390,CEF
174986,110736,CEF
174987,118391,CEF
174988,110742,CEF
174989,118392,CEF
174990,110744,CEF
174991,118393,CEF
174992,110747,CEF
174993,118394,CEF
174994,110755,CEF
174995,118395,CEF
174996,110757,CEF
174997,118396,CEF
174998,110760,CEF
174999,118397,CEF
175000,110763,CEF
175001,118398,CEF
175002,110768,CEF
175003,118399,CEF
175004,110770,CEF
175005,118400,CEF
175006,110770,CEF
175007,118401,CEF
175008,110772,CEF
175009,118402,CEF
175010,110775,CEF
175011,118403,CEF
175012,110780,CEF
175013,118404,CEF
175014,110783,CEF
175015,118405,CEF
175016,110785,CEF
175017,118406,CEF
175018,110787,CEF
175019,118407,CEF
175020,110791,CEF
175021,118408,CEF
175022,110792,CEF
175023,101461,CEF
175024,110795,CEF
175025,118409,CEF
175026,110803,CEF
175027,118410,CEF
175028,110806,CEF
175029,118411,CEF
175030,110809,CEF
175031,118412,CEF
175032,110810,CEF
175033,118413,CEF
175034,110815,CEF
175035,118414,CEF
175036,110819,CEF
175037,118415,CEF
175038,110822,CEF
175039,118416,CEF
175040,110824,CEF
175041,118417,CEF
175042,110829,CEF
175043,118418,CEF
175044,110831,CEF
175045,118419,CEF
175046,110836,CEF
175047,118420,CEF
175048,110836,CEF
175049,118421,CEF
175050,110839,CEF
175051,118422,CEF
175052,110842,CEF
175053,118423,CEF
175054,110842,CEF
175055,118424,CEF
175056,110846,CEF
175057,118425,CEF
175058,110848,CEF
175059,118426,CEF
175060,110854,CEF
175061,118427,CEF
175062,110855,CEF
175063,118428,CEF
175064,110855,CEF
175065,118429,CEF
175066,110858,CEF
175067,118430,CEF
175068,110861,CEF
175069,118431,CEF
175070,110864,CEF
175071,118432,CEF
175072,110867,CEF
175073,118433,CEF
175074,110867,CEF
175075,118434,CEF
175076,110871,CEF
175077,118435,CEF
175078,110874,CEF
175079,118436,CEF
175080,110875,CEF
175081,118437,CEF
175082,110877,CEF
175083,118438,CEF
175084,110882,CEF
175085,118439,CEF
175086,110885,CEF
175087,118440,CEF
175088,110890,CEF
175089,118441,CEF
175090,110892,CEF
175091,118442,CEF
175092,110895,CEF
175093,118443,CEF
175094,110898,CEF
175095,118444,CEF
175096,110900,CEF
175097,118445,CEF
175098,110900,CEF
175099,118446,CEF
175100,110901,CEF
175101,118447,CEF
175102,110906,CEF
175103,118448,CEF
175104,110908,CEF
175105,118449,CEF
175106,110910,CEF
175107,118450,CEF
175108,110915,CEF
175109,118451,CEF
175110,110919,CEF
175111,110922,CEF
175112,110934,CEF
175113,118452,CEF
175114,110935,CEF
175115,118453,CEF
175116,110938,CEF
175117,101525,CEF
175118,110941,CEF
175119,118454,CEF
175120,110943,CEF
175121,118454,CEF
175122,110946,CEF
175123,118455,CEF
175124,110948,CEF
175125,118456,CEF
175126,110951,CEF
175127,118457,CEF
175128,110957,CEF
175129,118458,CEF
175130,110960,CEF
175131,118459,CEF
175132,110963,CEF
175133,118460,CEF
175134,110966,CEF
175135,118461,CEF
175136,110968,CEF
175137,118462,CEF
175138,110971,CEF
175139,118463,CEF
175140,110973,CEF
175141,5354,CEF
175142,110977,CEF
175143,118464,CEF
175144,110979,CEF
175145,118465,CEF
175146,110984,CEF
175147,118466,CEF
175148,110987,CEF
175149,118467,CEF
175150,110988,CEF
175151,118468,CEF
175152,110990,CEF
175153,118469,CEF
175154,110992,CEF
175155,118470,CEF
175156,110997,CEF
175157,118471,CEF
175158,111001,CEF
175159,118472,CEF
175160,111002,CEF
175161,118473,CEF
175162,111006,CEF
175163,118474,CEF
175164,111008,CEF
175165,118475,CEF
175166,111008,CEF
175167,118476,CEF
175168,111013,CEF
175169,118477,CEF
175170,111015,CEF
175171,118478,CEF
175172,111017,CEF
175173,118479,CEF
175174,111021,CEF
175175,118480,CEF
175176,111024,CEF
175177,118480,CEF
175178,111025,CEF
175179,118481,CEF
175180,111028,CEF
175181,118482,CEF
175182,111031,CEF
175183,118483,CEF
175184,111035,CEF
175185,118484,CEF
175186,111037,CEF
175187,118485,CEF
175188,111041,CEF
175189,118486,CEF
175190,111043,CEF
175191,118487,CEF
175192,111046,CEF
175193,118488,CEF
175194,111050,CEF
175195,118489,CEF
175196,111053,CEF
175197,118490,CEF
175198,111057,CEF
175199,118491,CEF
175200,111059,CEF
175201,118492,CEF
175202,111064,CEF
175203,118493,CEF
175204,111066,CEF
175205,118494,CEF
175206,111066,CEF
175207,118495,CEF
175208,111069,CEF
175209,118496,CEF
175210,111074,CEF
175211,118497,CEF
175212,111077,CEF
175213,40397,CEF
175214,111081,CEF
175215,118498,CEF
175216,111083,CEF
175217,118499,CEF
175218,111090,CEF
175219,118500,CEF
175220,111094,CEF
175221,118501,CEF
175222,111095,CEF
175223,118502,CEF
175224,111099,CEF
175225,118503,CEF
175226,111102,CEF
175227,118504,CEF
175228,111106,CEF
175229,118505,CEF
175230,111113,CEF
175231,118506,CEF
175232,111115,CEF
175233,118507,CEF
175234,111119,CEF
175235,118508,CEF
175236,111120,CEF
175237,118509,CEF
175238,111124,CEF
175239,118510,CEF
175240,111126,CEF
175241,118511,CEF
175242,111129,CEF
175243,30569,CEF
175244,111131,CEF
175245,118512,CEF
175246,111133,CEF
175247,118513,CEF
175248,111136,CEF
175249,118514,CEF
175250,111142,CEF
175251,118515,CEF
175252,111145,CEF
175253,118516,CEF
175254,111148,CEF
175255,118517,CEF
175256,111150,CEF
175257,118518,CEF
175258,111158,CEF
175259,118519,CEF
175260,111159,CEF
175261,118520,CEF
175262,111167,CEF
175263,118521,CEF
175264,111172,CEF
175265,118522,CEF
175266,111174,CEF
175267,118523,CEF
175268,111178,CEF
175269,118524,CEF
175270,111184,CEF
175271,118525,CEF
175272,111187,CEF
175273,118526,CEF
175274,111189,CEF
175275,118527,CEF
175276,111192,CEF
175277,118528,CEF
175278,111194,CEF
175279,118529,CEF
175280,111197,CEF
175281,118530,CEF
175282,111199,CEF
175283,118530,CEF
175284,111202,CEF
175285,118530,CEF
175286,111203,CEF
175287,118530,CEF
175288,111206,CEF
175289,118531,CEF
175290,111208,CEF
175291,118531,CEF
175292,111211,CEF
175293,118531,CEF
175294,111216,CEF
175295,118531,CEF
175296,111218,CEF
175297,118532,CEF
175298,111222,CEF
175299,118533,CEF
175300,111230,CEF
175301,118534,CEF
175302,111231,CEF
175303,118535,CEF
175304,111234,CEF
175305,118536,CEF
175306,111236,CEF
175307,118537,CEF
175308,111240,CEF
175309,118538,CEF
175310,111242,CEF
175311,118539,CEF
175312,111243,CEF
175313,118540,CEF
175314,111251,CEF
175315,118541,CEF
175316,111251,CEF
175317,118542,CEF
175318,111257,CEF
175319,42002,CEF
175320,111265,CEF
175321,118543,CEF
175322,111267,CEF
175323,118544,CEF
175324,111267,CEF
175325,118545,CEF
175326,111272,CEF
175327,118546,CEF
175328,111274,CEF
175329,118547,CEF
175330,111274,CEF
175331,118548,CEF
175332,111277,CEF
175333,118549,CEF
175334,111280,CEF
175335,118550,CEF
175336,111282,CEF
175337,118550,CEF
175338,111282,CEF
175339,118551,CEF
175340,111283,CEF
175341,118552,CEF
175342,111286,CEF
175343,118553,CEF
175344,111287,CEF
175345,118554,CEF
175346,111290,CEF
175347,118555,CEF
175348,111293,CEF
175349,118555,CEF
175350,111295,CEF
175351,118555,CEF
175352,111296,CEF
175353,118555,CEF
175354,111296,CEF
175355,118556,CEF
175356,111300,CEF
175357,118556,CEF
175358,111304,CEF
175359,118556,CEF
175360,111309,CEF
175361,118556,CEF
175362,111314,CEF
175363,118557,CEF
175364,111317,CEF
175365,118558,CEF
175366,111323,CEF
175367,118559,CEF
175368,111325,CEF
175369,118560,CEF
175370,111328,CEF
175371,118561,CEF
175372,111331,CEF
175373,98343,CEF
175374,111338,CEF
175375,118562,CEF
175376,111341,CEF
175377,118563,CEF
175378,111343,CEF
175379,118564,CEF
175380,111344,CEF
175381,118565,CEF
175382,111347,CEF
175383,118566,CEF
175384,111352,CEF
175385,118567,CEF
175386,111353,CEF
175387,118568,CEF
175388,111353,CEF
175389,40709,CEF
175390,111356,CEF
175391,40709,CEF
175392,111360,CEF
175393,118569,CEF
175394,111360,CEF
175395,118570,CEF
175396,111363,CEF
175397,118571,CEF
175398,111363,CEF
175399,118572,CEF
175400,111364,CEF
175401,118573,CEF
175402,111370,CEF
175403,118574,CEF
175404,111372,CEF
175405,118575,CEF
175406,111376,CEF
175407,118576,CEF
175408,111379,CEF
175409,118577,CEF
175410,111379,CEF
175411,118578,CEF
175412,111381,CEF
175413,118579,CEF
175414,111384,CEF
175415,118580,CEF
175416,111387,CEF
175417,118581,CEF
175418,111387,CEF
175419,118582,CEF
175420,111392,CEF
175421,118583,CEF
175422,111397,CEF
175423,118584,CEF
175424,111400,CEF
175425,118585,CEF
175426,111407,CEF
175427,118586,CEF
175428,111409,CEF
175429,118587,CEF
175430,111412,CEF
175431,118588,CEF
175432,111418,CEF
175433,118589,CEF
175434,111420,CEF
175435,118590,CEF
175436,111423,CEF
175437,118591,CEF
175438,111426,CEF
175439,118592,CEF
175440,111426,CEF
175441,118593,CEF
175442,111431,CEF
175443,118594,CEF
175444,111431,CEF
175445,118595,CEF
175446,111437,CEF
175447,118596,CEF
175448,111451,CEF
175449,118597,CEF
175450,111453,CEF
175451,118598,CEF
175452,111454,CEF
175453,118599,CEF
175454,111454,CEF
175455,118600,CEF
175456,111457,CEF
175457,118601,CEF
175458,111459,CEF
175459,118602,CEF
175460,111460,CEF
175461,118603,CEF
175462,111463,CEF
175463,118604,CEF
175464,111464,CEF
175465,118605,CEF
175466,111466,CEF
175467,118606,CEF
175468,111469,CEF
175469,118607,CEF
175470,111470,CEF
175471,40359,CEF
175472,111475,CEF
175473,118608,CEF
175474,111478,CEF
175475,118609,CEF
175476,111484,CEF
175477,118610,CEF
175478,111488,CEF
175479,118611,CEF
175480,111490,CEF
175481,41988,CEF
175482,111492,CEF
175483,118612,CEF
175484,111493,CEF
175485,118613,CEF
175486,111495,CEF
175487,118614,CEF
175488,111496,CEF
175489,118615,CEF
175490,111498,CEF
175491,118616,CEF
175492,111501,CEF
175493,118617,CEF
175494,111503,CEF
175495,118617,CEF
175496,111503,CEF
175497,118618,CEF
175498,111505,CEF
175499,118619,CEF
175500,111509,CEF
175501,118620,CEF
175502,111510,CEF
175503,118621,CEF
175504,111514,CEF
175505,118622,CEF
175506,111516,CEF
175507,118623,CEF
175508,111520,CEF
175509,118624,CEF
175510,111521,CEF
175511,101708,CEF
175512,111523,CEF
175513,101708,CEF
175514,111530,CEF
175515,101716,CEF
175516,111532,CEF
175517,118625,CEF
175518,111534,CEF
175519,118626,CEF
175520,111541,CEF
175521,118627,CEF
175522,111545,CEF
175523,118628,CEF
175524,111546,CEF
175525,37712,CEF
175526,111550,CEF
175527,118629,CEF
175528,111552,CEF
175529,118630,CEF
175530,111554,CEF
175531,118631,CEF
175532,111555,CEF
175533,118632,CEF
175534,111558,CEF
175535,118633,CEF
175536,111560,CEF
175537,118634,CEF
175538,111560,CEF
175539,118635,CEF
175540,111562,CEF
175541,118636,CEF
175542,111565,CEF
175543,118637,CEF
175544,111565,CEF
175545,118638,CEF
175546,111571,CEF
175547,118639,CEF
175548,111574,CEF
175549,118640,CEF
175550,111577,CEF
175551,118641,CEF
175552,111580,CEF
175553,118642,CEF
175554,111585,CEF
175555,118643,CEF
175556,111600,CEF
175557,118644,CEF
175558,111605,CEF
175559,118645,CEF
175560,111608,CEF
175561,118646,CEF
175562,111612,CEF
175563,118647,CEF
175564,111616,CEF
175565,118648,CEF
175566,111622,CEF
175567,118649,CEF
175568,111626,CEF
175569,118650,CEF
175570,111630,CEF
175571,118651,CEF
175572,111632,CEF
175573,118652,CEF
175574,111635,CEF
175575,118653,CEF
175576,111637,CEF
175577,118654,CEF
175578,111640,CEF
175579,118655,CEF
