id,idempresa,origem
148171,97019,CEF
148172,83966,CEF
148173,91630,CEF
148174,97022,CEF
148175,83969,CEF
148176,91632,CEF
148177,97023,CEF
148178,83976,CEF
148179,91635,CEF
148180,97026,CEF
148181,83979,CEF
148182,91636,CEF
148183,97029,CEF
148184,83982,CEF
148185,91639,CEF
148186,97031,CEF
148187,83982,CEF
148188,91640,CEF
148189,97033,CEF
148190,83984,CEF
148191,91642,CEF
148192,97036,CEF
148193,83986,CEF
148194,91645,CEF
148195,97036,CEF
148196,83990,CEF
148197,91648,CEF
148198,97038,CEF
148199,83992,CEF
148200,91656,CEF
148201,97041,CEF
148202,83997,CEF
148203,91657,CEF
148204,97043,CEF
148205,83999,CEF
148206,91660,CEF
148207,97046,CEF
148208,84000,CEF
148209,91662,CEF
148210,97046,CEF
148211,84003,CEF
148212,91666,CEF
148213,97055,CEF
148214,84006,CEF
148215,91670,CEF
148216,97066,CEF
148217,84009,CEF
148218,91676,CEF
148219,97069,CEF
148220,84009,CEF
148221,91679,CEF
148222,97071,CEF
148223,84013,CEF
148224,91682,CEF
148225,97074,CEF
148226,84019,CEF
148227,91683,CEF
148228,97077,CEF
148229,84023,CEF
148230,91684,CEF
148231,97078,CEF
148232,84029,CEF
148233,91684,CEF
148234,97079,CEF
148235,84030,CEF
148236,91687,CEF
148237,97079,CEF
148238,84030,CEF
148239,91689,CEF
148240,97082,CEF
148241,84033,CEF
148242,91692,CEF
148243,97086,CEF
148244,84033,CEF
148245,91694,CEF
148246,97088,CEF
148247,84036,CEF
148248,91696,CEF
148249,97091,CEF
148250,84040,CEF
148251,91698,CEF
148252,97093,CEF
148253,84042,CEF
148254,91702,CEF
148255,97095,CEF
148256,84045,CEF
148257,91705,CEF
148258,97096,CEF
148259,84047,CEF
148260,91707,CEF
148261,97101,CEF
148262,84047,CEF
148263,91712,CEF
148264,97103,CEF
148265,84052,CEF
148266,91714,CEF
148267,97103,CEF
148268,84056,CEF
148269,91717,CEF
148270,97107,CEF
148271,84056,CEF
148272,91719,CEF
148273,97109,CEF
148274,84058,CEF
148275,91724,CEF
148276,97111,CEF
148277,84061,CEF
148278,91727,CEF
148279,97114,CEF
148280,84065,CEF
148281,91729,CEF
148282,84065,CEF
148283,97115,CEF
148284,91732,CEF
148285,84070,CEF
148286,97117,CEF
148287,91734,CEF
148288,84073,CEF
148289,91999,CEF
148290,91736,CEF
148291,84073,CEF
148292,97120,CEF
148293,91739,CEF
148294,84076,CEF
148295,97126,CEF
148296,91741,CEF
148297,84078,CEF
148298,97128,CEF
148299,91743,CEF
148300,84078,CEF
148301,97130,CEF
148302,91745,CEF
148303,84082,CEF
148304,97130,CEF
148305,91748,CEF
148306,97134,CEF
148307,84085,CEF
148308,91751,CEF
148309,84086,CEF
148310,97134,CEF
148311,91752,CEF
148312,84086,CEF
148313,97137,CEF
148314,91755,CEF
148315,84088,CEF
148316,97139,CEF
148317,91757,CEF
148318,84091,CEF
148319,97142,CEF
148320,91760,CEF
148321,84091,CEF
148322,97144,CEF
148323,91761,CEF
148324,84096,CEF
148325,97146,CEF
148326,91764,CEF
148327,84098,CEF
148328,97149,CEF
148329,91777,CEF
148330,84101,CEF
148331,97150,CEF
148332,91780,CEF
148333,84101,CEF
148334,97155,CEF
148335,91783,CEF
148336,97158,CEF
148337,84104,CEF
148338,91786,CEF
148339,97160,CEF
148340,84105,CEF
148341,91787,CEF
148342,84108,CEF
148343,97162,CEF
148344,91790,CEF
148345,84111,CEF
148346,97164,CEF
148347,91793,CEF
148348,84114,CEF
148349,97166,CEF
148350,91793,CEF
148351,84114,CEF
148352,97169,CEF
148353,91796,CEF
148354,97172,CEF
148355,84117,CEF
148356,91799,CEF
148357,97175,CEF
148358,84117,CEF
148359,91801,CEF
148360,97177,CEF
148361,84121,CEF
148362,91806,CEF
148363,52400,CEF
148364,91810,CEF
148365,97178,CEF
148366,52400,CEF
148367,91812,CEF
148368,97180,CEF
148369,84124,CEF
148370,91814,CEF
148371,97181,CEF
148372,84124,CEF
148373,91815,CEF
148374,97186,CEF
148375,84128,CEF
148376,91817,CEF
148377,97189,CEF
148378,84130,CEF
148379,91820,CEF
148380,97192,CEF
148381,84130,CEF
148382,91821,CEF
148383,97194,CEF
148384,84135,CEF
148385,91823,CEF
148386,97194,CEF
148387,84138,CEF
148388,91825,CEF
148389,97197,CEF
148390,84140,CEF
148391,91828,CEF
148392,97201,CEF
148393,84143,CEF
148394,91831,CEF
148395,97204,CEF
148396,84148,CEF
148397,91834,CEF
148398,97207,CEF
148399,84151,CEF
148400,91837,CEF
148401,97208,CEF
148402,84159,CEF
148403,91838,CEF
148404,97211,CEF
148405,84162,CEF
148406,91841,CEF
148407,97213,CEF
148408,84166,CEF
148409,91844,CEF
148410,97216,CEF
148411,84166,CEF
148412,91846,CEF
148413,97219,CEF
148414,84167,CEF
148415,91849,CEF
148416,97222,CEF
148417,84168,CEF
148418,91855,CEF
148419,58835,CEF
148420,84171,CEF
148421,91856,CEF
148422,97225,CEF
148423,84174,CEF
148424,91859,CEF
148425,97228,CEF
148426,84174,CEF
148427,91862,CEF
148428,97231,CEF
148429,84176,CEF
148430,91865,CEF
148431,97233,CEF
148432,84176,CEF
148433,91867,CEF
148434,97237,CEF
148435,84180,CEF
148436,91870,CEF
148437,97240,CEF
148438,84180,CEF
148439,91873,CEF
148440,97242,CEF
148441,84185,CEF
148442,91875,CEF
148443,97245,CEF
148444,84185,CEF
148445,91877,CEF
148446,97247,CEF
148447,84189,CEF
148448,91881,CEF
148449,97251,CEF
148450,84192,CEF
148451,91887,CEF
148452,97253,CEF
148453,84197,CEF
148454,91889,CEF
148455,97256,CEF
148456,84200,CEF
148457,91893,CEF
148458,97258,CEF
148459,84203,CEF
148460,91895,CEF
148461,97258,CEF
148462,84206,CEF
148463,91899,CEF
148464,97262,CEF
148465,84206,CEF
148466,91902,CEF
148467,58838,CEF
148468,84209,CEF
148469,91905,CEF
148470,97264,CEF
148471,84209,CEF
148472,91910,CEF
148473,97267,CEF
148474,84211,CEF
148475,91913,CEF
148476,97271,CEF
148477,84215,CEF
148478,91915,CEF
148479,97274,CEF
148480,84220,CEF
148481,91918,CEF
148482,97276,CEF
148483,84223,CEF
148484,91921,CEF
148485,97279,CEF
148486,84223,CEF
148487,91924,CEF
148488,97282,CEF
148489,84226,CEF
148490,91926,CEF
148491,97284,CEF
148492,84226,CEF
148493,91926,CEF
148494,97286,CEF
148495,84229,CEF
148496,91928,CEF
148497,97289,CEF
148498,84230,CEF
148499,91929,CEF
148500,97292,CEF
148501,84232,CEF
148502,91932,CEF
148503,97295,CEF
148504,84235,CEF
148505,91934,CEF
148506,97297,CEF
148507,84238,CEF
148508,91937,CEF
148509,97300,CEF
148510,84238,CEF
148511,91937,CEF
148512,97306,CEF
148513,84242,CEF
148514,91939,CEF
148515,97306,CEF
148516,84244,CEF
148517,91942,CEF
148518,97309,CEF
148519,84247,CEF
148520,91944,CEF
148521,97310,CEF
148522,84249,CEF
148523,91946,CEF
148524,97312,CEF
148525,84254,CEF
148526,91949,CEF
148527,84256,CEF
148528,97315,CEF
148529,91952,CEF
148530,84256,CEF
148531,97319,CEF
148532,91953,CEF
148533,84259,CEF
148534,97321,CEF
148535,91955,CEF
148536,84259,CEF
148537,97326,CEF
148538,91958,CEF
148539,84262,CEF
148540,97327,CEF
148541,34362,CEF
148542,84262,CEF
148543,97330,CEF
148544,91963,CEF
148545,84265,CEF
148546,97332,CEF
148547,91968,CEF
148548,84268,CEF
148549,97334,CEF
148550,91970,CEF
148551,84271,CEF
148552,97337,CEF
148553,91973,CEF
148554,84271,CEF
148555,97339,CEF
148556,91976,CEF
148557,84275,CEF
148558,97340,CEF
148559,91984,CEF
148560,84277,CEF
148561,97343,CEF
148562,91986,CEF
148563,84281,CEF
148564,97345,CEF
148565,91989,CEF
148566,84284,CEF
148567,97349,CEF
148568,91992,CEF
148569,84284,CEF
148570,97350,CEF
148571,91995,CEF
148572,84288,CEF
148573,97353,CEF
148574,91996,CEF
148575,84288,CEF
148576,97355,CEF
148577,91998,CEF
148578,84292,CEF
148579,97360,CEF
148580,92000,CEF
148581,84295,CEF
148582,97363,CEF
148583,92002,CEF
148584,84299,CEF
148585,97365,CEF
148586,92003,CEF
148587,97369,CEF
148588,84299,CEF
148589,92005,CEF
148590,84302,CEF
148591,97369,CEF
148592,92010,CEF
148593,84304,CEF
148594,97371,CEF
148595,92012,CEF
148596,84308,CEF
148597,97373,CEF
148598,92015,CEF
148599,84310,CEF
148600,97374,CEF
148601,92018,CEF
148602,84312,CEF
148603,97374,CEF
148604,92023,CEF
148605,41780,CEF
148606,97378,CEF
148607,92027,CEF
148608,41780,CEF
148609,97383,CEF
148610,92030,CEF
148611,84314,CEF
148612,97387,CEF
148613,92032,CEF
148614,84314,CEF
148615,97389,CEF
148616,92035,CEF
148617,84317,CEF
148618,97391,CEF
148619,92038,CEF
148620,84319,CEF
148621,97393,CEF
148622,92041,CEF
148623,97396,CEF
148624,84321,CEF
148625,92044,CEF
148626,97400,CEF
148627,84321,CEF
148628,92047,CEF
148629,84323,CEF
148630,97402,CEF
148631,92051,CEF
148632,84326,CEF
148633,97405,CEF
148634,92054,CEF
148635,84329,CEF
148636,97407,CEF
148637,92056,CEF
148638,97409,CEF
148639,84329,CEF
148640,92058,CEF
148641,84332,CEF
148642,97409,CEF
148643,92061,CEF
148644,84336,CEF
148645,97417,CEF
148646,92064,CEF
148647,97419,CEF
148648,84336,CEF
148649,92067,CEF
148650,97424,CEF
148651,84337,CEF
148652,92069,CEF
148653,84337,CEF
148654,97427,CEF
148655,92071,CEF
148656,84340,CEF
148657,97428,CEF
148658,92077,CEF
148659,84343,CEF
148660,97429,CEF
148661,92082,CEF
148662,84346,CEF
148663,97432,CEF
148664,92086,CEF
148665,84346,CEF
148666,97433,CEF
148667,92087,CEF
148668,84349,CEF
148669,97435,CEF
148670,92089,CEF
148671,84350,CEF
148672,97438,CEF
148673,92092,CEF
148674,84354,CEF
148675,97440,CEF
148676,92093,CEF
148677,84359,CEF
148678,97442,CEF
148679,92097,CEF
148680,84361,CEF
148681,97445,CEF
148682,92101,CEF
148683,84363,CEF
148684,97451,CEF
148685,92102,CEF
148686,84367,CEF
148687,27545,CEF
148688,92105,CEF
148689,84370,CEF
148690,97455,CEF
148691,92107,CEF
148692,8305,CEF
148693,97459,CEF
148694,92109,CEF
148695,8305,CEF
148696,92112,CEF
148697,97461,CEF
148698,84376,CEF
148699,92115,CEF
148700,97474,CEF
148701,84379,CEF
148702,92118,CEF
148703,97476,CEF
148704,84381,CEF
148705,92122,CEF
148706,97479,CEF
148707,84381,CEF
148708,55772,CEF
148709,97481,CEF
148710,84386,CEF
148711,92126,CEF
148712,97483,CEF
148713,84386,CEF
148714,92130,CEF
148715,97485,CEF
148716,84390,CEF
148717,92136,CEF
148718,97488,CEF
148719,84390,CEF
148720,92139,CEF
148721,97489,CEF
148722,84393,CEF
148723,92141,CEF
148724,97494,CEF
148725,84393,CEF
148726,55945,CEF
148727,97497,CEF
148728,84397,CEF
148729,92143,CEF
148730,97498,CEF
148731,84400,CEF
148732,92146,CEF
148733,97501,CEF
148734,84403,CEF
148735,92147,CEF
148736,97501,CEF
148737,84406,CEF
148738,92151,CEF
148739,97502,CEF
148740,84408,CEF
148741,56123,CEF
148742,97504,CEF
148743,84408,CEF
148744,92153,CEF
148745,97506,CEF
148746,84411,CEF
148747,92156,CEF
148748,97508,CEF
148749,84413,CEF
148750,92159,CEF
148751,97508,CEF
148752,84414,CEF
148753,56202,CEF
148754,97509,CEF
148755,84417,CEF
148756,56211,CEF
148757,97512,CEF
148758,84419,CEF
148759,56230,CEF
148760,97514,CEF
148761,84421,CEF
148762,92165,CEF
148763,97517,CEF
148764,84421,CEF
148765,92168,CEF
148766,97519,CEF
148767,84423,CEF
148768,92170,CEF
148769,97522,CEF
148770,84423,CEF
148771,92172,CEF
148772,97525,CEF
148773,84425,CEF
148774,92174,CEF
148775,97527,CEF
148776,84425,CEF
148777,92176,CEF
148778,97530,CEF
148779,84427,CEF
148780,92179,CEF
148781,84429,CEF
148782,97534,CEF
148783,92183,CEF
148784,97537,CEF
148785,84432,CEF
148786,92184,CEF
148787,84437,CEF
148788,97539,CEF
148789,92185,CEF
148790,84440,CEF
148791,97542,CEF
148792,92188,CEF
148793,97543,CEF
148794,84442,CEF
148795,92190,CEF
148796,84446,CEF
148797,97546,CEF
148798,56737,CEF
148799,84446,CEF
148800,97549,CEF
148801,92193,CEF
148802,97551,CEF
148803,84449,CEF
148804,92199,CEF
148805,84449,CEF
148806,97555,CEF
148807,56871,CEF
148808,84451,CEF
148809,97558,CEF
148810,92202,CEF
148811,84451,CEF
148812,97561,CEF
148813,92204,CEF
148814,84454,CEF
148815,97562,CEF
148816,92208,CEF
148817,84456,CEF
148818,97567,CEF
148819,92213,CEF
148820,97569,CEF
148821,84458,CEF
148822,92216,CEF
148823,84460,CEF
148824,97572,CEF
148825,92218,CEF
148826,84460,CEF
148827,97573,CEF
148828,92223,CEF
148829,84463,CEF
148830,97576,CEF
148831,92225,CEF
148832,97579,CEF
148833,84467,CEF
148834,92228,CEF
148835,84469,CEF
148836,97581,CEF
148837,57306,CEF
148838,84469,CEF
148839,97582,CEF
148840,92231,CEF
148841,84472,CEF
148842,97584,CEF
148843,57344,CEF
148844,84472,CEF
148845,97586,CEF
148846,92233,CEF
148847,84475,CEF
148848,97589,CEF
148849,92237,CEF
148850,97592,CEF
148851,84480,CEF
148852,92240,CEF
148853,84480,CEF
148854,97596,CEF
148855,92243,CEF
148856,84483,CEF
148857,97598,CEF
148858,92245,CEF
148859,84485,CEF
148860,97600,CEF
148861,92248,CEF
148862,84488,CEF
148863,97602,CEF
148864,92252,CEF
148865,84488,CEF
148866,58840,CEF
148867,57570,CEF
148868,84492,CEF
148869,97605,CEF
148870,92255,CEF
148871,84494,CEF
148872,97607,CEF
148873,57707,CEF
148874,84496,CEF
148875,97609,CEF
148876,92258,CEF
148877,84498,CEF
148878,97611,CEF
148879,57735,CEF
148880,84498,CEF
148881,97614,CEF
148882,92261,CEF
148883,84503,CEF
148884,97616,CEF
148885,92263,CEF
148886,97618,CEF
148887,84506,CEF
148888,92266,CEF
148889,84506,CEF
148890,97621,CEF
148891,92270,CEF
148892,97623,CEF
148893,84509,CEF
148894,92274,CEF
148895,84512,CEF
148896,97624,CEF
148897,92275,CEF
148898,84512,CEF
148899,97626,CEF
148900,92278,CEF
148901,84516,CEF
148902,97629,CEF
148903,92281,CEF
148904,84516,CEF
148905,97631,CEF
148906,92284,CEF
148907,58843,CEF
148908,84519,CEF
148909,92287,CEF
148910,84525,CEF
148911,97634,CEF
148912,92289,CEF
148913,84530,CEF
148914,97636,CEF
148915,92292,CEF
148916,84532,CEF
148917,97638,CEF
148918,58046,CEF
148919,84532,CEF
148920,97639,CEF
148921,92295,CEF
148922,84535,CEF
148923,97643,CEF
148924,92300,CEF
148925,84538,CEF
148926,97644,CEF
148927,58102,CEF
148928,84543,CEF
148929,97646,CEF
148930,92303,CEF
148931,84543,CEF
148932,97649,CEF
148933,92306,CEF
148934,84545,CEF
148935,97654,CEF
148936,92309,CEF
148937,97656,CEF
148938,84545,CEF
148939,92313,CEF
148940,84547,CEF
148941,97658,CEF
148942,92318,CEF
148943,84552,CEF
148944,97659,CEF
148945,92320,CEF
148946,84552,CEF
148947,97660,CEF
148948,92323,CEF
148949,84555,CEF
148950,97662,CEF
148951,92324,CEF
148952,84560,CEF
148953,97664,CEF
148954,92326,CEF
148955,84560,CEF
148956,97667,CEF
148957,92329,CEF
148958,84563,CEF
148959,97670,CEF
148960,58709,CEF
148961,84563,CEF
148962,97670,CEF
148963,92333,CEF
148964,84566,CEF
148965,97674,CEF
148966,92335,CEF
148967,84569,CEF
148968,97677,CEF
148969,58827,CEF
148970,84569,CEF
148971,97680,CEF
148972,58841,CEF
148973,84572,CEF
148974,97680,CEF
148975,92338,CEF
148976,84572,CEF
148977,97682,CEF
148978,92342,CEF
148979,84576,CEF
148980,97682,CEF
148981,92346,CEF
148982,84576,CEF
148983,97685,CEF
148984,92349,CEF
148985,97690,CEF
148986,84579,CEF
148987,59042,CEF
148988,84582,CEF
148989,97692,CEF
148990,59047,CEF
148991,84585,CEF
148992,97696,CEF
148993,59058,CEF
148994,84588,CEF
148995,97700,CEF
148996,92361,CEF
148997,84588,CEF
148998,97704,CEF
148999,59211,CEF
149000,84590,CEF
149001,97708,CEF
149002,92364,CEF
149003,84591,CEF
149004,97711,CEF
149005,59232,CEF
149006,84595,CEF
149007,97715,CEF
149008,92365,CEF
149009,84595,CEF
149010,97717,CEF
149011,92369,CEF
149012,84598,CEF
149013,97722,CEF
149014,92374,CEF
149015,84598,CEF
149016,97724,CEF
149017,92378,CEF
149018,84601,CEF
149019,97726,CEF
149020,92380,CEF
149021,84601,CEF
149022,97728,CEF
149023,92382,CEF
149024,84605,CEF
149025,97731,CEF
149026,92385,CEF
149027,84605,CEF
149028,97733,CEF
149029,92390,CEF
149030,84609,CEF
149031,97736,CEF
149032,92392,CEF
149033,84612,CEF
149034,97736,CEF
149035,92396,CEF
149036,84621,CEF
149037,97744,CEF
149038,59461,CEF
149039,84624,CEF
149040,97747,CEF
149041,59522,CEF
149042,84628,CEF
149043,97750,CEF
149044,52509,CEF
149045,97753,CEF
149046,84628,CEF
149047,59630,CEF
149048,84630,CEF
149049,97755,CEF
149050,92402,CEF
149051,97757,CEF
149052,84633,CEF
149053,59708,CEF
149054,84636,CEF
149055,97758,CEF
149056,59808,CEF
149057,84638,CEF
149058,97761,CEF
149059,92406,CEF
149060,84641,CEF
149061,97765,CEF
149062,92409,CEF
149063,84645,CEF
149064,97767,CEF
149065,92411,CEF
149066,84645,CEF
149067,97769,CEF
149068,92417,CEF
149069,84649,CEF
149070,97771,CEF
149071,92419,CEF
149072,84652,CEF
149073,97773,CEF
149074,92422,CEF
149075,97775,CEF
149076,84657,CEF
149077,92433,CEF
149078,84662,CEF
149079,97777,CEF
149080,92434,CEF
149081,84664,CEF
149082,97779,CEF
149083,92437,CEF
149084,84666,CEF
149085,97782,CEF
149086,92441,CEF
149087,51079,CEF
149088,97785,CEF
149089,92443,CEF
149090,51079,CEF
149091,97787,CEF
149092,60266,CEF
149093,84670,CEF
149094,97789,CEF
149095,92445,CEF
149096,84670,CEF
149097,97791,CEF
149098,92447,CEF
149099,84674,CEF
149100,97793,CEF
149101,92452,CEF
149102,84674,CEF
149103,97796,CEF
149104,92453,CEF
149105,84677,CEF
149106,97798,CEF
149107,60359,CEF
149108,84677,CEF
149109,97800,CEF
149110,60377,CEF
149111,84680,CEF
149112,97802,CEF
149113,92458,CEF
149114,84683,CEF
149115,97805,CEF
149116,92460,CEF
149117,84685,CEF
149118,97807,CEF
149119,60477,CEF
149120,84689,CEF
149121,92465,CEF
149122,97810,CEF
149123,84689,CEF
149124,60484,CEF
149125,97812,CEF
149126,84693,CEF
149127,92470,CEF
149128,97816,CEF
149129,84693,CEF
149130,92472,CEF
149131,97819,CEF
149132,84697,CEF
149133,60547,CEF
149134,97821,CEF
149135,84697,CEF
149136,92475,CEF
149137,97823,CEF
149138,84698,CEF
149139,60583,CEF
149140,97826,CEF
149141,84698,CEF
149142,60598,CEF
149143,97826,CEF
149144,84700,CEF
149145,92477,CEF
149146,97828,CEF
149147,84700,CEF
149148,92480,CEF
149149,97831,CEF
149150,84704,CEF
149151,92485,CEF
149152,97833,CEF
149153,84704,CEF
149154,92488,CEF
149155,97835,CEF
149156,84706,CEF
149157,92491,CEF
149158,97836,CEF
149159,84706,CEF
149160,59975,CEF
149161,97839,CEF
149162,84709,CEF
149163,92493,CEF
149164,97841,CEF
149165,84709,CEF
149166,92495,CEF
149167,97843,CEF
149168,84712,CEF
149169,92498,CEF
149170,97846,CEF
149171,84718,CEF
149172,92500,CEF
149173,97848,CEF
149174,84722,CEF
149175,92502,CEF
149176,97850,CEF
149177,84725,CEF
149178,92504,CEF
149179,97855,CEF
149180,84728,CEF
149181,92506,CEF
149182,97858,CEF
149183,84733,CEF
149184,92508,CEF
149185,97859,CEF
149186,84738,CEF
149187,92511,CEF
149188,97861,CEF
149189,84739,CEF
149190,60714,CEF
149191,97864,CEF
149192,84741,CEF
149193,60723,CEF
149194,97866,CEF
149195,84743,CEF
149196,60739,CEF
149197,97869,CEF
149198,84745,CEF
149199,92515,CEF
149200,97872,CEF
149201,84745,CEF
149202,92516,CEF
149203,97875,CEF
149204,84748,CEF
149205,92519,CEF
149206,84751,CEF
149207,97878,CEF
149208,92522,CEF
149209,97880,CEF
149210,84754,CEF
149211,92527,CEF
149212,84758,CEF
149213,97883,CEF
149214,61022,CEF
149215,84758,CEF
149216,97885,CEF
149217,92531,CEF
149218,84761,CEF
149219,97887,CEF
149220,92539,CEF
149221,84761,CEF
149222,97889,CEF
149223,92541,CEF
149224,84764,CEF
149225,97891,CEF
149226,61185,CEF
149227,84764,CEF
149228,97893,CEF
149229,61191,CEF
149230,84766,CEF
149231,97894,CEF
149232,61218,CEF
149233,84766,CEF
149234,97896,CEF
149235,92544,CEF
149236,97899,CEF
149237,84769,CEF
149238,92548,CEF
149239,84772,CEF
149240,97905,CEF
149241,92552,CEF
149242,84774,CEF
149243,97907,CEF
149244,92556,CEF
149245,84779,CEF
149246,97909,CEF
149247,92558,CEF
149248,84782,CEF
149249,97911,CEF
149250,92560,CEF
149251,84785,CEF
149252,97914,CEF
149253,92569,CEF
149254,97916,CEF
149255,84788,CEF
149256,92572,CEF
149257,84789,CEF
149258,97921,CEF
149259,92575,CEF
149260,84789,CEF
149261,97922,CEF
149262,92578,CEF
149263,84791,CEF
149264,97924,CEF
149265,92582,CEF
149266,84791,CEF
149267,97927,CEF
149268,92585,CEF
149269,84794,CEF
149270,97930,CEF
149271,92589,CEF
149272,84794,CEF
149273,97932,CEF
149274,92592,CEF
149275,84797,CEF
149276,97933,CEF
149277,92594,CEF
149278,84798,CEF
149279,97935,CEF
149280,92596,CEF
149281,84801,CEF
149282,97937,CEF
149283,92599,CEF
149284,84805,CEF
149285,97939,CEF
149286,92601,CEF
149287,84808,CEF
149288,97941,CEF
149289,92603,CEF
149290,97944,CEF
149291,84808,CEF
149292,92606,CEF
149293,84811,CEF
149294,97944,CEF
149295,92608,CEF
149296,84816,CEF
149297,97945,CEF
149298,92610,CEF
149299,84819,CEF
149300,97948,CEF
149301,92612,CEF
149302,84820,CEF
149303,97951,CEF
149304,92616,CEF
149305,84824,CEF
149306,97956,CEF
149307,92619,CEF
149308,84824,CEF
149309,97959,CEF
149310,92622,CEF
149311,84827,CEF
149312,97966,CEF
149313,92624,CEF
149314,97968,CEF
149315,84827,CEF
149316,92628,CEF
149317,84831,CEF
149318,97971,CEF
149319,92631,CEF
149320,84833,CEF
149321,97973,CEF
149322,92633,CEF
149323,84838,CEF
149324,97973,CEF
149325,92635,CEF
149326,84838,CEF
149327,97976,CEF
149328,92642,CEF
149329,84841,CEF
149330,97979,CEF
149331,92647,CEF
149332,84844,CEF
149333,97980,CEF
149334,92650,CEF
149335,84844,CEF
149336,97980,CEF
149337,55700,CEF
149338,84847,CEF
149339,97984,CEF
149340,92654,CEF
149341,84850,CEF
149342,97986,CEF
149343,55814,CEF
149344,84854,CEF
149345,97987,CEF
149346,92657,CEF
149347,84857,CEF
149348,97989,CEF
149349,55989,CEF
149350,84862,CEF
149351,97991,CEF
149352,92662,CEF
149353,84864,CEF
149354,97992,CEF
149355,92664,CEF
149356,84867,CEF
149357,97995,CEF
149358,92667,CEF
149359,84867,CEF
149360,97997,CEF
149361,92670,CEF
149362,84870,CEF
149363,98001,CEF
149364,92672,CEF
149365,84873,CEF
149366,98010,CEF
149367,92675,CEF
149368,84873,CEF
149369,98012,CEF
149370,92678,CEF
149371,84875,CEF
149372,92681,CEF
149373,98014,CEF
149374,84879,CEF
149375,92685,CEF
149376,98017,CEF
149377,84879,CEF
149378,92687,CEF
149379,98019,CEF
149380,84882,CEF
149381,56266,CEF
149382,98025,CEF
149383,84882,CEF
149384,56361,CEF
149385,98027,CEF
149386,84886,CEF
149387,92690,CEF
149388,98030,CEF
149389,84891,CEF
149390,92692,CEF
149391,98031,CEF
149392,84893,CEF
149393,92697,CEF
149394,98034,CEF
149395,84899,CEF
149396,92702,CEF
149397,98035,CEF
149398,84903,CEF
149399,56616,CEF
149400,98037,CEF
149401,84906,CEF
149402,92706,CEF
149403,98041,CEF
149404,84908,CEF
149405,92707,CEF
149406,98043,CEF
149407,84912,CEF
149408,92711,CEF
149409,98044,CEF
149410,84916,CEF
149411,61871,CEF
149412,98046,CEF
149413,84916,CEF
149414,92713,CEF
149415,98049,CEF
149416,84919,CEF
149417,92717,CEF
149418,98051,CEF
149419,84922,CEF
149420,92721,CEF
149421,98054,CEF
149422,84922,CEF
149423,92724,CEF
149424,98058,CEF
149425,84925,CEF
149426,62047,CEF
149427,98060,CEF
149428,84927,CEF
149429,92730,CEF
149430,98062,CEF
149431,84931,CEF
149432,92735,CEF
149433,98064,CEF
149434,84934,CEF
149435,40686,CEF
149436,98069,CEF
149437,84934,CEF
149438,62149,CEF
149439,98074,CEF
149440,84936,CEF
149441,62150,CEF
149442,98076,CEF
149443,84939,CEF
149444,62160,CEF
149445,98080,CEF
149446,84941,CEF
149447,62188,CEF
149448,98082,CEF
149449,84944,CEF
149450,92741,CEF
149451,98083,CEF
149452,84946,CEF
149453,92744,CEF
149454,98085,CEF
149455,84951,CEF
149456,92746,CEF
149457,98087,CEF
149458,84951,CEF
149459,92748,CEF
149460,98088,CEF
149461,84955,CEF
149462,92751,CEF
149463,98090,CEF
149464,84961,CEF
149465,92753,CEF
149466,98092,CEF
149467,84964,CEF
149468,92754,CEF
149469,98092,CEF
149470,84966,CEF
149471,92757,CEF
149472,98094,CEF
149473,84968,CEF
149474,92758,CEF
149475,98098,CEF
149476,84972,CEF
149477,92760,CEF
149478,98103,CEF
149479,84977,CEF
149480,92762,CEF
149481,98106,CEF
149482,84981,CEF
149483,92765,CEF
149484,98109,CEF
149485,84981,CEF
149486,55492,CEF
149487,98111,CEF
149488,84987,CEF
149489,92768,CEF
149490,98114,CEF
149491,84989,CEF
149492,92770,CEF
149493,98116,CEF
149494,84992,CEF
149495,62541,CEF
149496,98123,CEF
149497,84995,CEF
149498,62552,CEF
149499,98123,CEF
149500,84997,CEF
149501,62560,CEF
149502,98128,CEF
149503,85000,CEF
149504,92774,CEF
149505,98129,CEF
149506,85005,CEF
149507,92778,CEF
149508,98131,CEF
149509,85005,CEF
149510,92782,CEF
149511,98132,CEF
149512,85012,CEF
149513,62667,CEF
149514,98134,CEF
149515,85014,CEF
149516,62706,CEF
149517,98137,CEF
149518,85014,CEF
149519,92784,CEF
149520,98140,CEF
149521,85018,CEF
149522,92788,CEF
149523,98142,CEF
149524,85020,CEF
149525,92791,CEF
149526,98148,CEF
149527,85022,CEF
149528,92792,CEF
149529,98151,CEF
149530,85022,CEF
149531,92794,CEF
149532,98153,CEF
149533,85024,CEF
149534,92797,CEF
149535,98153,CEF
149536,85028,CEF
149537,92800,CEF
149538,85031,CEF
149539,98156,CEF
149540,92801,CEF
149541,85031,CEF
149542,98159,CEF
149543,92804,CEF
149544,98160,CEF
149545,85034,CEF
149546,92807,CEF
149547,85034,CEF
149548,98163,CEF
149549,92809,CEF
149550,98165,CEF
149551,85040,CEF
149552,62902,CEF
149553,85042,CEF
149554,98170,CEF
149555,92813,CEF
149556,85045,CEF
149557,98173,CEF
149558,92815,CEF
149559,85045,CEF
149560,98176,CEF
149561,92817,CEF
149562,85049,CEF
149563,98178,CEF
149564,92821,CEF
149565,85051,CEF
149566,98180,CEF
149567,63013,CEF
149568,85054,CEF
149569,98182,CEF
