idrecurso,nmrecurso,descricao,data_inclusao,usuario_inclusao,data_alteracao,usuario_alteracao,grupo,nome
216,concurso_liberacao,Recurso que permite acesso às funcionalidades do concurso.,2022-05-14 12:57:29,emanoel,2022-05-14 12:57:29,,Concursos,Concurso Liberação
217,anexo_alterar_status_nucleo,Permite alterar status de anexo vinculado à núcleo.,2022-05-14 12:59:25,emanoel,2022-05-14 12:59:25,,Núcleos,Alterar status de anexo - Núcleos
218,nucleo_anexo_edit,Permite editar arquivos anexos em entidades. Não seria núcleo?,2022-05-14 12:59:25,emanoel,2022-07-16 08:30:44,gabriel.lima,Núcleos,Editar anexo - Núcleos
219,anexo_alterar_status_empresa,Permite alterar status de anexo vinculado à empresa.,2022-05-14 12:59:25,emanoel,2022-06-30 10:33:46,renato.rossi,Empresas - anexos,Alterar status de anexo - Empresas
220,empresa_anexo_edit,Permite editar arquivos anexos em empresas.,2022-05-14 12:59:25,emanoel,2022-06-30 10:31:32,renato.rossi,Empresas - anexos,Editar anexo - Empresas
221,anexo_alterar_status_pro,Permite alterar status de anexo vinculado à projeto.,2022-05-14 12:59:26,emanoel,2022-07-08 15:46:18,renato.rossi,Projetos,Alterar status de anexo - Projeto
222,nucleo_anexar,Permite anexar documento vinculado à núcleo.,2022-05-14 12:59:26,emanoel,2022-06-30 10:33:24,renato.rossi,Núcleos - anexox,Adicionar anexo - Núcleos
223,empresa_anexar,Permite anexar documento vinculado à empresa.,2022-05-14 12:59:26,emanoel,2022-06-30 10:31:13,renato.rossi,Empresas - anexos,Adicionar anexo - Empresas
224,entidade_anexo_edit,Permite editar arquivos anexos em entidades.,2022-05-14 12:59:56,emanoel,2022-06-30 10:32:51,renato.rossi,Entidades - anexos,Editar anexo - Entidade
225,entidade_anexar,Permite a anexação de arquivos em entidades,2022-05-18 15:03:53,renato.rossi,2022-06-30 10:32:19,renato.rossi,Entidades - anexos,Adicionar anexo - entidade
226,anexo_alterar_status_entidade,Permite alterar status de anexo vinculado à entidade.,2022-05-25 08:58:09,emanoel,2022-06-30 10:32:36,renato.rossi,Entidades - anexos,Alterar status de anexo - Entidade
227,entidade_docanopen,"Permite o acesso às funcionalidades de Documentos, Anotações e Pendências de Entidades",2022-05-31 08:48:48,gabriel.lima,2023-06-01 16:51:19,jose.filipi,Entidade,"Acesso a Documentos, Anotações e Pendências de Entidades"
228,lan_adici_subsidio,Permite adicionar e listar os lançamento de subsídio no Projeto Apoiado,2022-06-20 08:56:24,gabriel.lima,2022-06-28 19:46:49,gabriel.lima,Lançamentos,Adicionar Lançamento Subsídio
229,emp_lista,"Permite acessar lista geral de empresas.	
",2022-07-16 09:33:43,gabriel.lima,2022-07-16 09:33:43,gabriel.lima,Empresas	,Lista de Empresas - Empresas
230,e22_leitura,"Usuário que possuir esse direito, terá acesso apenas ao modo leitura da lista de propostas.",2022-07-16 10:01:49,gabriel.lima,2022-08-02 10:51:19,renato.rossi,Concursos,E2022 - Demandas - lista - leitura
231,e22_demandas_painel,Garante acesso ao painel de propostas do Empreender 2022 - Apoio a Demandas,2022-08-09 04:54:22,emanoel,2022-09-21 07:16:12,renato.rossi,Concurso,E2022 - Demandas - Acesso ao painel
232,perfil_entidade,Direito para visualizar as respostas da pesquisa das entidades,2022-08-23 13:29:34,emanoel,2022-08-23 13:30:37,emanoel,perfil_entidade,Pesquisa Perfil Entidade
233,e22_demandas_selecao,Permite acessar lista de propostas avaliadas do Empreender 2022 - Apoio a Demandas,2022-08-29 10:29:07,emanoel,2022-09-21 07:16:44,renato.rossi,Concursos,E2022 - Demandas - Propostas Avaliadas
234,pro_lista,Permite acesso a lista de projetos,2022-09-19 07:32:30,gabriel.lima,2022-09-19 07:32:30,gabriel.lima,Projetos,Acesso a Lista de Projetos
235,e22_propostas_uf,Usuário que possuir esse direito pode ver propostas de sua própria UF.,2022-09-21 07:17:52,emanoel,2022-09-21 07:17:52,,Concurso,E2022 Demandas - Acompanhamento por UF
236,e22_demandas_cacb,Permite a inclusão de propostas vinculadas à CACB ao concurso E2022 - Demandas.,2022-09-28 09:17:48,emanoel,2022-09-28 09:17:48,,Concursos,E2022 Demandas - Adição de propostas - CACB
237,relatorio_auditoria,permite gerar o relatório de auditoria,2022-10-13 08:44:14,gabriel.lima,2022-10-13 08:44:14,,ADM,Relatorio Auditoria
238,acesso_anexo_empresa_restrita,Permite o acesso a anexos de empresas. Usado inicialmente apenas para a verificação do acesso ao anexos em empresas restritas.,2022-10-20 09:23:16,emanoel,2023-03-27 07:14:05,renato.rossi,Anexos,Acesso a anexo de empresa restrita
239,e22_demandas_avaliacao_selecao,Usuário que possuir esse direito poderá avaliar proposta.,2022-10-20 09:23:16,emanoel,2022-10-20 09:23:16,,Concurso,E2022 Demandas - Avaliação de propostas pelo Sebrae.
240,e22_demandas_acesso_planilha_orcamento,Usuário que possuir esse direito poderá visualizar planilha de orçamentos em propostas.,2022-11-01 09:56:50,emanoel,2022-11-01 09:56:50,,Concurso,E2022 Demandas - Visualização de planilha de orçamento.
241,aco_geral,"Dá acesso à facilidade ""ADM/Acompanhamento geral"" que apresenta painel de informações sobre a atualização de lançamentos e outros a serem implementados futuramente",2022-11-21 06:58:02,renato.rossi,2022-11-21 06:58:02,,ADM,Acompanhamento geral
242,e22_enem_cacb,Permite a inclusão de propostas vinculadas à CACB ao concurso E2022 - Enem.,2022-09-28 09:17:48,emanoel,2022-09-28 09:17:48,,Concursos,E2022 Enem - Adição de propostas - CACB
243,e22_enem_gestor,Permite acesso às funções de gestão da avaliação de propostas para o E2022 - Enem,2022-03-17 11:09:49,renato.rossi,2022-07-04 15:14:28,renato.rossi,Concursos,E2022 - Enem - gestor
244,e22_enem_painel,Garante acesso ao painel de propostas do Empreender 2022 - Enem,2022-08-09 04:54:22,emanoel,2022-09-21 07:16:12,renato.rossi,Concurso,E2022 - Enem - Acesso ao painel
245,empresa_restrita_indicacao,Permite indicar se uma empresa é restrita.,2022-12-12 08:37:16,emanoel,2022-12-12 08:37:16,,Empresa,Indicação de empresa restrita
246,e22_propostas_uf_enem,Usuário que possuir esse direito pode ver propostas do ENEM de sua própria UF.,2022-12-15 10:35:27,emanoel,2022-12-15 10:35:27,,Concurso,E2022 Enem - Acompanhamento por UF
247,e22_leitura_enem,"Usuário que possuir esse direito, terá acesso apenas ao modo leitura da lista de propostas do Enem.",2022-12-15 10:38:12,emanoel,2022-12-15 10:38:12,,Concursos,E2022 - Enem - lista - leitura
248,auditoria_189,Permite acesso aos projetos apoiados do projeto base 189 - Destinado à auditoria do Sebrae,2023-01-04 23:59:56,,2023-03-24 10:22:31,renato.rossi,Projetos,Auditoria - 189
249,e22_alinvest_cacb,Permite a inclusão de propostas vinculadas à CACB ao concurso AL Invest.,2023-03-13 13:11:15,emanoel,2023-03-13 13:11:15,,Concurso,E2022 AL Invest - Adição de propostas - CACB
250,e22_propostas_uf_alinvest,Usuário que possuir esse direito pode ver propostas de sua própria UF relativas ao concurso AL Invest.,2023-03-13 13:11:55,emanoel,2023-03-13 13:11:55,,Concurso,E2022 AL Invest - Propostas por UF
251,e22_alinvest_gestor,Permite acesso às funções de gestão da avaliação de propostas para o concurso Al Invest.,2023-03-13 13:12:54,emanoel,2023-03-13 13:12:54,,Concurso,E2022 AL Invest - gestor
252,e22_alinvest_painel,arante acesso ao painel de propostas do Empreender 2022 - Al Invest,2023-03-13 13:13:36,emanoel,2023-03-13 13:13:36,,Concurso,E2022  AL Invest - Acesso ao painel
257,aco_portal,Direito que permite o acesso ao painel em ADM/Acompanhamento/Portal,2023-04-14 09:21:16,jose.filipi,2023-04-14 09:21:16,,ADM,Acesso ao Portal - Acompanhamento
258,aco_tec,Permite acessar a aba de acompanhamento técnico de projetos,2023-04-20 17:19:00,jose.filipi,2023-04-20 17:19:00,,Projetos,Acesso ao acompanhamento técnico de Projetos
259,e2022_acomp,Direito que permite o acesso a aba de acompanhamento de informações do projeto E2022 pelo perfil do Sebrae.,2023-05-12 09:30:27,jose.filipi,2023-05-12 09:30:27,,Projetos,Acesso ao E2022 -  Acompanhamento Sebrae
260,pesquisas_projetos,Permite visualizar as pesquisas dos projetos,2023-05-25 09:11:24,emanoel,2023-05-25 09:11:24,,Pesquisas,Pesquisas dos Projetos
261,entidade_vinculos,"Permite acessar as três funcionalidades relativas a vínculos (entidades, núcleos e projetos) dentro do menu de entidade.",2023-06-01 16:47:35,jose.filipi,2023-06-01 16:47:35,,Entidade,Acesso a vínculos de Entidade
262,proj_penden,Permite o acesso à funcionalidade de Pendências da aba de detalhes de Projeto,2023-06-01 16:48:47,jose.filipi,2023-06-01 16:48:47,,Projetos,Acesso a Pendência de Projetos
263,alt_vin_entidade,"Permite o acesso à aba de Opções de Entidade, relacionada a alteração de dados e vincular a entidade.",2023-06-01 16:52:49,jose.filipi,2023-06-01 16:52:49,,Entidade,Acesso à Opções de Entidade
264,acesso_ocorrencia,Permite o acesso à funcionalidade de ADM/Outros/Ocorrências,2023-06-06 11:32:08,jose.filipi,2023-06-06 11:32:08,,ADM,Acesso a Ocorrências
