idprojeto,idnucleo,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao
129,22946,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
130,22538,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
130,22641,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
130,22671,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
130,22680,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
130,22772,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
130,22861,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
131,22529,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
132,22532,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
132,22804,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
132,22805,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
132,22807,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
132,22808,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
132,22937,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
132,22938,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
132,23030,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
132,23109,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
133,22504,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
133,22678,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
133,22687,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
133,22884,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
133,22885,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
134,22541,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
134,22878,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
134,22910,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
135,22547,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
135,22735,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
135,22737,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
135,22974,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
136,22545,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
136,22686,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
136,22761,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
136,22814,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
136,22921,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
137,22548,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
138,22544,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
138,22644,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
138,22645,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
138,22698,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
138,22929,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
138,22976,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
138,23027,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
139,22546,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
139,22927,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
139,22947,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
139,22981,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
139,22982,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
139,22983,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
140,20704,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
140,22549,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
140,22674,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
140,22728,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
140,22893,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
140,22894,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
141,22553,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
141,22699,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
141,22716,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
141,22746,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
141,22882,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
141,22903,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
141,23107,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
142,22550,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
142,22650,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
142,22651,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
142,22824,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
142,22902,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
143,22562,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
143,22630,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
143,22635,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
143,22819,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
143,22823,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
143,22915,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
143,22984,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
144,22557,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
145,22559,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
145,22634,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
145,22679,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
145,22715,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
145,22725,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
145,22729,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
146,22554,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
146,22636,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
146,22649,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
146,22778,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
146,22803,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
146,22911,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
147,22561,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
148,22563,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
148,22632,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
148,22633,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
148,22701,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
148,22845,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
148,23002,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
149,22555,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
149,22652,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
149,22654,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
149,22732,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
149,22766,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
150,22560,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
150,22655,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
150,22656,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
150,22891,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
150,22892,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
150,22973,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
151,22506,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
151,22664,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
151,22665,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
151,22847,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
151,22848,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
151,22920,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
152,22568,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
152,22614,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
152,22615,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
152,22685,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
152,22696,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
152,22779,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
152,22963,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
152,22964,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
152,22966,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
153,22569,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
153,22621,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
153,22625,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
153,22657,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
153,22726,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
153,22993,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
153,23102,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
154,22564,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
154,22774,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
154,22787,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
154,22788,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
154,22859,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
154,22985,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
155,22566,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
155,22658,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
155,22659,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
155,22660,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
155,22661,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
155,22662,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
156,22570,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
156,22683,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
156,22695,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
156,22704,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
156,22855,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
156,22916,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
157,22592,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
158,22595,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
159,22594,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
160,22593,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
161,22596,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
162,22590,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
162,22759,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
162,23011,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
163,22702,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
163,22856,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
163,22889,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
163,23029,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
164,22703,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
164,22806,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
164,22838,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
164,22869,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
165,22526,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
166,22507,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
166,22896,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
166,22913,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
166,22926,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
166,22970,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
166,23040,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
168,22795,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
168,22850,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
168,22876,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
168,22877,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
168,23019,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
168,23156,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
169,22797,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
169,22825,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
169,22827,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
169,22950,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
169,22977,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
170,22794,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
170,22837,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
170,22840,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
170,22842,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
170,22863,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
170,22922,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
170,22925,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
171,22796,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
171,22880,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
171,22883,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
171,22900,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
171,22901,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
171,22904,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
172,22798,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
174,22914,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
174,22948,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
174,22949,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
174,23022,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
176,22923,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
176,22941,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
176,22953,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
176,23006,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
177,23076,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
178,23078,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
179,23077,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
180,23080,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
181,23081,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
182,23079,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
183,22907,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
183,22908,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
183,23164,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
184,23165,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
184,23201,2018-10-16 11:31:58,renato.rossi,2018-10-16 11:31:58,renato.rossi
184,23202,2018-10-16 11:31:26,renato.rossi,2018-10-16 11:31:26,renato.rossi
185,23043,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
185,23166,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
186,23167,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
186,23189,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
186,23190,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
187,23096,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
187,23097,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
187,23168,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
188,23169,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
188,23192,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
188,23193,2018-05-07 09:41:15,gladson.lima,2018-05-07 09:41:15,gladson.lima
501,21841,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
502,21871,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
503,21872,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
504,21837,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
505,21858,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
506,21857,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
507,21856,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
508,21888,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
509,21886,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
510,21889,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
511,21890,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
512,21797,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
513,21836,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
514,21848,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
515,21847,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
516,21819,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
517,21885,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
518,21851,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
519,21826,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
520,21822,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
521,21842,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
522,21843,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
523,21801,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
524,21794,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
525,21849,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
526,21892,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
527,21884,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
528,21792,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
529,21798,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
530,21877,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
531,21824,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
532,21825,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
533,21827,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
534,21829,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
535,21830,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
536,21790,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
537,21878,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
538,21831,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
539,21832,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
540,21816,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
541,21815,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
542,21805,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
543,21810,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
544,21838,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
545,21835,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
546,21812,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
547,21799,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
548,21833,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
549,21839,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
550,21876,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
551,21820,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
552,21860,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
553,21821,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
554,21861,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
555,21859,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
556,21823,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
557,21804,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
558,21809,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
559,21808,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
560,21818,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
561,21807,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
562,21806,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
563,21869,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
564,21855,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
565,21854,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
566,21870,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
567,21891,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
568,21882,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
569,21887,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
570,21793,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
571,21880,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
572,21874,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
573,21796,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
574,21828,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
575,21852,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
576,21879,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
577,21802,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
578,21850,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
579,21912,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
580,21817,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
581,21803,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
582,21800,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
583,21795,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
584,21811,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
585,21813,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
586,21875,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
587,21845,2018-05-06 20:02:55,gladson.lima,2018-05-06 20:02:55,gladson.lima
