idcidade,idbairro,nmbairro,flincluido
9239,19236,PARQUE DELFIM VERDE, 
9239,19237,PARQUE JANDAIA, 
9239,19238,PARQUE PARAISO, 
9239,19239,PARQUE SANTA AMELIA, 
9239,19241,PARQUE SAO FRANCISCO, 
9239,19242,PARQUE SAO LOURENCO, 
9239,19243,PARQUE YARA CECY, 
9239,19244,POTUVERA, 
9239,19245,RECANTO DA FLORESTA, 
9239,19246,RECANTO DA SERRA, 
9239,19247,RECANTO DOS COLIBRIS, 
9239,19248,RECREIO CAMPESTRE, 
9239,19249,RECREIO PRIMAVERA, 
9239,19250,RESSACA, 
9239,19251,ROYAL PARK, 
9239,19252,VALO VELHO, 
9239,19253,VILA GENI, 
9239,19254,VILA JOAO MONTESANO, 
9239,19255,VILA SANTA MARIA, 
9240,19256,CENTRAL PARQUE 4-L, 
9240,19257,CENTRO, 
9240,19258,CHACARAS ALVORADA, 
9240,19260,CHAPADINHA, 
9240,19261,CONCEICAO, 
9240,19262,CONJUNTO HABITACIONAL NISSHIMBO DO BRASIL, 
9240,19263,ESTANCIA CONCEICAO, 
9240,19264,JARDIM ALVORADA, 
9240,19265,JARDIM BELA VISTA, 
9240,19267,JARDIM BRASIL, 
9240,19268,JARDIM CASA GRANDE, 
9240,19269,JARDIM COLOMBO, 
9240,19270,JARDIM CRUZEIRO DO SUL, 
9240,19271,JARDIM DAS FLORES, 
9240,19272,JARDIM DAS LARANJEIRAS, 
9240,19274,JARDIM DAS ROSAS, 
9240,19275,JARDIM FLORESTAL, 
9240,19276,JARDIM FOGACA, 
9240,19277,JARDIM ITALIA, 
9240,19278,JARDIM LEONEL, 
9240,19279,JARDIM MARABA, 
9240,19280,JARDIM MARIA LUIZA, 
9240,19281,JARDIM MARICOTA, 
9240,19282,JARDIM MESQUITA, 
9240,19283,JARDIM MONTE SANTO, 
9240,19284,JARDIM MORAES ROSA, 
9240,19285,JARDIM NOVA ERA, 
9240,19286,JARDIM NOVO AEROPORTO, 
9240,19287,JARDIM PAULISTA, 
9240,19288,JARDIM SANTA INEZ, 
9240,19289,JARDIM SHANGRILA, 
9240,19290,JARDIM VIEIRA DE MORAES, 
9240,19291,PARQUE ATENAS DO SUL, 
9240,19292,PARQUE DA LAGOA, 
9240,19294,PORTAL DA FIGUEIRA, 
9240,19295,RETIRO SANTANA, 
9240,19297,TUPY, 
9240,19298,VALE SAN FERNANDO, 
9240,19299,VILA ALIANCA, 
9240,19300,VILA ALVES, 
9240,19301,VILA APARECIDA, 
9240,19303,VILA ARRUDA, 
9240,19304,VILA ASEM, 
9240,19305,VILA AURORA, 
9240,19306,VILA AYRES, 
9240,19307,VILA BARTH, 
9240,19308,VILA BELO HORIZONTE, 
9240,19309,VILA CAMARAO, 
9240,19310,VILA CAROLINA, 
9240,19311,VILA CARVALHO, 
9240,19312,VILA CELIA, 
9240,19313,VILA CUBATAO, 
9240,19314,VILA DEYSE, 
9240,19315,VILA DOS BANDEIRANTES, 
9240,19316,VILA ELDORADO, 
9240,19317,VILA ESPLANADA, 
9240,19318,VILA FRANCISCA, 
9240,19319,VILA GARRIDO, 
9240,19320,VILA GINEZ, 
9240,19321,VILA GODOI, 
9240,19322,VILA GRACE, 
9240,19324,VILA HUNGRIA, 
9240,19325,VILA ITAPETININGA, 
9240,19326,VILA JUDITE, 
9240,19327,VILA KALIL HALAK, 
9240,19330,VILA LEONOR, 
9240,19331,VILA LUIZ ANTONIO, 
9240,19332,VILA MACIA, 
9240,19333,VILA MACIEL, 
9240,19334,VILA MARIA, 
9240,19336,VILA MAZARINO, 
9240,19337,VILA MAZZEI, 
9240,19338,VILA MONTEIRO, 
9240,19339,VILA NASTRI, 
9240,19340,VILA NOVA, 
9240,19341,VILA NOVA ITAPETININGA, 
9240,19342,VILA NOVO HORIZONTE, 
9240,19343,VILA OLHO D AGUA, 
9240,19344,VILA OLIVEIRA, 
9240,19345,VILA ORESTES, 
9240,19347,VILA PIEDADE, 
9240,19348,VILA POPULAR, 
9240,19349,VILA PRADO, 
9240,19350,VILA PRESTES, 
9240,19351,VILA PROGRESSO, 
9240,19352,VILA RECREIO, 
9240,19353,VILA REGINA, 
9240,19354,VILA REIS, 
9240,19355,VILA RICA, 
9240,19356,VILA RIO BRANCO, 
9240,19357,VILA ROCHA, 
9240,19358,VILA ROSA, 
9240,19359,VILA RUBENS, 
9240,19360,VILA SALEM, 
9240,19361,VILA SANTA ISABEL, 
9240,19362,VILA SANTANA, 
9240,19363,VILA SAO GONCALO, 
9240,19365,VILA SAO JOSE, 
9240,19366,VILA SAO PEDRO, 
9240,19367,VILA SERAFIM, 
9240,19368,VILA SONIA, 
9240,19369,VILA SOTTEMO, 
9240,19370,VILA VENDRAMINI, 
9240,19371,VILA VISALTINO GOMES, 
9242,19372,CENTRAL PARK, 
9242,19373,CENTRO, 
9242,19375,CONJUNTO HABITACIONAL PAULO VI, 
9242,19376,CONJUNTO HABITACIONAL SAO CAMILO, 
9242,19377,CONJUNTO HABITACIONAL TANCREDO NEVES, 
9242,19378,DISTRITO INDUSTRIAL, 
9242,19379,HORTO DO IPE, 
9242,19380,JARDIM ALVORADA, 
9242,19381,JARDIM AMERICA I, 
9242,19382,JARDIM AMERICA II, 
9242,19383,JARDIM BEIJA-FLOR, 
9242,19384,JARDIM BELA VISTA, 
9242,19385,JARDIM BELVEDERE, 
9242,19386,JARDIM BRASIL, 
9242,19387,JARDIM CALIFORNIA, 
9242,19388,JARDIM DONA MIRIAM, 
9242,19389,JARDIM DOUTOR PINHEIRO, 
9242,19390,JARDIM EUROPA, 
9242,19391,JARDIM FERRARI, 
9242,19392,JARDIM GRAJAU, 
9242,19393,JARDIM GUANABARA, 
9242,19395,JARDIM MARINGA, 
9242,19396,JARDIM MARINGA III, 
9242,19397,JARDIM MARINGA IV, 
9242,19398,JARDIM MORADA DO SOL, 
9242,19399,JARDIM NOVA ITAPEVA, 
9242,19400,JARDIM PAULISTA, 
9242,19401,JARDIM PILAR, 
9242,19402,JARDIM POR DO SOL, 
9242,19403,JARDIM SANTA ROSA, 
9242,19404,JARDIM SAO FRANCISCO, 
9242,19405,JARDIM VIRGINIA, 
9242,19406,LOTEAMENTO LONGA VIDA, 
9242,19407,PARQUE CIMENTOLANDIA, 
9242,19408,PARQUE NOVA ESPERANCA, 
9242,19409,PARQUE PAINEIRAS, 
9242,19410,PARQUE PLANALTO, 
9242,19411,PARQUE RESIDENCIAL ITAPEVA, 
9242,19412,PARQUE SAO JORGE, 
9242,19413,PARQUE VISTA ALEGRE, 
9242,19414,RECANTO PILAO D AGUA, 
9242,19416,VILA APARECIDA, 
9242,19417,VILA BOAVA, 
9242,19418,VILA BOM JESUS, 
9242,19419,VILA CAMARGO, 
9242,19420,VILA DOM BOSCO, 
9242,19421,VILA GUARANI, 
9242,19422,VILA ISABEL, 
9242,19423,VILA MARINGA, 
9242,19424,VILA NOSSA SENHORA DE FATIMA, 
9242,19425,VILA NOVA, 
9242,19426,VILA OPHELIA, 
9242,19427,VILA RIBAS, 
9242,19428,VILA SANTA MARIA, 
9242,19429,VILA SANTANA, 
9242,19430,VILA SAO BENEDITO, 
9242,19431,VILA SAO FRANCISCO DE ASSIS, 
9242,19432,VILA SAO JOSE, 
9242,19433,VILA SAO MIGUEL, 
9242,19434,VILA SONIA, 
9242,19435,VILA TAQUARI, 
9242,19437,VISTA ALEGRE II, 
9243,19438,AMADOR BUENO, 
9243,19439,J, 
9243,19440,CAMINHO DO SOL, 
9243,19441,CENTRO, 
9243,19442,CHACARA SANTA CECILIA, 
9243,19443,CHACARA SILENE, 
9243,19444,CHACARA VITAPOLIS, 
9243,19445,CHACARAS GOIAPA, 
9243,19446,CHACARAS LAGOINHA, 
9243,19447,CHACARAS MONTE SERRAT, 
9243,19448,CHACARAS NOSSA SENHORA APARECIDA, 
9243,19449,CHACARAS PRIMAVERA, 
9243,19450,CHACARAS SANTA MARINA, 
9243,19451,CHACARAS SELVA, 
9243,19452,CIDADE DA SAUDE, 
9243,19453,CIDADE DO SOL, 
9243,19454,CONJUNTO HABITACIONAL - SETOR A, 
9243,19455,CONJUNTO HABITACIONAL - SETOR B, 
9243,19456,CONJUNTO HABITACIONAL - SETOR D, 
9243,19457,CONDOMINIO NOVA SAO PAULO, 
9243,19458,CONDOMINIO REFUGIO DOS PINHEIROS, 
9243,19459,DOS ABREUS, 
9243,19460,ESTANCIA SAO FRANCISCO, 
9243,19461,ESTRELA DALVA, 
9243,19462,GRANJA LEDA, 
9243,19463,INGAHI, 
9243,19464,ITAPARICA, 
9243,19465,ITAPEVI, 
9243,19466,ITAQUI, 
9243,19467,JACUCAI, 
9243,19468,JARDIM ALABAMA, 
9243,19469,JARDIM BEATRIZ, 
9243,19470,JARDIM BELA VISTA, 
9243,19471,JARDIM BRIQUET, 
9243,19473,JARDIM CRUZEIRO, 
9243,19474,JARDIM DA RAINHA, 
9243,19475,JARDIM DONA ELVIRA, 
9243,19476,JARDIM DOROTEIA, 
9243,19477,JARDIM GIOIA, 
9243,19478,JARDIM HOKKAIDO, 
9243,19479,JARDIM ITACOLOMI, 
9243,19480,JARDIM ITAGUASSU, 
9243,19481,JARDIM ITAPEVI, 
9243,19482,JARDIM ITAPOA, 
9243,19483,JARDIM JULIETA, 
9243,19484,JARDIM JUREMA, 
9243,19485,JARDIM MARIA CECILIA, 
9243,19486,JARDIM MARIA JUDITE, 
9243,19487,JARDIM MARINA, 
9243,19488,JARDIM MARISTELA, 
9243,19489,JARDIM MIRADOR, 
9243,19490,JARDIM NOSSA SENHORA APARECIDA, 
9243,19491,JARDIM NOSSA SENHORA DE FATIMA, 
9243,19492,JARDIM NOVA COTIA, 
9243,19493,JARDIM NOVA ITAPEVI, 
9243,19494,JARDIM PAULISTA, 
9243,19495,JARDIM PORTAO VERMELHO, 
9243,19496,JARDIM PORTELA, 
9243,19497,JARDIM ROSEMARY, 
9243,19498,JARDIM RUTH, 
9243,19499,JARDIM SANTA RITA, 
9243,19500,JARDIM SANTA RITA - 2A PARTE, 
9243,19501,JARDIM SANTO AMERICO, 
9243,19502,JARDIM SANTO ANTONIO, 
9243,19503,JARDIM SAO BENEDITO, 
9243,19504,JARDIM SAO CARLOS, 
9243,19505,JARDIM SAO LUCAS, 
9243,19506,JARDIM SAO LUIZ, 
9243,19507,JARDIM SAO MARCOS, 
9243,19508,JARDIM SAO PAULO, 
9243,19509,JARDIM SOROCABANA, 
9243,19510,JARDIM V GRANDE, 
9243,19511,JARDIM VITAPOLIS, 
9243,19512,MORADA DAS NUVENS, 
9243,19513,PARQUE BOA ESPERANCA, 
9243,19514,PARQUE CIRAS, 
9243,19515,PARQUE ITAMARATI, 
9243,19516,PARQUE MIRA FLORES, 
9243,19517,PARQUE SANTO ANTONIO, 
9243,19518,PARQUE SUBURBANO, 
9243,19519,RECANTO CAMARGO RIBEIRO, 
9243,19520,RECANTO DO SOSSEGO, 
9243,19521,RECANTO VERDE, 
9243,19522,RECANTO VERDE DOS LAGOS, 
9243,19523,RESIDENCIAL PARQUE ITAMARATI, 
9243,19524,SAO JOAO, 
9243,19525,TRANSURB, 
9243,19526,VALE DO SOL, 
9243,19527,VILA APARECIDA, 
9243,19528,VILA AUREA, 
9243,19529,VILA AURORA, 
9243,19530,VILA BELMIRA, 
9243,19531,VILA DAS CHACARAS, 
9243,19532,VILA DAS FLORES, 
9243,19533,VILA DOLORES, 
9243,19534,VILA DONA PAULINA, 
9243,19535,VILA DOUTOR CARDOSO, 
9243,19536,VILA GARCIA, 
9243,19537,VILA IRACEMA, 
9243,19538,VILA LICIA, 
9243,19539,VILA LUCILA, 
9243,19540,VILA MARIA CHRISTINA, 
9243,19541,VILA MARIA DE JESUS, 
9243,19542,VILA NEOFARM, 
9243,19543,VILA NOVA ESPERANCA, 
9243,19544,VILA OLIMPIA, 
9243,19545,VILA OLINDA, 
9243,19546,VILA RECANTO PAULISTANO, 
9243,19547,VILA SANTA CLARA, 
9243,19548,VILA SANTA FLORA, 
9243,19549,VILA SANTA RITA, 
9243,19550,VILA SANTO ANTONIO DA BOA VISTA, 
9243,19551,VILA SAO FRANCISCO, 
9243,19552,VILA SAO FRANCISCO (GLEBAS 1 A 3), 
9243,19553,VILA SAO JOAO, 
9244,19555,BOA VISTA, 
9244,19556,CENTRO, 
9244,19557,CHACARA FREITAS, 
9244,19558,CHACARA SANTA FE, 
9244,19560,CONJUNTO HABITACIONAL DOUTOR ACHILES GALDI, 
9244,19561,CONJUNTO HABITACIONAL DOUTOR JOSE SECCHI, 
9244,19562,CONJUNTO HABITACIONAL GENERAL EUCLIDES FIGUEIREDO, 
9244,19563,CONJUNTO HABITACIONAL JUSCELINO KUBITSCHEK DE OLIVEIRA, 
9244,19564,CUBATAO, 
9244,19565,JARDIM BELA VISTA, 
9244,19566,JARDIM BONFIM, 
9244,19567,JARDIM CAMBORIU, 
9244,19568,JARDIM ESPLANADA, 
9244,19569,JARDIM GUARUJA, 
9244,19570,JARDIM ISAURA, 
9244,19571,JARDIM ITAPEMA, 
9244,19572,JARDIM ITAPUA, 
9244,19573,JARDIM IVETE, 
9244,19574,JARDIM LINDOIA, 
9244,19575,JARDIM MACUCOS, 
9244,19576,JARDIM MAGALI, 
9244,19577,JARDIM NOSSA SENHORA APARECIDA, 
9244,19578,JARDIM PARAISO, 
9244,19580,JARDIM SOARES, 
9244,19581,JARDIM TROPICAL, 
9244,19582,JARDIM YARA, 
9244,19583,LOTEAMENTO CONJUNTO HABITACIONAL ANTONIO ASSAD ALCICI, 
9244,19584,LOTEAMENTO DELLA ROCHA, 
9244,19585,LOTEAMENTO ELIZEU DO ESPIRITO SANTO, 
9244,19586,LOTEAMENTO HABITACIONAL HALDI, 
9244,19587,LOTEAMENTO JOAO DE BARROS, 
9244,19588,LOTEAMENTO NACOES UNIDAS, 
9244,19589,MACUMBE, 
9244,19590,NOVA ITAPIRA, 
9244,19591,PARQUE FELICIDADE, 
9244,19592,PARQUE FORTALEZA, 
9244,19593,PARQUE SAO FRANCISCO, 
9244,19594,PARQUE SAO JORGE, 
9244,19595,PARQUE SAO LUCAS, 
9244,19596,PIRES, 
9244,19597,PRADO, 
9244,19598,RECANTO SANTA FE, 
9244,19599,SALGADOS, 
9244,19600,SANTA CRUZ, 
9244,19601,SANTA FE, 
9244,19602,SANTO ANTONIO, 
9244,19603,SAO BENEDITO, 
9244,19604,SAO VICENTE, 
9244,19605,VILA BAZANI, 
9244,19606,VILA ESPERANCA, 
9244,19607,VILA ILZE, 
9244,19608,VILA MARIA, 
9244,19609,VILA PENHA DO RIO DO PEIXE, 
9244,19610,VILA PEREIRA, 
9244,19611,VILA SANTA MARTA, 
9244,19612,VILA VIEIRA, 
9244,19613,JARDIM ITAMARACA, 
9250,19614,ARACARE, 
9250,19615,ARUJA COUNTRY CLUB, 
9250,19616,CAMPO DA VENDA, 
9250,19617,CENTRO, 
9250,19618,CHACARA AGUAS DA PEDRA, 
9250,19619,CHACARA COQUEIRO, 
9250,19620,CHACARA CUIABA, 
9250,19621,CHACARA DONA ESCOLASTICA, 
9250,19622,CHACARA HOLIDAY, 
9250,19623,CHACARA MARACANA, 
9250,19624,CHACARA PROGRESSO, 
9250,19625,CHACARA SAO JOAQUIM, 
9250,19626,CHACARA SAO MIGUEL, 
9250,19627,CIDADE KEMEL, 
9250,19628,CIDADE NOVA LOUZADA, 
9250,19629,CONDOMINIO ARUJAZINHO III PARTE, 
9250,19630,CONDOMINIO ARUJAZINHO IV PARTE, 
9250,19631,CONDOMINIO VILAGE, 
9250,19632,CORREDOR, 
9250,19633,CUIABA, 
9250,19634,ESTACAO, 
9250,19635,ESTANCIA FRATERNIDADE, 
9250,19636,ESTANCIA GUATAMBU, 
9250,19637,ESTANCIA PARAISO, 
9250,19638,INDUSTRIAL, 
9250,19639,JAGUARI, 
9250,19640,JARDIM ADRIANA, 
9250,19641,JARDIM ADRIANE, 
9250,19642,JARDIM ALGARVE, 
9250,19643,JARDIM ALPES DE ITAQUA, 
9250,19644,JARDIM ALTOS DE ITAQUA, 
9250,19645,JARDIM AMANDA CAIUBI, 
9250,19646,JARDIM AMARAL, 
9250,19647,JARDIM AMERICA, 
9250,19648,JARDIM AMERICANO, 
9250,19649,JARDIM ANITA, 
9250,19650,JARDIM ARACARE, 
9250,19651,JARDIM BELEM, 
9250,19652,JARDIM CAIUBI, 
9250,19653,JARDIM CAMPO LIMPO, 
9250,19654,JARDIM CAROLINA, 
9250,19655,JARDIM COQUEIRO, 
9250,19656,JARDIM CRISTIANO, 
9250,19657,JARDIM DA ESTACAO, 
9250,19658,JARDIM DA FONTE, 
9250,19659,JARDIM DELIY, 
9250,19660,JARDIM DO CARMO, 
9250,19661,JARDIM DO VALE, 
9250,19662,JARDIM DOS IPES, 
9250,19663,JARDIM EUROPA, 
9250,19664,JARDIM FELIX E MILTON, 
9250,19665,JARDIM FIORELO, 
9250,19666,JARDIM GONCALVES, 
9250,19667,JARDIM GUARANI, 
9250,19668,JARDIM IKES, 
9250,19669,JARDIM IPE, 
9250,19670,JARDIM ITAPUA, 
9250,19671,JARDIM ITAQUA, 
9250,19672,JARDIM JAPAO, 
9250,19673,JARDIM JOANDRA, 
9250,19674,JARDIM JOSELY, 
9250,19675,JARDIM KARINE, 
9250,19676,JARDIM LUANA, 
9250,19677,JARDIM LUCIANA, 
9250,19678,JARDIM LUCINDA, 
9250,19679,JARDIM MARAGOJIPE, 
9250,19680,JARDIM MARCELO, 
9250,19681,JARDIM MARGARIDA, 
9250,19682,JARDIM MARIA ELIZA, 
9250,19683,JARDIM MIRAY, 
9250,19684,JARDIM MONICA, 
9250,19685,JARDIM MOSSAPYRA, 
9250,19686,JARDIM NAPOLI, 
9250,19687,JARDIM NAPOLI I, 
9250,19688,JARDIM NASCENTE, 
9250,19689,JARDIM NICEA, 
9250,19690,JARDIM NOSSA SENHORA D AJUDA, 
9250,19691,JARDIM NOVA ITAQUA, 
9250,19692,JARDIM NOVO HORIZONTE, 
9250,19693,JARDIM ODETE, 
9250,19694,JARDIM PAINEIRA, 
9250,19695,JARDIM PATRICIA, 
9250,19696,JARDIM PIATA A, 
9250,19697,JARDIM PIATA B, 
9250,19698,JARDIM PINHEIRINHO, 
9250,19699,JARDIM PRIMAVERA, 
9250,19700,JARDIM SANTA HELENA, 
9250,19701,JARDIM SANTA LUZIA DE POA, 
9250,19702,JARDIM SANTO ANTONIO, 
9250,19703,JARDIM SAO ARMANDO, 
9250,19704,JARDIM SAO JERONIMO, 
9250,19705,JARDIM SAO MANOEL, 
9250,19706,JARDIM SAO PAULO, 
9250,19707,JARDIM SILVESTRE, 
9250,19708,JARDIM TROPICAL, 
9250,19709,JARDIM VALPARAISO, 
9250,19710,JARDIM VIANA, 
9250,19711,JARDIM ZELIA, 
9250,19712,MANDI, 
9250,19713,MERENDA, 
9250,19714,MORRO BRANCO, 
9250,19715,O PEQUENO CORACAO, 
9250,19716,PARQUE DIRCE, 
9250,19717,PARQUE MACEDO, 
9250,19718,PARQUE NOSSA SENHORA DAS GRACAS, 
9250,19719,PARQUE NOVO HORIZONTE, 
9250,19720,PARQUE PIRATININGA, 
9250,19721,PARQUE PIRATININGA II, 
9250,19722,PARQUE RECANTO MONICA, 
9250,19723,PARQUE RESIDENCIAL CALIFORNIA, 
9250,19724,PARQUE RESIDENCIAL MARENGO, 
9250,19725,PARQUE RESIDENCIAL SCAFFIBI, 
9250,19726,PARQUE RESIDENCIAL SCAFFIBI II, 
9250,19727,PARQUE RESIDENCIAL SOUZA CAMPOS, 
9250,19728,PARQUE SAO PEDRO, 
9250,19729,PARQUE VIVIANE, 
9250,19730,PEDREIRA, 
9250,19731,PEROBAL, 
9250,19732,PINHEIRINHO, 
9250,19733,PIUM, 
9250,19734,QUINTA DA BOA VISTA (INDUSTRIAL), 
9250,19735,QUINTA DA BOA VISTA (RESIDENCIAL), 
9250,19736,RANCHO GRANDE, 
9250,19737,RESIDENCIAL FURTUNA, 
9250,19738,RESIDENCIAL NOVO HORIZONTE, 
9250,19739,RESIDENCIAL PALMAS DE ITAQUA, 
9250,19740,RESIDENCIAL PAMELA, 
9250,19741,RESIDENCIAL RANCHO GRANDE, 
9250,19742,RIBEIRO, 
9250,19743,RIO ABAIXO, 
9250,19744,TIPOIA, 
9250,19745,UNA, 
9250,19746,VERANEIO MARACANA, 
9250,19747,VILA ARIZONA, 
9250,19748,VILA AUGUSTA, 
9250,19749,VILA BARTIRA, 
9250,19750,VILA BRUNO, 
9250,19751,VILA CELESTE, 
9250,19752,VILA DOLORES, 
9250,19753,VILA ERCILIA, 
9250,19754,VILA ESPERANCA, 
9250,19755,VILA FERLOPOLIS, 
9250,19756,VILA FERREIRA, 
9250,19757,VILA FLORINDO, 
9250,19758,VILA GENI, 
9250,19759,VILA GEPINA, 
9250,19760,VILA ITAQUA MIRIM, 
9250,19761,VILA ITAQUASSU, 
9250,19762,VILA JAPAO, 
9250,19763,VILA LONDRINA, 
9250,19764,VILA MARIA AUGUSTA, 
9250,19765,VILA MENEZES, 
9250,19766,VILA MIRANDA, 
9250,19767,VILA MONTE BELO, 
9250,19768,VILA NELY, 
9250,19769,VILA PASSALAGOA, 
9250,19770,VILA POPULAR, 
9250,19771,VILA ROLANDIA, 
9250,19772,VILA SANTA BARBARA, 
9250,19773,VILA SAO CARLOS, 
9250,19774,VILA SAO JOSE, 
9250,19775,VILA SAO JUDAS TADEU, 
9250,19776,VILA SAO ROBERTO, 
9250,19777,VILA SONIA, 
9250,19778,VILA URSULINA, 
9250,19779,VILA VERMONT, 
9250,19780,VILA VIRGINIA, 
9250,19781,VILA ZEFERINA, 
9250,19782,VILA ZESUINA, 
9254,19783,CACHOEIRAS DO IMARATA, 
9254,19784,CAPELA DO BARREIRO, 
9254,19785,CENTRO, 
9254,19786,CHACARA SAN MARTIN I, 
9254,19787,CHACARA SAN MARTIN II, 
9254,19788,CHACARA SANTA CRUZ DOS PIRES, 
9254,19789,CIDADE JARDIM, 
9254,19790,COCAIS, 
9254,19791,CONDOMINIO RESIDENCIAL BEIJA-FLOR, 
9254,19792,ENCOSTA DO SOL, 
9254,19793,BAIRRO DO ENGENHO, 
9254,19794,CONDOMINIO ITAEMBU, 
9254,19795,BAIRRO ITAPEMA, 
9254,19796,JARDIM ALTO DE SANTA CRUZ, 
9254,19798,JARDIM AMERICA, 
9254,19799,JARDIM ANA MARIA, 
9254,19800,JARDIM ARIZONA, 
9254,19801,JARDIM BELEM, 
9254,19802,JARDIM CARLOS BORELLA, 
9254,19803,JARDIM CORONEL PEROBA, 
9254,19804,JARDIM DAS LARANJEIRAS, 
9254,19805,JARDIM DAS NACOES, 
9254,19806,JARDIM DE LUCCA, 
9254,19807,JARDIM DELFORNO, 
9254,19809,JARDIM DO LESTE, 
9254,19810,JARDIM DOS LAGOS, 
9254,19811,JARDIM ESPLANADA, 
9254,19812,JARDIM ESTER, 
9254,19813,JARDIM GALETTO, 
9254,19814,JARDIM HARMONIA, 
9254,19815,JARDIM IPE, 
9254,19816,JARDIM LEONOR, 
9254,19817,JARDIM LUCIA, 
9254,19818,JARDIM MARIA, 
9254,19819,JARDIM MATEUS, 
9254,19820,JARDIM MEXICO, 
9254,19821,JARDIM MONTE VERDE, 
9254,19822,JARDIM MORUMBI, 
9254,19823,JARDIM NARDIN, 
9254,19824,JARDIM NICE, 
9254,19825,JARDIM NOSSA SENHORA DAS GRACAS, 
9254,19826,JARDIM NOSSA SENHORA DE FATIMA, 
9254,19827,JARDIM NOVA AMERICA, 
9254,19828,JARDIM NOVO HORIZONTE, 
9254,19829,JARDIM PALLADINO, 
9254,19830,JARDIM SALESSI, 
9254,19831,JARDIM SANTA FILOMENA, 
9254,19833,VILA SANTA LUZIA, 
9254,19834,JARDIM SANTA ROSA, 
9254,19835,JARDIM SANTO ANTONIO, 
9254,19836,JARDIM SAO JOAO, 
9254,19837,JARDIM SAO JOSE, 
9254,19838,JARDIM SAO LUIZ II, 
9254,19839,JARDIM SAO MARCOS, 
9254,19841,JARDIM TEREZA, 
9254,19842,JARDIM VIRGINIA, 
9254,19844,LOTEAMENTO CAMINHOS DO SOL, 
9254,19845,LOTEAMENTO FERNANDO MOMENTEL, 
9254,19846,LOTEAMENTO REI DE OURO, 
9254,19847,BAIRRO SANTO ANTONIO, 
9254,19848,MOMBUCA, 
9254,19849,MORADA DAS FONTES, 
9254,19850,MORADA DOS PASSAROS, 
9254,19851,NOVA ITATIBA, 
9254,19852,NOVO CRUZEIRO, 
9254,19853,NUCLEO RESIDENCIAL ABRAMO DELFORNO, 
9254,19854,NUCLEO RESIDENCIAL AFONSO ZUPARDO, 
9254,19855,NUCLEO RESIDENCIAL DOUTOR LUIZ DE MATTOS PIMENTA, 
9254,19856,NUCLEO RESIDENCIAL JOAO CORRADINI, 
9254,19857,NUCLEO RESIDENCIAL PEDRO FUMACHI, 
9254,19858,NUCLEO RESIDENCIAL PORTO SEGURO, 
9254,19859,NUCLEO RESIDENCIAL VALE VERDE, 
9254,19860,PARQUE DA FAZENDA, 
9254,19861,PARQUE DAS LARANJEIRAS, 
9254,19862,PARQUE NOVA XAMPIRRA, 
9254,19863,PARQUE SAO FRANCISCO, 
9254,19864,PARQUE SAO GABRIEL, 
9254,19865,PARQUE SAO VICENTE, 
9254,19866,PARQUE TESCAROLLO, 
9254,19867,BAIRRO DO PINHAL, 
9254,19868,POMAR SAO JORGE, 
9254,19869,BAIRRO DA PONTE, 
9254,19870,PONTE NOVA, 
9254,19871,PORTAL DA COLINA, 
9254,19872,REAL PARQUE DOM PEDRO I, 
9254,19873,RECANTO BEIRA RIO, 
9254,19874,RECANTO DA PAZ, 
9254,19875,RECANTO DAS ESTRELAS, 
9254,19876,RECANTO DOS PASSAROS, 
9254,19877,RECANTO PRINCESA DA COLINA, 
9254,19878,RECREIO COSTA VERDE, 
9254,19879,RESIDENCIAL GREMIO, 
9254,19880,RESIDENCIAL MOENDA, 
9254,19881,SITIO DA MOENDA, 
9254,19882,SUMMERTIME BARREIRO, 
9254,19883,TERRAS DE SAN MARCO, 
9254,19884,TERRAS DE SAO SEBASTIAO, 
9254,19885,TERRAS DE SAVION, 
9254,19886,VILA BELA VISTA, 
9254,19887,VILA BRASILEIRA, 
9254,19888,VILA CAPELLETTO, 
9254,19889,VILA CASSARO, 
9254,19890,VILA CENTENARIO, 
9254,19891,VILA CREMONESI, 
9254,19892,VILA CRISTO REDENTOR, 
9254,19893,VILA CRUZEIRO, 
9254,19894,VILA FASSINA, 
9254,19895,VILA MUTTON, 
9254,19896,VILA PENTEADO, 
9254,19897,VILA PRUDENTE DE MORAES, 
9254,19898,VILA SANTA CLARA, 
9254,19899,VILA SANTA CRUZ, 
9254,19900,VILA SANTA TEREZINHA, 
9254,19901,VILA SAO CAETANO, 
9254,19902,VILLE CHAMONIX, 
9254,19903,VIVENDAS DO ENGENHO D AGUA, 
9260,19904,ALTO, 
9260,19905,ALTO DA VILA NOVA, 
9260,19906,ALTO DAS PALMEIRAS, 
9260,19907,BRASIL, 
9260,19908,CAMPOS DE SANTO ANTONIO, 
9260,19909,CENTRO, 
9260,19910,CHACARA BELA VISTA, 
9260,19912,CHACARA DOS EUCALIPTOS, 
9260,19913,CHACARA FLORA, 
9260,19914,CHACARA FLORIDA, 
9260,19915,CHACARA PARAISO, 
9260,19916,CHACARAS PRIMAVERA, 
9260,19917,CHACARA SAO JOAO, 
9260,19920,CHAFARIS, 
9260,19921,CIDADE NOVA I, 
9260,19922,CIDADE NOVA II, 
9260,19923,CITY CASTELLO, 
9260,19924,CONDOMINIO PORTAL DE ITU, 
9260,19925,CRUZ DAS ALMAS, 
9260,19926,FAZENDA VILA REAL DE ITU, 
9260,19927,ITAIM, 
