idcidade,idbairro,nmbairro,flincluido
4066,6024,INDUSTRIAL REINALDO FORESTI, 
4066,6025,JARDIM ALVORADA, 
4066,6026,JARDIM ANDERE, 
4066,6027,JARDIM AUREA, 
4066,6028,JARDIM CANAA, 
4066,6029,JARDIM CIDADE NOVA, 
4066,6030,JARDIM COLONIAL, 
4066,6031,JARDIM CORCETTI I, 
4066,6032,JARDIM CORCETTI II, 
4066,6033,JARDIM DAS OLIVEIRAS, 
4066,6034,JARDIM DOS PASSAROS, 
4066,6035,JARDIM EUROPA, 
4066,6036,JARDIM MONT SERRAT, 
4066,6037,JARDIM MORADA DO SOL, 
4066,6038,JARDIM ORLANDIA, 
4066,6039,JARDIM PANORAMA, 
4066,6040,JARDIM PETROPOLIS, 
4066,6041,JARDIM RENATA, 
4066,6042,JARDIM SANTA TEREZA, 
4066,6043,JARDIM SIMOES, 
4066,6044,JARDIM SION, 
4066,6045,JARDIM VALE DOS IPES, 
4066,6046,JARDIM ZINOCA, 
4066,6047,NOSSA SENHORA APARECIDA, 
4066,6048,NOSSA SENHORA DA CONSOLACAO, 
4066,6049,NOSSA SENHORA DE FATIMA, 
4066,6050,NOSSA SENHORA DE LOURDES, 
4066,6051,NOVO HORIZONTE, 
4066,6052,PADRE VITOR, 
4066,6053,PARQUE BOA VISTA, 
4066,6054,PARQUE CATANDUVAS, 
4066,6055,PARQUE DAS ACACIAS, 
4066,6056,PARQUE DAS AMERICAS, 
4066,6057,PARQUE ILEANA, 
4066,6058,PARQUE MARIELA, 
4066,6059,PARQUE OZANAM, 
4066,6060,PARQUE RETIRO, 
4066,6061,PARQUE RINALDO, 
4066,6062,PARQUE SAO JOSE, 
4066,6063,PARQUE URUPES, 
4066,6064,PERIFERIA, 
4066,6065,PINHEIROS, 
4066,6066,REZENDE, 
4066,6067,SANTA LUIZA, 
4066,6068,SANTA MARIA, 
4066,6069,SANTANA, 
4066,6070,SAO FRANCISCO, 
4066,6071,SAO JOSE, 
4066,6072,SAO SEBASTIAO, 
4066,6073,TRES BICAS, 
4066,6074,VARGEM, 
4066,6075,VILA ADELAIDE, 
4066,6076,VILA ANDERE I, 
4066,6077,VILA ANDERE II, 
4066,6078,VILA AVELAR, 
4066,6079,VILA BARCELONA, 
4066,6080,VILA BELMIRO, 
4066,6081,VILA BUENO, 
4066,6082,VILA DO PONTAL, 
4066,6083,VILA DONA JOSEFINA, 
4066,6084,VILA FLAMENGO, 
4066,6085,VILA FLORESTA, 
4066,6086,VILA IPIRANGA, 
4066,6087,VILA ISABEL, 
4066,6088,VILA LIMBORCO, 
4066,6089,VILA MARIA, 
4066,6090,VILA MARISTELA, 
4066,6091,VILA MARTINS, 
4066,6092,VILA MENDES, 
4066,6093,VILA MONTE CASTELO, 
4066,6094,VILA MONTEIRO, 
4066,6095,VILA MORAIS, 
4066,6096,VILA MURAD, 
4066,6097,VILA NOGUEIRA, 
4066,6098,VILA NOSSA SENHORA DOS ANJOS, 
4066,6099,VILA PAIVA, 
4066,6100,VILA PELOSO, 
4066,6101,VILA PINTO, 
4066,6102,VILA REGISTANEA, 
4066,6103,VILA SANTA CRUZ, 
4066,6104,VILA SAO GERALDO, 
4066,6105,VILA VERDE, 
4066,6106,VILA VERONICA, 
4066,6107,VISTA ALEGRE, 
4141,6108,AMAMBAI, 
4141,6109,LAGOA DA CRUZ, 
4141,6110,VILA BASE AEREA, 
4141,6111,BOSQUE DE AVILAN, 
4141,6112,BOSQUE SANTA MONICA, 
4141,6113,BOSQUE SANTA MONICA II, 
4141,6114,CABREUVA, 
4141,6115,CAICARA, 
4141,6116,CARANDA BOSQUE, 
4141,6117,CENTRO, 
4141,6118,CHACARA CACHOEIRA, 
4141,6119,CHACARA DAS MANSOES, 
4141,6120,CIDADE JARDIM, 
4141,6121,COHAFAMA, 
4141,6122,CONJUNTO AERO RANCHO, 
4141,6123,CONJUNTO IRACY COELHO III, 
4141,6124,CONJUNTO HABITACIONAL ESTRELA D ALVA I, 
4141,6125,CONJUNTO HABITACIONAL ESTRELA D ALVA II, 
4141,6126,CONJUNTO HABITACIONAL ESTRELA D ALVA III, 
4141,6127,CONJUNTO HABITACIONAL JARDIM TALISMA, 
4141,6128,CONJUNTO HABITACIONAL NASCENTE SEGREDO, 
4141,6129,CONJUNTO JOSE ABRAO, 
4141,6130,CONJUNTO RESIDENCIAL BOTAFOGO, 
4141,6131,CONJUNTO RESIDENCIAL ESTRELA DO SUL, 
4141,6132,CONJUNTO RESIDENCIAL MATA DO JACINTO, 
4141,6133,CONJUNTO RESIDENCIAL OCTAVIO PECORA, 
4141,6134,CONJUNTO RESIDENCIAL RECANTO DOS ROUXINOIS, 
4141,6135,CONJUNTO UNIAO II, 
4141,6136,COOPHAFE, 
4141,6137,COOPHAMAT, 
4141,6138,COOPHARADIO, 
4141,6139,COOPHASUL, 
4141,6140,COOPHATRABALHO, 
4141,6141,COOPHAVILA II, 
4141,6142,CORONEL ANTONINO, 
4141,6143,CRUZEIRO, 
4141,6144,GUANANDI, 
4141,6145,GUANANDI II, 
4141,6146,ITANHANGA PARK, 
4141,6147,JARDIM AERO RANCHO, 
4141,6148,JARDIM AEROPORTO, 
4141,6149,JARDIM ALTO SAO FRANCISCO, 
4141,6150,JARDIM AMERICA, 
4141,6151,JARDIM ANACHE, 
4141,6152,JARDIM AUTONOMISTA, 
4141,6153,JARDIM AUXILIADORA, 
4141,6154,JARDIM BATISTAO, 
4141,6155,JARDIM BELA VISTA, 
4141,6156,JARDIM BONANCA, 
4141,6157,JARDIM BOTAFOGO, 
4141,6158,JARDIM BOTANICO, 
4141,6159,JARDIM BOTANICO II, 
4141,6160,JARDIM CAMPO ALTO, 
4141,6161,JARDIM CAMPO NOBRE, 
4141,6162,JARDIM CARIOCA, 
4141,6163,JARDIM CENTENARIO, 
4141,6164,JARDIM CENTRO OESTE, 
4141,6165,JARDIM COLIBRI, 
4141,6166,JARDIM COLUMBIA, 
4141,6167,JARDIM CORCOVADO, 
4141,6168,JARDIM DAS CEREJEIRAS, 
4141,6169,JARDIM DAS HORTENCIAS, 
4141,6170,JARDIM DAS MACAUBAS, 
4141,6171,JARDIM IMA, 
4141,6172,JARDIM INAPOLIS, 
4141,6173,JARDIM ITALIA, 
4141,6174,JARDIM ITAMARACA, 
4141,6175,JARDIM ITATIAIA, 
4141,6176,JARDIM JACY, 
4141,6177,JARDIM JOQUEI CLUB, 
4141,6178,JARDIM LEBLON, 
4141,6179,JARDIM LOS ANGELES, 
4141,6180,JARDIM MANSUR, 
4141,6181,JARDIM MOEMA, 
4141,6182,JARDIM MONTE ALEGRE, 
4141,6183,JARDIM MONTE LIBANO, 
4141,6184,JARDIM MONTEVIDEU, 
4141,6185,JARDIM MONUMENTO, 
4141,6186,JARDIM MORENAO, 
4141,6187,JARDIM NASHIVILLE, 
4141,6188,JARDIM NHANHA, 
4141,6189,JARDIM NOROESTE, 
4141,6190,JARDIM NOSSA SENHORA DO PERPETUO SOCORRO, 
4141,6191,JARDIM PANAMA, 
4141,6192,JARDIM PARADISO, 
4141,6193,JARDIM PARATI, 
4141,6194,JARDIM PAULISTA, 
4141,6195,JARDIM PENFICO, 
4141,6196,JARDIM PETROPOLIS, 
4141,6197,JARDIM POLONES, 
4141,6198,JARDIM PRESIDENTE, 
4141,6199,JARDIM SAMAMBAIA, 
4141,6200,JARDIM SANTA EMILIA, 
4141,6201,JARDIM SANTA FELICIDADE, 
4141,6202,JARDIM SAO BENTO, 
4141,6203,JARDIM SAO CONRADO, 
4141,6204,JARDIM SAO LOURENCO, 
4141,6205,JARDIM SAYONARA, 
4141,6206,JARDIM SEMINARIO, 
4141,6207,JARDIM SOL POENTE, 
4141,6208,JARDIM SUMATRA, 
4141,6209,JARDIM TARUMA, 
4141,6210,JARDIM TIJUCA, 
4141,6211,JARDIM TIJUCA II, 
4141,6212,JARDIM TV MORENA, 
4141,6213,JARDIM UIRAPURU, 
4141,6214,JARDIM VERANEIO, 
4141,6215,JARDIM VIDA NOVA, 
4141,6216,JARDIM ZE PEREIRA, 
4141,6217,LAGOA DOURADA, 
4141,6218,LAGOA PARK, 
4141,6219,LAGOA RICA, 
4141,6220,LAR DO TRABALHADOR, 
4141,6221,LOTEAMENTO RANCHO ALEGRE II, 
4141,6222,MONTE CASTELO, 
4141,6223,MONTE CARLO, 
4141,6224,MORADA DO SOL, 
4141,6225,MORADA VERDE, 
4141,6226,NOVA LIMA, 
4141,6227,NUCLEO HABITACIONAL BURITI, 
4141,6228,NUCLEO HABITACIONAL UNIVERSITARIAS, 
4141,6229,NUCLEO INDUSTRIAL, 
4141,6230,PANORAMA, 
4141,6231,PARQUE ATLANTICO, 
4141,6232,PARQUE DALLAS, 
4141,6233,PARQUE DO LAGEADO, 
4141,6234,PARQUE DOS LARANJAIS, 
4141,6235,PARQUE DOS NOVOS ESTADOS, 
4141,6236,PARQUE DOS PODERES, 
4141,6237,PARQUE ISABEL GARDEN S, 
4141,6238,PARQUE RESIDENCIAL AZALEIA, 
4141,6239,PARQUE RESIDENCIAL IRACY COELHO NETTO, 
4141,6240,PARQUE RESIDENCIAL MARIA APARECIDA PEDROSSIAN, 
4141,6241,PARQUE RESIDENCIAL UNIAO, 
4141,6242,PARQUE RESIDENCIAL RITA VIEIRA, 
4141,6243,PORTAL CAIOBA, 
4141,6244,PORTAL ITAYARA, 
4141,6245,RECANTO DAS PAINEIRAS, 
4141,6246,RECANTO DOS PASSAROS, 
4141,6247,RESIDENCIAL ANA MARIA DO COUTO, 
4141,6248,RESIDENCIAL BETAVILLE, 
4141,6249,RESIDENCIAL BUZIOS, 
4141,6250,RESIDENCIAL OLIVEIRA, 
4141,6252,RESIDENCIAL RANCHARIA, 
4141,6253,RESIDENCIAL SERRA AZUL, 
4141,6254,RESIDENCIAL VILA BELA, 
4141,6255,SANTA FE, 
4141,6256,SANTO ANTONIO, 
4141,6257,SAO FRANCISCO, 
4141,6258,VILA SAO JORGE DA LAGOA, 
4141,6260,TAQUARAL BOSQUE, 
4141,6261,TAYANA PARK, 
4141,6262,TIRADENTES, 
4141,6264,UNIVERSITARIO, 
4141,6265,VILA ADELINA, 
4141,6266,VILA AIMORE, 
4141,6267,VILA ALBA, 
4141,6268,VILA ALBUQUERQUE, 
4141,6269,VILA ALMEIDA, 
4141,6270,VILA ANAHY, 
4141,6271,VILA ANTONIO VENDAS, 
4141,6272,VILA BANDEIRANTE, 
4141,6273,VILA BELO HORIZONTE, 
4141,6274,VILA BORDON, 
4141,6275,VILA CARLOTA, 
4141,6276,VILA CARVALHO, 
4141,6277,VILA CIDADE MORENA, 
4141,6278,VILA DANUBIO AZUL, 
4141,6279,VILA DO POLONES, 
4141,6280,VILA DUQUE DE CAXIAS, 
4141,6281,VILA ELIANE, 
4141,6282,VILA ENTRONCAMENTO, 
4141,6283,VILA FLORIO, 
4141,6284,VILA GIOCONDO ORSI, 
4141,6285,VILA GLORIA, 
4141,6286,VILA GOMES, 
4141,6287,VILA IEDA, 
4141,6288,VILA IPIRANGA, 
4141,6289,VILA JULIETA, 
4141,6290,VILA MANOEL DA COSTA LIMA, 
4141,6291,VILA MANOEL SECCO THOME, 
4141,6292,VILA MANOEL TAVEIRA, 
4141,6294,VILA MARCOS ROBERTO, 
4141,6295,VILA MARGARIDA, 
4141,6296,VILA MARLI, 
4141,6297,VILA MATEL, 
4141,6298,VILA MORENINHA II, 
4141,6299,VILA MORENINHA III, 
4141,6300,VILA MORENINHA IV, 
4141,6301,VILA MORUMBI, 
4141,6302,VILA NASCENTE, 
4141,6303,VILA NASSER, 
4141,6304,VILA NEUSA, 
4141,6305,VILA NOSSA SENHORA DAS GRACAS, 
4141,6306,VILA NOVA CAMPO GRANDE, 
4141,6307,VILA NOVA CAPITAL, 
4141,6308,VILA OLINDA, 
4141,6309,VILA PALMIRA, 
4141,6310,VILA PAULO VI, 
4141,6311,VILA PIRATININGA, 
4141,6312,VILA PLANALTO, 
4141,6313,VILA POPULAR, 
4141,6314,VILA PROGRESSO, 
4141,6315,VILA RICA, 
4141,6316,VILA ROMANA, 
4141,6317,VILA ROSA PIRES, 
4141,6318,VILA SANTA DOROTHEIA, 
4141,6319,VILA SANTA LUZIA, 
4141,6320,VILA SANTO AMARO, 
4141,6321,VILA SANTO EUGENIO, 
4141,6322,VILA SERRADINHO, 
4141,6323,VILA SILVIA REGINA, 
4141,6324,VILA SOBRINHO, 
4141,6325,VILA TAQUARUSSU, 
4141,6326,VILA TAVEIROPOLIS, 
4141,6327,VILA VILAS BOAS, 
4141,6328,VIVENDA DO BOSQUE, 
4141,6329,VIVENDAS DO PARQUE, 
4152,6330,AEROPORTO, 
4152,6331,CENTRO AMERICA, 
4152,6332,GENEROSO, 
4152,6333,NOSSA SENHORA DE FATIMA, 
4152,6334,INDUSTRIAL, 
4152,6335,UNIVERSITARIO, 
4152,6336,CENTRO, 
4152,6337,CONJUNTO CADIWEUS, 
4152,6338,CONJUNTO GUANA I, 
4152,6339,CONJUNTO GUANA II, 
4152,6340,CONJUNTO GUATOS, 
4152,6341,CRISTO REDENTOR, 
4152,6342,DOM BOSCO, 
4152,6343,GUAICURUS, 
4152,6344,JARDIM DOS ESTADOS, 
4152,6345,MARIA LEITE, 
4152,6346,NOVA CORUMBA, 
4152,6347,POPULAR NOVA, 
4152,6348,POPULAR VELHA, 
4152,6349,PREVISUL, 
4152,6350,VILA GUARANI, 
4152,6351,VILA MAMONA, 
4163,6352,ALTO DAS PAINEIRAS, 
4163,6353,ALTO DO INDAIA, 
4163,6354,CAMPO DOURADO, 
4163,6355,CANAA I, 
4163,6356,CANAA II, 
4163,6357,CANAA III, 
4163,6359,CANAA V, 
4163,6360,CANAA VI, 
4163,6361,CENTRO, 
4163,6362,CHACARA CALIFORNIA, 
4163,6364,COHAFABA II PLANO, 
4163,6365,COHAFABA III PLANO, 
4163,6367,COHAFABA IZIDORO PEDROSO, 
4163,6368,CONJUNTO HABITACIONAL TERRA ROXA, 
4163,6369,CONJUNTO RESIDENCIAL MONTE CARLO, 
4163,6370,COOHAB, 
4163,6371,JARDIM AGUA BOA, 
4163,6372,JARDIM ALHAMBRA, 
4163,6373,JARDIM AMERICA, 
4163,6374,JARDIM AYDE, 
4163,6375,JARDIM CARAMURU, 
4163,6376,JARDIM CARISMA, 
4163,6377,JARDIM CENTRAL, 
4163,6378,JARDIM CLIMAX, 
4163,6379,JARDIM COLIBRI, 
4163,6380,JARDIM DOS ESTADOS, 
4163,6381,JARDIM EUROPA, 
4163,6382,JARDIM FLORIDA, 
4163,6383,JARDIM GUANABARA, 
4163,6384,JARDIM INDEPENDENCIA, 
4163,6385,JARDIM ITAIPU, 
4163,6386,JARDIM ITALIA, 
4163,6387,JARDIM JOQUEI CLUBE, 
4163,6388,JARDIM MARACANA, 
4163,6389,JARDIM MARCIA, 
4163,6390,JARDIM MARINGA, 
4163,6391,JARDIM MONTE ALEGRE, 
4163,6392,JARDIM MONTE LIBANO, 
4163,6393,JARDIM NANA, 
4163,6394,JARDIM OLINDA, 
4163,6395,JARDIM OURO VERDE, 
4163,6396,JARDIM PAULISTA, 
4163,6397,JARDIM PIRATININGA, 
4163,6398,JARDIM RASSLEM, 
4163,6399,JARDIM SANTA HERMINIA, 
4163,6400,JARDIM SANTA MARIA, 
4163,6401,JARDIM SAO CRISTOVAO, 
4163,6402,JARDIM SAO PEDRO, 
4163,6403,JARDIM TROPICAL, 
4163,6404,JARDIM UNIVERSITARIO, 
4163,6405,LOTEAMENTO SOCIAL CANAA III, 
4163,6406,PARQUE ALVORADA, 
4163,6407,PARQUE DAS NACOES, 
4163,6408,PARQUE DAS NACOES II, 
4163,6409,PARQUE DO LAGO, 
4163,6411,PARQUE DOS COQUEIROS, 
4163,6413,PARQUE NOVA DOURADOS, 
4163,6414,PARQUE RESIDENCIAL PELICANO, 
4163,6415,PORTAL DE DOURADOS, 
4163,6416,PANAMBI VERA, 
4163,6417,VILA ALBA, 
4163,6418,VILA AMARAL, 
4163,6419,VILA AURORA, 
4163,6420,VILA CACHOEIRINHA, 
4163,6421,VILA CUIABA, 
4163,6422,VILA ERONDINA II, 
4163,6423,VILA ESPERANCA, 
4163,6424,VILA INDUSTRIAL, 
4163,6425,VILA MARTINS, 
4163,6426,VILA NOVA ESPERANCA, 
4163,6427,VILA PLANALTO, 
4163,6428,VILA POPULAR, 
4163,6429,VILA PROGRESSO, 
4163,6430,VILA ROSA, 
4163,6431,VILA SANTA CATARINA, 
4163,6432,VILA SANTO ANDRE, 
4163,6433,VILA SAO BRAZ, 
4163,6434,VILA SAO FRANCISCO, 
4163,6435,VILA SAO LUIZ, 
4163,6436,VILA UBIRATAN, 
4263,6437,ALTO DA BOA VISTA, 
4263,6438,COLINOS, 
4263,6439,LAPA, 
4263,6440,NOSSA SENHORA APARECIDA, 
4263,6441,BAIRRO SANTOS DUMONT, 
4263,6442,CARIOCA, 
4263,6443,CENTRO, 
4263,6444,INTERLAGOS, 
4263,6445,JARDIM AEROPORTO, 
4263,6446,JARDIM ALVORADA, 
4263,6447,JARDIM ANGELICA, 
4263,6448,JARDIM BELA VISTA, 
4263,6449,JARDIM BRASILIA, 
4263,6450,JARDIM CANGALHA, 
4263,6451,JARDIM CAPILE, 
4263,6452,JARDIM DAS ACACIAS, 
4263,6453,JARDIM DAS OLIVEIRAS, 
4263,6454,JARDIM DAS PAINEIRAS, 
4263,6455,JARDIM DOURADOS, 
4263,6456,JARDIM FLAMBOYANT, 
4263,6457,JARDIM GUAPORE, 
4263,6458,JARDIM INDEPENDENCIA, 
4263,6459,JARDIM ITAMARATI, 
4263,6460,JARDIM MOCAMBIQUE, 
4263,6461,JARDIM MORUMBI, 
4263,6462,JARDIM NOROESTE, 
4263,6463,JARDIM NOVA IPANEMA, 
4263,6464,JARDIM NOVO AEROPORTO, 
4263,6465,JARDIM PARANAPUNGA, 
4263,6466,JARDIM PLANALTO, 
4263,6467,JARDIM PRIMAVERA, 
4263,6468,JARDIM PRIMAVERIL, 
4263,6469,JARDIM PROGRESSO, 
4263,6470,JARDIM RODRIGUES, 
4263,6471,JARDIM RORIZ, 
4263,6472,JARDIM SANTA AURELIA, 
4263,6473,JARDIM SANTA JULIA, 
4263,6474,JARDIM SANTO ANDRE, 
4263,6475,NOSSA SENHORA DAS GRACAS, 
4263,6476,PARQUE MANGUEIRAS, 
4263,6477,PARQUE RESIDENCIAL JAMEL VILLE, 
4263,6478,PARQUE RESIDENCIAL JAMEL VILLE II, 
4263,6479,PARQUE RESIDENCIAL OSMAR F DUTRA, 
4263,6480,PARQUE RESIDENCIAL QUINTA DA LAGOA, 
4263,6481,PARQUE SAO CARLOS, 
4263,6482,SANTA LUZIA, 
4263,6483,SANTOS DUMONT, 
4263,6484,SAO JORGE, 
4263,6485,VILA CLEMENTINA, 
4263,6486,VILA COIMBRA, 
4263,6487,VILA DOS FERROVIARIOS, 
4263,6488,VILA GUANABARA, 
4263,6489,VILA HARO, 
4263,6490,VILA MARIA, 
4263,6491,VILA NOVA, 
4263,6492,VILA PILOTO, 
4263,6493,VILA POPULAR, 
4263,6494,VILA SANTANA, 
4263,6495,VILA SAO JOAO, 
4263,6496,VILA SAO JOSE, 
4263,6497,VILA TEREZINHA, 
4347,6498,ALTOS DO COXIPO, 
4347,6499,ARAES, 
4347,6500,AREAO, 
4347,6501,BANDEIRANTES, 
4347,6503,BELA VISTA, 
4347,6504,BOA ESPERANCA, 
4347,6505,BOSQUE DA SAUDE, 
4347,6508,CAMPO VELHO, 
4347,6509,CARUMBE, 
4347,6510,CENTRO NORTE, 
4347,6511,CHACARA DOS PINHEIROS, 
4347,6512,CIDADE ALTA, 
4347,6513,CIDADE VERDE, 
4347,6514,COOPHAMIL, 
4347,6515,COOPHEMA, 
4347,6517,DESPRAIADO, 
4347,6518,DISTRITO INDUSTRIAL, 
4347,6519,DOM AQUINO, 
4347,6520,DUQUE DE CAXIAS I, 
4347,6521,GOIABEIRAS, 
4347,6522,GRANDE TERCEIRO, 
4347,6524,JARDIM ALENCASTRO, 
4347,6525,JARDIM ALVORADA, 
4347,6526,JARDIM CALIFORNIA, 
4347,6527,JARDIM COMODORO, 
4347,6528,JARDIM CUIABA, 
4347,6529,JARDIM DAS AMERICAS, 
4347,6530,JARDIM DAS PALMEIRAS, 
4347,6531,JARDIM EUROPA, 
4347,6532,JARDIM MARIANA, 
4347,6533,JARDIM PAULISTA, 
4347,6534,JARDIM PETROPOLIS, 
4347,6535,JARDIM SHANGRI-LA, 
4347,6536,JARDIM TROPICAL, 
4347,6537,TRES LAGOAS, 
4347,6538,LIXEIRA, 
4347,6543,MORADA DO OURO - SETOR OESTE, 
4347,6544,MORADA DOS NOBRES, 
4347,6546,NOVO PARAISO, 
4347,6547,NOVO TERCEIRO, 
4347,6548,CPA I, 
4347,6549,OSMAR CABRAL, 
4347,6550,PARQUE ATALAIA, 
4347,6551,PARQUE CUIABA, 
4347,6552,PARQUE OHARA, 
4347,6553,PASCOAL RAMOS, 
4347,6554,PEDRA 90, 
4347,6556,PLANALTO, 
4347,6557,POCAO, 
4347,6558,PORTO, 
4347,6560,QUILOMBO, 
4347,6561,RESIDENCIAL COXIPO, 
4347,6562,RIBEIRAO DO LIPA, 
4347,6563,JARDIM SANTA AMALIA, 
4347,6564,SANTA CRUZ, 
4347,6565,SANTA IZABEL, 
4347,6567,SANTA ROSA, 
4347,6568,SANTO ANTONIO DO PEDREGAL, 
4347,6570,COHAB SAO GONCALO, 
4347,6571,SAO JOSE, 
4347,6572,SENHOR DOS PASSOS, 
4347,6574,TIJUCAL, 
4347,6575,TRES BARRAS, 
4347,6576,VERDAO, 
4347,6578,VILA MILITAR, 
4347,6579,SAO SEBASTIAO, 
4462,6580,CENTRO, 
4462,6581,CIDADE ALTA, 
4462,6582,CIDADE SALMEN, 
4462,6583,COHAB RIO VERMELHO, 
4462,6584,COLINA VERDE, 
4462,6585,CONJUNTO SAO JOSE, 
4462,6586,COOPHALIS, 
4462,6587,COOPHASEM, 
4462,6588,DISTRITO INDUSTRIAL, 
4462,6589,JARDIM ASSUNCAO, 
4462,6590,JARDIM ATLANTICO, 
4462,6591,JARDIM BELO HORIZONTE, 
4462,6592,JARDIM BRASILIA, 
4462,6593,JARDIM IGUASSU, 
4462,6594,JARDIM IPANEMA, 
4462,6595,JARDIM LUZ DA YARA, 
4462,6596,JARDIM MATO GROSSO, 
4462,6597,JARDIM MONTE LIBANO, 
4462,6598,JARDIM OLIVEIRA, 
4462,6599,JARDIM PARTICIPACAO, 
4462,6600,JARDIM PAULISTA, 
4462,6601,JARDIM PINDORAMA, 
4462,6602,JARDIM PIONEIROS, 
4462,6603,JARDIM PRIMAVERA, 
4462,6604,JARDIM RIVERA, 
4462,6605,JARDIM RUI BARBOSA, 
4462,6606,JARDIM SANTA CLARA, 
4462,6608,JARDIM SERRA DOURADA, 
4462,6609,JARDIM SUMARE, 
4462,6610,JARDIM TROPICAL, 
4462,6611,JARDIM UNIVERSITARIO, 
4462,6612,JARDIM VERA CRUZ, 
4462,6613,JOAO DE BARRO, 
4462,6614,LA SALLE, 
4462,6615,PARQUE REAL, 
4462,6616,RESIDENCIAL SAGRADA FAMILIA, 
4462,6617,SANTA CRUZ, 
4462,6618,VILA ADRIANA, 
4462,6619,VILA AURORA, 
4462,6620,VILA BIRIGUI, 
4462,6621,VILA BOA ESPERANCA, 
4462,6622,VILA CANAA, 
4462,6623,VILA CARDOSO, 
4462,6624,VILA GOULART, 
4462,6625,VILA IPIRANGA, 
4462,6626,VILA IRACY, 
4462,6627,VILA ITAMARATI, 
4462,6628,VILA MAMED, 
4462,6629,VILA MARIANA, 
4462,6630,VILA NOSSA SENHORA DO AMPARO, 
4462,6631,VILA OLGA MARIA, 
4462,6632,VILA OPERARIA, 
4462,6633,VILA PLANALTO, 
4462,6634,VILA RICA, 
4511,6635,AGUA LIMPA, 
4511,6636,AGUA VERMELHA, 
4511,6637,CENTRO, 
4511,6638,CRISTO REI, 
4511,6639,FIGUEIRINHA, 
4511,6640,JARDIM AEROPORTO, 
4511,6642,JARDIM DOS ESTADOS, 
4511,6643,JARDIM ELDORADO, 
4511,6644,JARDIM GLORIA L, 
4511,6645,JARDIM IMPERADOR, 
4511,6646,JARDIM IMPERIAL, 
4511,6647,JARDIM MARAJOARA, 
4511,6648,JARDIM MARINGA, 
4511,6649,JARDIM NOVO HORIZONTE, 
4511,6650,JARDIM OURO VERDE, 
4511,6651,JARDIM PAULA I, 
4511,6652,JARDIM PAULA II, 
4511,6653,JARDIM POTIGUAR, 
4511,6655,JARDIM UNIAO, 
4511,6656,MAPIM, 
4511,6657,NOSSA SENHORA DA GUIA, 
4511,6659,NOVA VARZEA GRANDE, 
4511,6660,PARQUE DO LAGO, 
4511,6661,PARQUE PAIAGUAS, 
4511,6662,PONTE NOVA, 
4511,6663,SANTA CECILIA, 
4511,6664,COHAB SANTA ISABEL, 
4511,6665,SAO GONCALO, 
4511,6666,UNIPARK, 
4511,6667,VILA IPASE, 
4511,6668,VILA PIRINEU, 
4511,6669,VILA RICA, 
4534,6670,APARECIDA, 
4534,6671,BOA ESPERANCA, 
4534,6672,BRASILIA, 
4534,6673,CATEDRAL, 
4534,6674,CENTRO, 
4534,6675,FORTALEZA, 
4534,6676,INDEPENDENTE, 
4534,6677,JARDIM INDEPENDENTE I, 
4534,6678,INDEPENDENTE II, 
4534,6679,JARDIM DOS ESTADOS, 
4534,6680,JARDIM PRIMAVERA, 
4534,6681,LIBERDADE, 
4534,6682,MUTIRAO, 
4534,6683,PERPETUO SOCORRO, 
4534,6684,PREMEM, 
4534,6685,RECREIO, 
4534,6686,SAO SEBASTIAO, 
4534,6687,SUDAM I, 
4534,6688,SUDAM II, 
4534,6689,UIRAPURU, 
4539,6690,AGUAS BRANCAS, 
4539,6691,AGUAS LINDAS, 
4539,6692,ATALAIA, 
4539,6693,CENTRO, 
4539,6694,COQUEIRO, 
4539,6695,DISTRITO INDUSTRIAL, 
4539,6696,GUANABARA, 
4539,6697,ICUI-GUAJARA, 
4539,6698,LEVILANDIA, 
4539,6699,MAGUARI, 
4539,6700,MARITUBA, 
4539,6701,PATO MACHO, 
4539,6702,QUARENTA HORAS (COQUEIRO), 
4565,6703,AEROPORTO (MOSQUEIRO), 
4565,6704,AGUA BOA (OUTEIRO), 
4565,6707,ARIRAMBA (MOSQUEIRO), 
4565,6708,ATALAIA, 
4565,6710,BAIA DO SOL (MOSQUEIRO), 
4565,6711,BARREIRO, 
4565,6712,BATISTA CAMPOS, 
4565,6713,BENGUI, 
4565,6714,BONFIM (MOSQUEIRO), 
4565,6715,BRASILIA (OUTEIRO), 
4565,6717,CAMPINA, 
4565,6718,CAMPINA DE ICOARACI (ICOARACI), 
4565,6719,CANUDOS, 
4565,6720,CARANANDUBA (MOSQUEIRO), 
4565,6721,CARUARA (MOSQUEIRO), 
4565,6722,CASTANHEIRA, 
4565,6723,CHAPEU VIRADO (MOSQUEIRO), 
4565,6724,CIDADE VELHA, 
4565,6725,CONDOR, 
4565,6726,COQUEIRO, 
4565,6727,CREMACAO, 
4565,6728,CRUZEIRO (ICOARACI), 
4565,6729,CURIO-UTINGA, 
4565,6730,FAROL (MOSQUEIRO), 
4565,6731,FATIMA, 
4565,6732,GUAMA, 
4565,6733,GUANABARA, 
4565,6735,ITAITEUA (OUTEIRO), 
4565,6736,JURUNAS, 
4565,6737,MANGUEIRAO, 
4565,6738,MANGUEIRAS (MOSQUEIRO), 
4565,6739,MARACACUERA (ICOARACI), 
4565,6740,MARACAJA (MOSQUEIRO), 
4565,6741,MARACANGALHA, 
4565,6742,MARAHU (MOSQUEIRO), 
4565,6743,MARAMBAIA, 
4565,6744,MARCO, 
