id,tipo,id_entidade,id_vinculado,status,data_inclusao,usuario_inclusao,data_alteracao,usuario_alteracao
40,entidade,11763,10918,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
41,entidade,11764,3458,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
42,entidade,11764,2248,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
43,entidade,11764,1968,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
44,entidade,11764,2625,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
45,entidade,11764,2869,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
46,entidade,11764,3340,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
47,entidade,11764,10920,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
48,entidade,11764,2605,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
49,entidade,11764,2632,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
50,entidade,11764,11710,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
51,entidade,11764,11575,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
52,entidade,11764,2727,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
53,entidade,11764,2683,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
54,entidade,11764,2651,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
55,entidade,11764,3118,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
56,entidade,11764,2762,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
57,entidade,11764,10919,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
58,entidade,11764,11711,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
59,entidade,11764,2563,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
60,entidade,11764,11616,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
61,entidade,11764,10921,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
62,entidade,11767,10922,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
63,entidade,11767,2657,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
64,entidade,11767,11720,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
65,entidade,11767,2513,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
66,entidade,11767,11721,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
67,entidade,11774,2685,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
68,entidade,11774,3520,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
69,entidade,11774,11572,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
70,entidade,11774,11571,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
71,entidade,11774,11485,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
72,entidade,11774,11564,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
73,entidade,11774,1889,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
74,entidade,11774,2451,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
75,entidade,11774,3162,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
76,entidade,11774,11570,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
77,entidade,11774,11569,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
78,entidade,11774,11566,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
79,entidade,11774,11567,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
80,entidade,11774,11565,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
81,entidade,11774,3161,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
82,entidade,11774,2593,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
83,entidade,11774,10964,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
84,entidade,11774,10965,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
85,entidade,11774,11490,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
86,entidade,11774,11489,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
87,entidade,11774,11488,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
88,entidade,11774,11487,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
89,entidade,11774,11486,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
90,entidade,11774,11484,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
91,entidade,11774,11491,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
92,entidade,11774,10982,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
93,entidade,11774,10971,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
94,entidade,11774,3146,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
95,entidade,11774,3086,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
96,entidade,11774,3534,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
97,entidade,11774,2424,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
98,entidade,11774,3112,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
99,entidade,11774,3329,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
100,entidade,11774,3519,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
101,entidade,11774,2601,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
102,entidade,11774,3175,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
103,entidade,11774,2613,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
104,entidade,11774,11568,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
105,entidade,11774,3126,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
106,entidade,11774,2622,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
107,entidade,11774,10973,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
108,entidade,11774,3121,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
109,entidade,11774,2637,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
110,entidade,11774,11707,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
111,entidade,11774,3116,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
112,entidade,11774,3255,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
113,entidade,11774,11706,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
114,entidade,11774,11705,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
115,entidade,11774,2665,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
116,entidade,11774,2650,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
117,entidade,11774,11704,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
118,entidade,11774,2695,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
119,entidade,11774,2696,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
120,entidade,11774,11703,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
121,entidade,11774,2178,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
122,entidade,11774,11702,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
123,entidade,11774,2724,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
124,entidade,11774,10968,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
125,entidade,11774,10966,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
126,entidade,11774,10967,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
127,entidade,11774,10969,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
128,entidade,11774,10970,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
129,entidade,11774,10963,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
130,entidade,11774,10972,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
131,entidade,11774,10974,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
132,entidade,11774,3363,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
133,entidade,11774,10975,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
134,entidade,11774,2271,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
135,entidade,11774,2763,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
136,entidade,11774,10976,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
137,entidade,11774,2678,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
138,entidade,11774,10977,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
139,entidade,11774,2039,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
140,entidade,11774,1995,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
141,entidade,11774,10978,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
142,entidade,11774,2089,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
143,entidade,11774,10979,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
144,entidade,11774,2823,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
145,entidade,11774,3201,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
146,entidade,11774,2977,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
147,entidade,11774,1885,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
148,entidade,11774,10980,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
149,entidade,11774,10981,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
150,entidade,11774,2805,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
151,entidade,11774,10983,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
152,entidade,11774,2770,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
153,entidade,11774,11562,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
154,entidade,11774,1886,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
155,entidade,11774,11732,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
156,entidade,11774,11563,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
157,entidade,11774,3245,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
158,entidade,11782,3434,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
159,entidade,11782,2988,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
160,entidade,11782,2699,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
161,entidade,11782,2744,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
162,entidade,11782,10986,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
163,entidade,11782,1906,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
164,entidade,11782,10990,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
165,entidade,11782,1993,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
166,entidade,11782,3066,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
167,entidade,11782,10985,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
168,entidade,11782,3327,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
169,entidade,11782,10987,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
170,entidade,11782,10989,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
171,entidade,11782,10988,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
172,entidade,11782,2616,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
173,entidade,11771,10946,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
174,entidade,11771,10959,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
175,entidade,11771,10953,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
176,entidade,11771,10961,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
177,entidade,11771,11468,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
178,entidade,11771,10951,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
179,entidade,11771,10955,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
180,entidade,11771,10942,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
181,entidade,11771,10958,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
182,entidade,11771,10947,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
183,entidade,11771,10948,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
184,entidade,11771,10954,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
185,entidade,11771,10949,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
186,entidade,11771,10943,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
187,entidade,11771,10991,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
188,entidade,11771,10950,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
189,entidade,11771,10924,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
190,entidade,11771,11004,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
191,entidade,11771,3371,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
192,entidade,11771,10952,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
193,entidade,11771,10941,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
194,entidade,11771,11739,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
195,entidade,11771,10944,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
196,entidade,11771,10960,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
197,entidade,11771,10956,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
198,entidade,11771,10957,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
199,entidade,11769,2935,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
200,entidade,11769,11630,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
201,entidade,11769,1824,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
202,entidade,11769,3050,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
203,entidade,11769,2511,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
204,entidade,11769,2020,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
205,entidade,11769,1926,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
206,entidade,11769,2159,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
207,entidade,11769,3410,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
208,entidade,11769,2344,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
209,entidade,11769,2158,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
210,entidade,11769,3463,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
211,entidade,11769,10992,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
212,entidade,11769,2984,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
213,entidade,11769,11573,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
214,entidade,11769,2721,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
215,entidade,11769,3507,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
216,entidade,11769,3013,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
217,entidade,11769,2564,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
218,entidade,11769,3265,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
219,entidade,11769,3082,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
220,entidade,11769,2958,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
221,entidade,11769,1842,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
222,entidade,11769,1815,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
223,entidade,11769,10993,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
224,entidade,11769,11470,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
225,entidade,11769,10962,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
226,entidade,11769,3288,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
227,entidade,11769,2929,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
228,entidade,11772,1821,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
229,entidade,11772,2548,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
230,entidade,11772,2112,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
231,entidade,11772,11007,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
232,entidade,11772,2335,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
233,entidade,11772,11024,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
234,entidade,11772,2122,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
235,entidade,11772,2152,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
236,entidade,11772,11027,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
237,entidade,11772,11028,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
238,entidade,11772,2295,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
239,entidade,11772,10999,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
240,entidade,11772,3054,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
241,entidade,11772,11016,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
242,entidade,11772,2821,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
243,entidade,11772,2916,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
244,entidade,11772,11015,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
245,entidade,11772,2816,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
246,entidade,11772,11013,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
247,entidade,11772,11029,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
248,entidade,11772,3047,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
249,entidade,11772,2037,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
250,entidade,11772,11001,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
251,entidade,11772,11010,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
252,entidade,11772,11009,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
253,entidade,11772,2515,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
254,entidade,11772,2170,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
255,entidade,11772,10994,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
256,entidade,11772,2834,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
257,entidade,11772,1987,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
258,entidade,11772,3375,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
259,entidade,11772,2969,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
260,entidade,11772,2001,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
261,entidade,11772,11701,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
262,entidade,11772,1946,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
263,entidade,11772,1925,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
264,entidade,11772,2267,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
265,entidade,11772,1947,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
266,entidade,11772,11002,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
267,entidade,11772,3339,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
268,entidade,11772,2073,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
269,entidade,11772,1971,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
270,entidade,11772,2392,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
271,entidade,11772,10997,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
272,entidade,11772,2254,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
273,entidade,11772,2080,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
274,entidade,11772,11576,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
275,entidade,11772,3231,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
276,entidade,11772,11003,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
277,entidade,11772,11031,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
278,entidade,11772,11589,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
279,entidade,11772,3229,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
280,entidade,11772,11030,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
281,entidade,11772,2189,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
282,entidade,11772,3251,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
283,entidade,11772,2045,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
284,entidade,11772,2555,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
285,entidade,11772,10995,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
286,entidade,11772,2965,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
287,entidade,11772,10996,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
288,entidade,11772,11000,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
289,entidade,11772,1929,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
290,entidade,11772,11022,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
291,entidade,11772,11005,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
292,entidade,11772,2931,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
293,entidade,11772,10998,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
294,entidade,11772,2557,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
295,entidade,11772,11011,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
296,entidade,11772,11006,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
297,entidade,11772,11012,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
298,entidade,11772,11014,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
299,entidade,11772,2235,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
300,entidade,11772,2797,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
301,entidade,11772,11456,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
302,entidade,11772,11023,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
303,entidade,11772,11018,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
304,entidade,11772,11019,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
305,entidade,11772,11008,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
306,entidade,11772,11020,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
307,entidade,11772,11021,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
308,entidade,11772,11025,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
309,entidade,11772,3197,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
310,entidade,11772,2372,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
311,entidade,11772,2266,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
312,entidade,11772,11026,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
313,entidade,11772,11017,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
314,entidade,11772,2107,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
315,entidade,11773,11033,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
316,entidade,11773,10945,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
317,entidade,11773,2356,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
318,entidade,11773,11034,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
319,entidade,11773,2740,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
320,entidade,11773,11036,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
321,entidade,11773,11040,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
322,entidade,11773,3424,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
323,entidade,11773,1901,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
324,entidade,11773,1880,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
325,entidade,11773,2360,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
326,entidade,11773,2526,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
327,entidade,11773,11035,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
328,entidade,11773,11037,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
329,entidade,11773,2509,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
330,entidade,11773,2964,true,2022-02-18 23:37:46,,2022-02-18 23:37:46,
