idprojeto,idempresa,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao,flativo
130,30903,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,30906,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,30916,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,30918,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,30919,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,31008,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,31018,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,31031,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,31032,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,31099,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,31100,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,31101,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,31104,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,31105,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,31226,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,32414,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,32417,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,32419,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,32421,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,32429,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,32430,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,32544,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,33576,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,33578,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,33579,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,33580,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,33581,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,33946,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,34245,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,34391,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,34448,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,34462,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,34474,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,34549,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,34588,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,34590,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,34931,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,34932,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,34974,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,34976,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,35414,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,35415,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,35416,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,35417,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,35418,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,35451,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,35458,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,35459,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,35461,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,35812,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
130,38644,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32310,2018-05-07 10:14:48,gladson.lima,2021-09-27 08:09:30,gladson.lima,S
132,32602,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32603,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32606,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32607,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32608,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32609,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32610,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32611,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32613,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32614,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32615,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32616,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32618,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32619,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32620,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32621,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32622,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32658,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32659,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32660,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32661,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32663,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32664,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32665,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32667,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32669,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32670,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32671,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32672,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32673,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32675,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32677,2018-05-07 10:14:48,gladson.lima,2021-09-27 08:09:32,gladson.lima,S
132,32678,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32679,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32693,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32694,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32695,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32696,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32705,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32706,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32707,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32709,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32710,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,32885,2018-05-07 10:14:48,gladson.lima,2021-09-27 08:09:36,gladson.lima,S
132,32894,2018-05-07 10:14:48,gladson.lima,2021-09-27 08:09:37,gladson.lima,S
132,33093,2018-05-07 10:14:48,gladson.lima,2021-09-27 08:09:41,gladson.lima,S
132,34661,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34662,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34664,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34665,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34666,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34667,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34668,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34669,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34670,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34671,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34672,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34673,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34675,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34676,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34725,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34939,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,34940,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,35010,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,35011,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,35015,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,35930,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36258,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36263,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36265,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36268,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36270,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36289,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36290,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36374,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36375,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36376,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36377,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36378,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36379,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36380,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36381,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36382,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36383,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36384,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36385,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36386,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36387,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36388,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36389,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36390,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36391,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,36591,2018-05-07 10:14:48,gladson.lima,2021-09-27 08:10:25,gladson.lima,S
132,38527,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38528,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38532,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38574,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38646,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38648,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38653,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38656,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38860,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38861,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38862,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38863,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38864,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38865,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38866,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38867,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38868,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38870,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38871,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38872,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38873,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38874,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38875,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38876,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38877,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38878,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,38893,2018-05-07 10:14:48,gladson.lima,2021-09-27 08:11:05,gladson.lima,S
132,38904,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
132,40283,2018-05-07 10:14:48,gladson.lima,2021-09-27 08:11:29,gladson.lima,S
132,40769,2018-05-07 10:14:48,gladson.lima,2021-09-27 08:11:34,gladson.lima,S
133,31054,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31312,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31313,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31320,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31321,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31322,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31323,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31325,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31327,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31328,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31329,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31330,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31331,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31332,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,31550,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,32279,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33894,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33895,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33896,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33897,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33898,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33899,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33901,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33902,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33903,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33904,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33905,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33906,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33907,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33908,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33909,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33910,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33911,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33912,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33913,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33914,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33915,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33916,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33917,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33919,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33920,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33921,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33922,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33923,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33924,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33925,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,33926,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,38251,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,38385,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,38386,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,38387,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
133,38561,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,33806,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,33807,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,33808,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,33809,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,33810,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,33811,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,33812,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,33813,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,33814,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,33815,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,33816,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34203,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34204,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34205,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34206,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34207,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34208,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34319,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34320,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34321,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34322,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34323,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34325,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34326,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34327,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,34333,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,35994,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,35995,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,35996,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,35997,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,35998,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,36152,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,36153,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,36154,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,36155,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,36156,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
134,36157,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,31863,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,31864,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,31865,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,33485,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,33486,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,33507,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,33508,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,33509,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,33510,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,33513,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,33514,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,33552,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,33800,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,33927,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,34162,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,34436,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,34504,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,34505,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,34506,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,34507,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,35055,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,35071,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,35074,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,35075,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,35089,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,35094,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,35095,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,35096,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,35110,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,35111,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,35119,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
135,35124,2018-05-07 10:14:48,gladson.lima,2018-05-07 10:14:48,gladson.lima,S
