idprojeto,nuacao,data,tipo_data,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao
2046,2,2023-03-01,np,2023-01-06 09:51:12,gabriel.g,2023-01-06 09:51:12,gabriel.g
2046,2,2023-09-30,fp,2023-01-06 09:51:12,gabriel.g,2023-01-06 09:51:12,gabriel.g
2046,3,2023-02-01,di,2023-01-05 11:25:27,gabriel.g,2023-01-05 11:25:27,gabriel.g
2046,3,2023-02-15,np,2023-02-02 10:19:09,gabriel.g,2023-02-02 10:19:09,gabriel.g
2046,4,2023-02-01,di,2023-01-05 11:32:44,gabriel.g,2023-01-05 11:32:44,gabriel.g
2046,4,2023-02-15,np,2023-02-02 10:21:02,gabriel.g,2023-02-02 10:21:02,gabriel.g
2046,4,2023-10-31,fp,2023-02-02 10:23:56,gabriel.g,2023-02-02 10:23:56,gabriel.g
2046,4,2023-11-30,fp,2023-01-06 09:52:41,gabriel.g,2023-01-06 09:52:41,gabriel.g
2046,5,2023-02-01,di,2023-01-05 11:44:14,gabriel.g,2023-01-05 11:44:14,gabriel.g
2046,5,2023-02-15,np,2023-02-02 10:25:50,gabriel.g,2023-02-02 10:25:50,gabriel.g
2046,5,2023-04-27,di,2023-04-20 10:23:18,gabriel.lima,2023-04-20 10:23:18,gabriel.lima
2047,1,2023-04-01,di,2023-03-13 15:03:53,gabriel.g,2023-03-13 15:03:53,gabriel.g
2047,2,2023-05-01,di,2023-03-13 15:11:42,gabriel.g,2023-03-13 15:11:42,gabriel.g
2047,3,2023-04-01,di,2023-03-13 15:16:03,gabriel.g,2023-03-13 15:16:03,gabriel.g
2047,4,2023-09-01,di,2023-03-13 15:20:54,gabriel.g,2023-03-13 15:20:54,gabriel.g
2047,5,2023-07-01,di,2023-03-13 15:28:57,gabriel.g,2023-03-13 15:28:57,gabriel.g
2047,6,2023-08-01,di,2023-03-13 15:35:15,gabriel.g,2023-03-13 15:35:15,gabriel.g
2047,7,2023-08-01,di,2023-03-13 15:41:37,gabriel.g,2023-03-13 15:41:37,gabriel.g
2047,8,2023-03-15,di,2023-03-13 15:50:44,gabriel.g,2023-03-13 15:50:44,gabriel.g
2048,1,2023-03-01,di,2023-02-24 12:02:45,gabriel.g,2023-02-24 12:02:45,gabriel.g
2048,2,2023-03-01,np,2023-02-24 12:34:38,gabriel.g,2023-02-24 12:34:38,gabriel.g
2048,2,2023-08-01,di,2023-02-24 12:08:08,gabriel.g,2023-02-24 12:08:08,gabriel.g
2048,3,2023-03-01,di,2023-02-24 12:17:03,gabriel.g,2023-02-24 12:17:03,gabriel.g
2048,4,2023-03-08,di,2023-02-24 12:22:02,gabriel.g,2023-02-24 12:22:02,gabriel.g
2048,5,2023-04-08,di,2023-02-24 12:26:36,gabriel.g,2023-02-24 12:26:36,gabriel.g
2048,6,2023-09-01,di,2023-02-24 12:30:33,gabriel.g,2023-02-24 12:30:33,gabriel.g
2048,7,2023-03-01,di,2023-02-24 12:35:39,gabriel.g,2023-02-24 12:35:39,gabriel.g
2049,1,2023-04-01,di,2023-03-21 09:26:27,gabriel.g,2023-03-21 09:26:27,gabriel.g
2049,2,2023-06-01,di,2023-03-21 09:29:04,gabriel.g,2023-03-21 09:29:04,gabriel.g
2049,3,2023-05-01,di,2023-03-21 09:30:50,gabriel.g,2023-03-21 09:30:50,gabriel.g
2049,4,2023-07-01,di,2023-03-21 09:32:13,gabriel.g,2023-03-21 09:32:13,gabriel.g
2049,5,2023-04-01,di,2023-03-21 09:33:49,gabriel.g,2023-03-21 09:33:49,gabriel.g
2049,6,2023-04-01,di,2023-03-21 09:35:24,gabriel.g,2023-03-21 09:35:24,gabriel.g
