id,idprojeto,nome,descricao,tipo_dado,tipo_controle,valor_esperado,forma_verificacao,data_inclusao,usuario_inclusao,data_atualizacao,usuario_alteracao,iddocsobrigatorios,comentario
370,1337,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
371,1338,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
372,1339,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
373,1340,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
374,1341,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
375,1342,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
376,1343,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
377,1344,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
378,1345,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
379,1346,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
380,1347,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
381,1348,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
382,1349,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
383,1350,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
384,1351,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
385,1352,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
386,1353,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
387,1354,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
388,1355,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
389,1356,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
390,1358,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
391,1359,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
392,1360,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
393,1361,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
394,1363,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
395,1364,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
396,1365,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
397,1366,Resultado Finalístico 1,Empresas participam,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
398,1367,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
399,1368,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
400,1369,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
401,1370,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
402,1371,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
403,1372,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
404,1373,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
405,1374,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
406,1375,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
407,1376,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
408,1377,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
409,1378,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
410,1379,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
411,1380,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
412,1381,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
413,1382,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
414,1383,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
415,1384,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
416,1385,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
417,1386,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
418,1387,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
419,1388,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
420,1389,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
421,1390,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
422,1391,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
423,1392,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
424,1393,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
425,1394,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
426,1395,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
427,1396,Resultado Finalístico 1,Empresas participam,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
428,1397,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
429,1398,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
430,1399,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
431,1400,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
432,1401,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
433,1402,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
434,1403,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
435,1404,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
436,1405,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
437,1406,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
438,1407,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
439,1408,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
440,1409,Resultado Finalístico 1,Mulheres sensibilizadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
441,1410,Resultado Finalístico 1,Mulheres participam,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
442,1411,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
443,1412,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
444,1413,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
445,1414,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
446,1415,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
447,1416,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
448,1417,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
449,1418,Resultado Finalístico 1,Empresas participam,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
450,1419,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
451,1420,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
452,1421,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
453,1422,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
454,1423,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
455,1424,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
456,1425,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
457,1465,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
458,1426,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
459,1427,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
460,1428,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
461,1429,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
462,1430,Resultado Finalístico 1,Empresas participam,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
463,1431,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
464,1432,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
465,1433,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
466,1434,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
467,1435,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
468,1436,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
469,1437,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
470,1438,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
471,1439,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
472,1440,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
473,1441,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
474,1442,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
475,1443,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
476,1444,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
477,1445,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
478,1446,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
479,1447,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
480,1448,Resultado Finalístico 1,Empresas participam,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
481,1449,Resultado Finalístico 1,Gerentes desenvolvem suas habilidades,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
482,1450,Resultado Finalístico 1,Gerentes desenvolvem suas habilidades,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
483,1451,Resultado Finalístico 1,Gerentes desenvolvem suas habilidades,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
484,1452,Resultado Finalístico 1,Empresas participam,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
485,1453,Resultado Finalístico 1,Empresas participam,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
486,1454,Resultado Finalístico 1,Gerentes desenvolvem suas habilidades,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
487,1455,Resultado Finalístico 1,Gerentes desenvolvem suas habilidades,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
488,1456,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
489,1457,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
490,1458,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
491,1459,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
492,1460,Resultado Finalístico 1,Empresas participam,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
493,1461,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
494,1466,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
495,1467,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
496,1468,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
497,1469,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
498,1470,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
499,1471,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
500,1472,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
501,1473,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
502,1474,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
503,1475,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
504,1476,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
505,1477,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
506,1478,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
507,1480,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
508,1481,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
509,1482,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
510,1483,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
511,1484,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
512,1485,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
513,1486,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
514,1487,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
515,1488,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
516,1489,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
517,1490,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
518,1491,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
519,1492,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
520,1493,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
521,1494,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
522,1495,Resultado Finalístico 1,Empresas participam,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
523,1496,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
524,1497,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
525,1498,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
526,1499,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
527,1500,Resultado Finalístico 1,Gerentes desenvolvem suas habilidades,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
528,1501,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
529,1502,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
530,1503,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
531,1504,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
532,1505,Resultado Finalístico 1,Formação de Núcleo Setorial,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
533,1507,Resultado Finalístico 1,Empresas participam,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
534,1508,Resultado Finalístico 1,Empresas capacitadas,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
535,1509,Resultado Finalístico 1,Empresas participam,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
536,1510,Resultado Finalístico 1,Empresas participam,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
537,1070,Resultado Finalístico 1,Aumentar em 10% o faturamento das empresas participantes do projeto até  janeiro de 2020,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
538,1182,Resultado Finalístico 1,Aumentar em 10% o faturamento das empresas participantes até o final do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
539,177,Resultado Finalístico 1,Formar 2 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações.,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
540,1,Resultado Finalístico 1,"modificado em 17 de setembro - apenas um teste, depois será apagado - Aumentar o volume de vendas em 10% até fevereiro de 2014 e em 15% até agosto de 2014 e 20% até julho de 2015.",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
541,1080,Resultado Finalístico 1,Aumentar em 20% até o final do projeto o número de clientes atendidos,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
542,1183,Resultado Finalístico 1,Aumentar em 15% o faturamento das empresas participantes até o final do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
543,157,Resultado Finalístico 1,Formar 2 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
544,171,Resultado Finalístico 1,Formar 2 núcleos setoriais e cadastrar as empresas nucleadas no Portal do Empreender com seus respectivos planos de ações,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
545,1184,Resultado Finalístico 1,Aumentar em 10% o faturamento das empresas participantes até o final do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
546,1158,Resultado Finalístico 1,"Aumentar em 8% o volume de negócios gerados, pelas empresas e corretores  participantes do projeto até  dezembro  de 2019  (linha 12 do quadro de indicador do sigeor);",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
547,1028,Resultado Finalístico 1,Aumentar o faturamento em 15% até fevereiro de 2020,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
548,1188,Resultado Finalístico 1,Elevar em 12% o faturamento nas vendas das empresas até o final do Projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
549,1120,Resultado Finalístico 1,"1. Alcançar uma melhoria da situação econômica de 65% das empresas participantes, suportada no incremento de vendas, novos produtos e expansão em novo mercado",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
550,1079,Resultado Finalístico 1,Redução de 15% do uso de produtos químicos até o final do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
551,1193,Resultado Finalístico 1,Aumentar em 5% números de alunos matriculados nas empresas participantes até o final do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
552,1017,Resultado Finalístico 1,Aumentar o número de startups em Araxá em 20%,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
553,1065,Resultado Finalístico 1,Aumentar o número de novos negócios nas empresas participantes do projeto na ordem de 20% até o final do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
554,1087,Resultado Finalístico 1,Promover a melhoria de dois processos sendo a analise de custos e formação de preços e marketing,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
555,1024,Resultado Finalístico 1,Aumentar a produção em 50% até Março de 2020,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
556,1241,Resultado Finalístico 1,Aumentar em 10% o faturamento total das empresas participantes do grupo até o final do projeto (dez/2019),,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
557,1030,Resultado Finalístico 1,Aumentar em 7% o faturamento das empresas envolvidas até o final do projeto,,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
558,1160,Resultado Finalístico 1,"Elevar o índice médio de maturidade de gestão estratégica com ênfase em liderança, das empresas participantes do projeto em 20% até do termino do projeto, baseado no diagnóstico do MPE Brasil da Fundação Nacional da Qualidade, critério liderança",,,,,2020-02-26 22:16:04,sistema,2020-02-26 22:16:04,sistema,,
